<<<<<<< HEAD
﻿sentence,profane
pakshet sakit mo mahalin cyrus,1
punyeta may sale na pala hindi ko alam,1
tanga anong walang pinanganak na bobo kingina mo bakit test tube baby ka ba,1
deserve mo kasi pakyu,1
sakit tangina pinaghirapan mo tas mag qquit ka lang,1
puta ang pogi mo hehe,1
say hi to tatay putangina yacob ang hirap mo ayawan sa huli kahit na alam naman nating lahat na si zeus pa rin ang may karapatan tatay ka lang daddy daw si zeus,1
puta gusto ko lang naman matulog nang mahaba bakit ang ingay ng familia ko lord bakit naman ako sa maingay na pamilya ako napunta,1
bwiset ka umayos ka,1
ang pogi mo pakshet na yan,1
ang ulam ko ay mag forgive na daw ako ulol,1
ulol syempre sayo lang ako uuwi,1
video lang ng esbi nagpapawala ng badtrip ko kasi naman hindi ako tinirhan ng pepsi ng kapatid ko parang tanga,1
bwiset yung comment na lumabas galing shower haha,1
normalized ma ulol kay arthur nery pls lang huhu shuta,1
may mga seller talagang sobrang bobo noh,1
tarantado kasi bobo nito kakakape mo yan,1
tarantado talaga kayo ano,1
over think matutulog nalang punyeta,1
baby em parin mga ulol,1
kanina ko pa tinitignan yung picture ng enha at ulol na ulol ako sa suot ng enha putangina di ko na kaya goodbye,1
hindi sa inyo ang pilipinas tangina mo,1
loko tong anong tingin mo sa zamboanga city kapal ng mukha mo anong meron sa lugar namin sige nga kupal ka,1
pakyu wala ka ngang pang regalo eh pang inom pa kaya haha,1
ay weh haha pakyu,1
putangina mo sam ok nang mareport ako sa pagmumura basta putangina mo,1
kakarmahin ka rin ulul hintayin mo lang pakyu tangina mo,1
bobo ka ba sira ba tuktok mo nasa paa ba utak mo,1
ewan ko sayo tangina mo ka gago,1
wag haha tarantado ka,1
pag ginawang series ang behind these pages isipin niyo na lang ang sakit ng loob ko kay michy michy deserves better kaysa sa putanginang rain at maven bobo,1
eto si epal na tanga eh ayaw niya istorbihin si tanga si richard nga walang inaupload sa tiktok at youtube niya eh utak buraot na chismosa sa iskwater si tanga eh real talk ganda ng pagpapalaki sayo ng nanay mo lumaki kang kupal na buraot sa iskinita,1
bwiset sabi ko di ako mag iyak today haha,1
shet si deanna nasa live ni jamie pucha swerte ako,1
at minamaliit mo na tanga ka,1
haha oh my god yung maki cosplay ba putangina tagal ko nang crush yon pareho pala tayo ng tipo gago,1
di ka naman tama tanga,1
mama ko pagkasabing ang sakit ng katawan niya bigla ako niyakap eh tarantado pa naman ako minsan,1
kung may pera lang ako bibili agad kaso wala pakshet haha,1
tarantado kasi si satanas niya may thrill,1
sumusuko na ako pakyu ka twitter,1
mga tarantado talaga kayo,1
bukas naman yung ac pero namamawis ako gago normal ba to kinakabahan ako,1
kupal malapit na si karma sayo mga putangina niyo,1
omg di na yan fake puta kayo pati ako kinikilig ante,1
punyeta babyahe pa ako mamaya antok nasaan ka,1
jiwoong ulol na ulol kay yijin haha same,1
dami ko problema bwiset pero dapat chill lang haha,1
huy potangina naiiyak ako gago parang tanga kasi,1
ito na ang dahilan para wag na ulit mag conyo puta,1
literal na bobo ako wag na kayo magexpect sakin mga behh haha,1
ayan medyo maayos na mata ko bwiset parang kailangan ko na talaga gamitin to araw araw haha,1
pag inggit pikit nalang sulsol ka ring kupal ka eh,1
sus bobo ka lang eh,1
irl crushie ko na ata si kino pucha,1
sakit ng tiyan ko puta,1
pucha sinasaktan nanaman yung mga aso hindi naman siya inaano,1
ulol ka na malala,1
tangina niyo wag niyong ipakita sa akin yan,1
ay putangina hindi pa pala tapos,1
bakit ba ako ngumingiti ha bwiset haha,1
nung inend ni jay saka nawala yung antok ko putangina talaga oh,1
dapat sa mga taong kupal kinukupal din,1
anak ng pucha naman oh,1
andaming mong sinasabe andami niyong theory mga kakampink ulol,1
ang kupal mo haha,1
wow putangina naka bukod na si kino samin ah,1
gusto ko maglaro kaso pakshet si pldt talaga panira ng leave,1
nakakapagod mag collect kahit bias lang cinocollect ko baka ma ulol ako charot haha,1
ipapaframe ko ito pucha,1
pucha basang basa damit ko,1
bwiset ka ako yung number one tapos kinick niyo ko,1
mhie jusko hindi ko na alam gaano na kataas yung whistle na nagawa ko sa kilig dahil sa story na to punyeta,1
jusko hindi ko alam bat binili ko to basta ang alam ko pogi siya pakshet,1
kadiri naman yang kasama mo pakyu,1
tangina nitong inutil na ito gusto totoong pagmamahal pero cheater tarantado ka ba,1
gago akala ko sa private account ako nagtweet,1
ha halaman ulol wag ka magkwento sakin,1
hate na hate ko mga kupal na katulad mo kaya wag ka na,1
bwiset ka bocar napadalawang isip tuloy ako deserve ko rin ba mag ka honors haha nangongopya ako eh,1
sinasadya parang gusto niyo ko mag mukhang tanga sa game,1
putangina talaga alam na alam na nag aabang tayo nanginginig pa ako paano ako aabot sa nito,1
worth it naman istan yung nct tarantado nga lang mga nctzen,1
puta malamang anong gusto mo wala silang basahin,1
tanga ka talaga keil,1
bwiset na ipis yan ah kinareer pagiging butterfly puta,1
tanga nagulat ako narecognize ko boses mo lintek,1
kupal kinabahan ako sa haha,1
may mga tanga din nabubudol iniissue si dj na iba kasama,1
putangina niyo teka lang haha nagrereview kasi ako jake wag kasi beh,1
nakikiaircon ako kanina tapos bigla ko naalala yung reyna na pinaglaruan ko sa halls kanina haha para tuloy akong tanga,1
oo totoo pucha matutuyo ang utak kakaisip ng isasagot eh,1
tangina isang sentence palang natatype ko tinatamad na ako agad,1
bobo ka wala naman akong sinabing ako,1
tangina mo parang naman ikaw hindi tarantado,1
yung feeling na gusto mo na makawala pero balik parin ng balik puta,1
pwede ba magreklamo muna ako tungkol sa mga tangina na mga tao sa monumento na bagal na maglakad tas bigla pang hihinto to look sa paninda ng bangketa kahit puta alam nang nasa gitna sila ng daan and ang crowded na nga,1
madalas talaga hindi ko maiwasan di mang judge dahil sa kupal na mindset ng majority,1
wait putangina mas masakit to sa due date ko bukas putangina sandale gago,1
gago andami kong sinabi di na kasya tapos ngayon ko pa nakita tong tweet na to what if umiyak nalang ako huy donbelle baka naman pakyu naman kasi,1
ann with e ang cute pero nakakamiss bwiset,1
pucha bumili kase diba haha,1
gago kasi parang abo nalang pagtrato sakin haha,1
kung magbalik loob na ako sa itzy punyeta,1
basura ka na skusta boses mo nalang nagdadala sayo tanga,1
hay magandang gabi tangina ka,1
makukuha ko na yung pera tangina mapapaayos nadin kita bebe ko,1
mga bobo kayong dalawa promise,1
di ko pa napapanood vlog ni mark punyeta,1
hoy putangina mo smtown nasaan na fixed unit ng sungtaro,1
ano daw kailangan nito at ichichika ko nalang kaysa nagpapakahirap ka iopen account ko pakshet ka,1
yes nakita ko siya sa pinterest ko alam mo naman marupok si tanga,1
punyeta bakit kinakabahan din ako,1
ang bobo nung mga tanong parang first time mag school kulang nalang itanong if need ba ng ballpen at papel sa iskul,1
ayaw kong nakikita kang tatanga tanga,1
ang tanga talaga ni skusta,1
putangina mo gago pakyu ka,1
ang hirap magpili ng layout punyeta,1
kupal ka eh malay ko ba kung totoo,1
jowa ko na si jhei pero crush na crush ko parin itong kupal na ito,1
tarantado ka talaga doc,1
hoy pakshet ka izel,1
bawiin niyo lisensya ng kupal na yan,1
lasing na tangina mahalin mo ako,1
pakshet talaga yang tiktok na yan di ko na maalis sa utak ko yung nectar ng wayv superbook remix,1
tangina tapos ko na ride or die di talaga ako palabasa pero punyeta grabe yung trauma ko,1
ayoko na tuloy mag inom punyeta,1
di ko na ito kaya orly nasaan ka na bakit di tayo mutuals dito pakshet,1
pakyu pero kung babalik ka naman sure why not,1
dami ko iniisip ngayon parang iiyak na ako anytime,0
pag di lumabas yang vid ng aespa x joy ipapakulam kita sm pakyu,1
tangina kang tatawa ako kay yna bwiset haha,1
napaka bobo naman nito,1
gago ayan na nga,1
haha gago aray ko,1
huh kalma tangina gago ka cy putangina,1
ano sasabihin ko haha bwiset na buhay to haha,1
ang tarantado at punyeta ng mga matanda na ito ang dapat na iharap sa mga terorista para makipagnegosasyon tutal siya naman ang nagpasama sa magandang imahe na pilit nating ibinabangon,1
puta balik na ako dyan,1
uy tangina daw natin,1
lalapit kalang sakin pag may kailangan kupal ka,1
pakshet tapos na wala akong napanood kahit katiting,1
pucha so nasa my day ko pa rin pala yung tiktok video na mali mali grammar kala ko na delete ko na yon e,1
pucha ang sakit huhuhu my tagsen,1
pakyu what if isama din kita sa pag eexpose mo haha,1
napagod na ko sa kakasigaw pucha haha,1
gago ang gwapo ni kuya gen,1
tangina may ssng na agad,1
pakshet ka moveon kanang tanga ka wala ng support sayo,1
kupal ka pa sa kupal putangina mo,1
hindi tayo mag mimeet up bago magpasukan pakyu ka,1
tarantado din ba ako kapag same kami ni mystic ng iniisip haha,1
mass report po natin ang mga kupal na yan para masuspended ang kumag,1
naiiyak na ako tangina,1
haha bobo mo kasi,1
check mo chat ko sayo halatang naliligaw na utak ko haha bobo,1
tangina mong bwiset ka,1
ano daw pet peeve ko haha puta ang sagot ko eh pusa tapos nana at bisky hayop na yan daming pausong bagong salita nagmukha tuloy akong mangmang,1
pucha ang labo ng requests niyo tapos nagmamadali kayobagalan ko kaya lalo,1
ulol ka potangina mo,1
hindi na talaga ako nagbibiro badtrip na ako putangina,1
oo tanga unity db sigaw nyo eh si len len ang boses ng oposisyon haha,1
tarantado iiyakan na sana kita,1
hay nako basta miguel moments tangina mo ka,1
tangina nito bobo amputa,1
ulol ka sis inagaw mo bibe ko,1
oo na bobo na ako,1
morning beh aga mong maging kupal haha,1
tangina bakit excite na excite ka syempre irerelease na yung music video ng circus ulol ka ba,1
pakshet nalang itong extreme headache hindi ko kaya pero need mag duty,1
haha tarantado wala ka nanaman magawa sa buhay mo,1
tangina ang init gago,1
ikaw yung bobo walang ma tweet na alam sa politika puro katangahan lang,1
walang matutulog putangina niyo,1
ang landi mo pakshet ka,1
gago haha walang nakakapag sising naging bestfriend ko si cyrus tangina parehas na parehas ng gago na ugali niya at ng jowa niya,1
ulol wait mo lang pagpapalin ka talaga sa bad karma,1
i mean yung hangin na nilalanghap ni mark lee nalalanghap ko na tangina,1
mas lalo ko tuloy hindi madifferentiate si madam rm tsaka si pucha natakpan na nang tuluyan yung pero okay lang i gotta put me first,1
pasensya ka na hyde tarantado lang ako,1
di mo ako masasako ulol ka,1
ay hala gago na delete pala isang messenger ko kaya pala walang paramdam eh tangina,1
inuulit ulit ko nakaka ulol,1
gago nagulat ako sa putangina,1
gago wag niyo ko tanungin about sa accounting shits na yan haha nakakahilo,1
gago wag kasi marupok ako pakshet,1
putangina mong gago ka sasakalin kitang ulol ka,1
salamat bading pakyu ka talaga haha,1
haha tarantado pogi mo,1
gago palapit na nang palapit,1
ulol mukha ka na lang tanga,1
pucha naabutan na nga ng coding,1
gago kinabahan ako medyo,1
pero sadya ka namang kupal,1
nakaka hinga pa ba ang lahat puta ako kasi hindi na,1
ako oo genuine ako pag may hihingi tulong kahit anong oras kahit busy ako kahit im going thru a hard time pero puta bakit sa akin wala,1
di ko pa sinisimulan basahin yung todays chaps hehe buti na lang nakita ko tong update na to pakshet kala ko haha,1
i think may sakit sa pagiisip tong kupal na babae na ito,1
wag yung ry pls ayoko niyan yan yung tawag niya sakin eh pakyu sya sana mabulunan sya tangina nya pumapatol sa elem amp tanga tanga gago ulol sana tubuan sya ng tite sa noo,1
magaling kang kupal ka haha,1
puta mag aaral na nga ako,1
ang pretty mo bungal medyo tanga lang,1
pati ba naman pagtakip ni yeji sa members nireklamo pa mga pakshet,1
gago ka talaga sabi nang wag ka na uminom delikado ka talaga,1
naging saging pa bwiset talaga,1
huhu nababaliw na ako bakit parang may sumpa ang magenjoy sa swimming pool puta,1
tangina mo lex awatin mo si gab,1
di pa ako nagsisimula gagawa palang ako mamaya siguro haha ako nga bookmarks folder lang naman tapos nalaman ko may bayad pala yon bwiset ka ibon lahat na lang talaga,1
tangina mo tahimik ka lang baka malasin,1
eto nanaman po tayo pakshet,1
haha pucha ang pogi mo,1
bobo dati na nag patalo ako sa competition para lang maka watch ng laro niya,1
umalis na nga kayo sa comment section ko punyeta kayo,1
joke lang masyado niyo naman sineryoso card ulol,1
yan na nga lang pinangako niyong mga hinayupak kayu di niyo pa magagawa ano kinalaman niyo diyan malamang di mo alam tanga ka eh,1
aba gago sapakan ipaabang na yan sa kanto,1
ulol wag niyo na guluhin buhay ko tangina niyo,1
kakalinis ko lang ng kwarto mga pakshet,1
ulol buti nga sayo karma mo na yan,1
walang nag tatanong tanga,1
haha pucha pano ba lumandi,1
sama pa rin pakiramdam ko putangina naman eh,1
naiiyak pa din ako sa part na habang sa cs ng thoc binabash si angge tas pag lipat ko ng live ni jelly puro siya thank u kasi mag kaka macbook na siya putangina hindi niya deserve tong mundo na to,1
nung nagenglish naman ako dun sa kakampi naming yun sabi sakin ulol wala kang maeenglish dito tanga hindi lang ako maintindihan uso din mag aral,1
putangina mo kang realme ka hayup ka naiirita na ako sayo kanina ka pa,1
naging komportable na siyang gawin at pag mukhain kang tanga,1
tanginang yan talaga yung biglang may parang tumutusok sa dibdib ko tapos antagal punyeta mamimilipit ka talaga,1
pakyu kayo big brew nagtatae ako hayop pinapangit mo yung strawberry,1
hindi ko na archive bwiset wala kang nakita fucker,1
tarantado ka talaga magcaption pero ganda beh nakakahiwa collar bone haha,1
punyeta ang bobo niyo talagang mga kakampinks lahat sila need gawin yan ang katakataka ayaw ilabas ni leni at kiko yung ginastos nila haha,1
asan na nagsasabing di makakapasok sa us si bbm dahil may kaso mga ulol pwee mga talunan,1
kupal talaga mga tauhan sa munisipyo eh haha pag sa illegal logging bulag bulagan pag sa amin naman kami pa kukuha permit pag sariling puno ipapa putol gagamitin sa bahay bawal eh haha,1
hindi ko na kaya yung sakit bwiset na singaw ito,1
simple lang ang issue dito prinsipyo wag na kasing ijustify ang kakapalan ng mukha at kabuktutan mo apc iba yung kupal sa kupalan agree,1
sobrang sakit na naman ng katawan ko pucha pakiss nga,1
ramdam ko na pagbabago ko tangina nakakaproud haha,1
siya ay pucha matagal ko na siya gusto nung last year pa,1
may nag tanong sakin kung ano tagalog ng expensive baka pag di ko sinabi sagot sabihan akong bobo,1
haha pucha mina sumosobra ka na,1
di naman sya tanga para gawin yon,1
ayaw ko nang matulog punyeta baka may maskip ako,1
haha tarantado nabaterya pa nga,1
puta wag naman po sana,1
ulol sira pakyu ka gago,1
puta walang matutulog dito,1
tangina nastress ako sinaksak ni bakla ng mainit na ano tarantado,1
naiinis nga talaga ako sa months record puta,1
parang ganon na nga bwiset sadya haha mukang uno ka ah haha,1
ulol susuot ka din ng ganyan,1
ang gara niyo naman sa akin tangina,1
hoy tarantado kinikilig ako sa post ni angee,1
teka lang malapit na yung announcement pakshet,1
baka kasi tanga ka,1
haha gago ka ken pakyu bakit ako haha,1
gago ginawa tayong kabit,1
pag plinay ko talaga spider sa gabi for sure gising diwa ko bwiset,1
ang pogi nila pakshet pero himlay malala sa heehoon,1
tarantado ka talagang bata ka,1
yung tawa at sigaw seungyoun bwiset ka haha nagulat ako,1
may nanghingi ng number ko sa park tangina mukha ba akong madaldal para makipag usap sayo tarantado pasalamat ka kaklase ka ng cousin ko,1
apat na minuto nalang gago makakaalis na tayo,1
toxic ng kupal na siobe lim na to,1
andami ko pang aayusin na notes haha pucha,1
bakit ko inunfollow hindi ko tuloy makita tweets niya naka private pa naman tarantado talaga,1
ang kupal mo naman pala kung ganon,1
tangna mga tubong lugaw kupal kayo,1
napasigaw ako dito pls putangina minho sirain mo buhay ko ehe,1
sikretong malupet pwede pabulong mapapamura ka ng pakshet malutong,1
kaya ayoko na bumalik sa dati kong kumpanya kupal ng mga tao,1
nahiya bigla entry ko haha pakshet urong sis,1
guys ano po meaning ng ic at mb hindi ko maintindihan haha sorry bobo po ako eh,1
haha kita ko yan pwede naman igoogle ginagawang tanga talaga ang sarili malala na,1
bobo po ako eh,1
hindi tangina mo inggit ako pakyu ka po veejay kung nasaan ka man,1
pangit ng mukha mo puta,1
ah basta masama loob ko putangina mo,1
ang panget ng twitter layout ko punyeta ibalik niyo dati,1
haha lisa stan ako pero ulol na ulol ako kay jennie haha luluhuran po,1
pero kinakabahan talaga ako putangina,1
naririnig ko parin mga boses ng nagchachat sa gc ng bembemsmga ulol kayo haha,1
ulol ayaw mo nun double pain,1
what the fuck cy gagu ka putangina ka tarantado inutil bwisit ka yawa ka lahat nalang tangina mo,1
tangina nakakakaba naman to,1
galit na galit si mama nung nalaman eh haha laptrip myday ko daw para tigilan ako ng kupal,1
tropa kong handa akong samahan papuntang lingayen tangina maka samahan kita akala mo pupunta kami ng mall,1
pakyu teh ang gwapo amoy baby,1
pag lalabahin lang pala ako ng mga damit nya bwiset,1
bwiset na problema hindi pa matapos,1
tangina niyo para akong tanga kausap sarili sa hashtag,1
ang tanga kasi eh ayan bukol ka tuloy,1
pakshet ka ikaw sisira ng pangarap ko,1
ulol ghe lokohin mo sarili mo,1
payat ka naman bakit ka magdadiet haha ang puta ilang beses ko ba kailangan iexplain sa inyo mga punyeta,1
may pasabi pa si ugok na i want to be loved lang naman eh haha ulol mo beh,1
huhu same pero sakin tarantado nakakaloka,1
guys tanga ba ako,1
maglakad ba ako pauwi or sakay putangina gabi na kasi eh pero gusto ko kasi maglakad,1
gago humihinga pa kayo gagi bakit dapat nawala na kayo,1
urat tarantado ka kasi,1
aww pakyu too nakaka touch ka naman,1
karmahin sana kayo mga gago,1
masunurin daw sa kaniya kaya niya pinatugtog yung pusi tight pusi clean pusi fresh tarantado si ly eh,1
ano na naman yang wheel jokes niyo kay rj pucha kayo sana nanahimik na lang kayo,1
wala bang lalapit na matinong tao diyan habang hindi pa ako nagkakagusto sa kupal,1
reading comprehension pala ha wag lang mabase sa headline accla din ng content ng news napaghahalataan kang bobo eh haha google mo rin meaning ng extemporaneous speech vs scripted speech,1
putangina anong photocard gago wait akala ko same lang sa bucket list teka haha,1
tanga matagal na kami,1
nawalan nako gumana kumain bwiset,1
nice joke maganda yung construction ng joke gumagamit siya ng matalinhagang salita para impactful yung joke niya yung delivery at timing on point madaling magets at higit sa lahat relatable siya in short its a perfect joke natawa ako limang beses pakyu haha,1
dapat di na ako bumibili ramen sixteen pesos siya dalawang piraso pero pucha dalawa kinakain ko sa isang araw,1
ang galing ano ba nagawa kong kasalanan bakit mas maganda buhay ng mga tarantado sa kapwa at sa trabaho malinis naman ako lumaban ah,1
mapapamura ka ng pakshet malutong,1
kung di mo na gets i google mo punyeta ka dakilang bakla di alam pinagkaiba ng gender sa sexuality jusko kahihiyan ka,1
hoy kayo nauna ako nanaman may mali ah tangina niyo naman bwiset,1
putangina sabi na nga eh nakakaiyak,1
tarantado talaga yung mga dilawan binawi state mandated bebetime ko,1
pano nanghihingi ka kiss online paano yun kiss mo yung phone haha parang tanga,1
tangina reglas you deserve better ugh hindi ko talaga makakalimutan yung bingle sub puta,1
baliw sa bare minimum ayan tanga,1
napakadaming kupal sa mundo,1
kung gusto niyo mag cram putangina ako ayoko,1
please lahat ng sakit bigay niyo na wag lang cramps punyeta,1
tangina yan di ko na gets ano yan eh nagtanong pa ako pakyu siya,1
putangina mo talaga ate shyn lh,1
final na yun sm tangina mo,1
nakakastress yung mga minor na subjects ngayong semester bwiset,1
putangina di ko nakilala si jimin,1
tangina nakakuha ako ng covid sa loob ng dalawang araw,1
haha bobo bakit kasi di mo basahin click nga click,1
gago concert na bg blackpink,1
self ano na ang tanga,1
ay puta ang fresh ng studio portrait lol pero fresh talaga ako sa totoong buhay,1
gusto kong maglakbay pero bwiset na ulan to,1
ang bobo mo putanginamo,1
at pwede ba wag niyo kong tinataga kasi nga ako nanahimik na ako ha pero iyang mga bwiset na tropa niyo ginugulo pa din ako haha ilugar nyo naman ang galit nyo wag nyo kong dindamay sa kalokohan nyo,1
pucha hindi ako yung naghabol sa aso,1
sakit ng tyan ko saka panga kakatawa bwiset haha,1
pahinga ko muna skin ko puta puro pula,1
wag niyo ako inaasar asar diyan punyeta kayo pag tong pagseself love ko kinancel ko tignan nyo bukas may jowa nako,1
two hundred words palang nagagawa ko puta,1
kupal nagsasayang lang ako ng oras sa wala,1
nabother sa send me pic tingnan ko later haha tanga haha ituloy niyo po ito,1
sinend ko sayo sa dms pakyu ka,1
kukurutin ko utong niyan pakshet sya pati din yang oliviang yan nakaka bad trip kang pakshet ka bwiset,1
andaming tao lahat magpapa print tapos kayo doon mismo mag e edit ng research thesis sa printan in the middle of the crowded people na lahat nagmamadali kupal,1
hmp eto pakyu pinagsasabi mo,1
nakita ko nanaman ito pucha,1
bakit naman kasi ako nag expect ayan tuloy ako lang nasaktan ako at nag mukhang tanga,1
tangina sobrang frustrated ako sa mga lalaki sa comment section mga assumero eh im clearly describing kalix naman anong natamaan eme nila wala akong paki sa kanila mga bwiset,1
pakshet wala ako charger,1
aba tarantado to ah gusto mo ikaw yung mabaog,1
hoy hala gago ang pogi ng crush ko,1
paki bigyan nga po ng dala yung mga lalaking kupal,1
haha bwiset pa rin,1
putangina bakit niyo ba lagi inaano si jinsoul,1
punyeta nagbranch out yung replies ko nagka alternate branches of the multiverse,1
tangina overthink malala na naman,1
puta ka tuldok pa nga,1
tanga ka haha dapat kase tinupad mo nalang yung ny reso,1
ulol replyan mo ako,1
normalize ma ulol kay ryujin soyeon nayeon chaeyeon and sakura,1
pucha hindi man lang ako nakakuha ng latest le ng twice bwiset naman,1
wala na nakangiti na ako habang nag phone pakshet,1
yang jeongin putangina ka,1
tangina ang lamig gago,1
bahala ka bumagsak bwiset ka,1
alam mo anak pakyu ka,1
kyle putangina mo gago ubeng naglalakad,1
ang bobo mo naman sa dump mo ako itag,1
bagal ng internet pag sa fb puta,1
gago ka wala ka ng donny,1
lungkot ng fyp ko sa tiktok punyeta,1
paano ako makakapagaral kung kulang yung tulog ko punyeta talaga,1
tangina niyo ano makakamit ng pagtawag sa kanila ng bobo hahayaan mo ba sila sa adbokasiya mo kapag sinabihan mo sila ng bobo,1
haha di ako makapaniwala eh uy pakyu kayong lahat,1
putangina mas dama mo talaga eh,1
palitan mo punyeta eto oh kita abs,1
napaka kupal mo talaga nakaka bwiset,1
tangina alak nanaman inumin niyo,1
ano ba yan haha sakit pucha,1
magang maga padin labi ko pakshet,1
gago tawang tawa ko please,1
putangina niyo ang ganda ng circus,1
ang pangit ng twitter ko puta,1
haha tarantado talaga itong jethro na ito,1
tatlo na accounts ko yung gago lang na account yung active,1
ang kalat mo tanga dapat ka nang ligpitin,1
tangina mo kasi wea ano bang ginagawa mo sa sarili mo at palagi ka nalang nagaganyan,1
ang point ng tweet ko ay tarantado ang gobyerno natin,1
inalok pa ako ng tarantado na izero yung baba ng buhok ko,1
putangina hindi ko na namalayan yung kwintas,1
bwiset na yan haha,1
baka gusto mo mag chat beh haha bwiset ka po haha,1
kupal to si bong bong nagtitiktok ako tinawanan ako,1
pakshet nga grabe sana september nalang katulad dati,1
hindi pa na dodownload gago,1
may mga balak ang tarantado haha,1
naka move on na ako sayo bwiset ka,1
tangina ang ganda halatang di ako magkakaroon,1
ulol nagtatanongang yung tao tapos ganon sagot mo,1
tagal ng oras pucha,1
leeseo tangina ang ganda mo,1
puta hindi ako pwede bumagsak,1
kinakabahan ako mag first move pucha wag pa,1
ulol di ako pumapatol sa katorse,1
pwede bang umuwi na lol gusto ko nalang manuod ng rpdr ph pucha hahahaha,1
pagod na pagod ako pucha,1
haha punyeta umuwi ka na,1
ang sakit sakit mga pakshet kayong lahat,1
kakagising ko lang antok nanaman ako bwiset,1
bwiset nahagulgol ako kanina pa,1
putangina sino bang kumukulam sakin ilang buwan na akong walang bantutan energy gusto ko lang naman ipasok na ni david ang malaki mataba at matigas niyang burat kay angel baby tangina niyo,1
sobrang talented mo pakshet,1
ulol panget mo tanga,1
kagigising ko lang pucha pinatayan ako ng aircon kala mo di pamilya napawisan ako,1
hindi na good ang morning ko punyeta,1
puta kayo pare ko haha,1
globe at sky cable pakyu po,1
nakakainis kung kailan malapit na flight ko saka ka pa tinopak kang kupal ka,1
bakit ka galit nga pala sino nga kasi yung sabi mo puta,1
di na ko maniniwala pag may nagsabi sakin bobo ako nasagot ko yung dragonborn password,1
oo alam ko mahal ko kaya tangina mo gago pakyu animal tarantado bugok ka din,1
mga nctzen nga naman punyeta araw araw nalang may bardagulan,1
puta ansama ng pakiramdam ko punyeta,1
pakyu kayong dalawa sakin,1
sold out na agad yung signed digipack ni jisoo pakshet kayo di niyo man lang ako binigyan ng chance mag isip kung bibili ako or ipunin ko na lang to para sa concert,1
work account ko naging kupal account kasalanan mo to kd,1
pero kanina ni trashtalk ako nung lylia haha puta akala niya magaling inaway tuloy siya nung zilong haha,1
gago miss ko na pup,1
my changlix haha putangina bye im so kilig nakakaulol,1
haha tama nga putangina,1
putangina kumakanta na lang kami ng calabarzon hymn sa gdm haha,1
yung freeball pa rin talaga na outside ang sisisihin ko sayang punyeta,1
ulol baka isampal ko sayo ros pcs ko,1
nakakainis lagi ganun iniisip tanga ka,1
putangina kakagising ko lang tapos ipapalinis ako mga pakshet,1
saan ba may strawberry punyeta naman,1
putangina ka ayusin mo naman buhay mo,1
nadulas pa mang back read na like ko pakshet,1
tayo na lang talaga mapapagod sa kanila ang frustrating pucha,1
anong lasa nun gago ka bakit magpapatis eh maasim na sinigang parang singit mo,1
mapapamura ka ng pakshet malutong,1
last pull ko na bukas sa obey me punyeta wala pa rin akong nakukuha puta ha,1
naalala ko nanaman ginawa mo pa akong third wheel puta ka haha,1
baka po wala ako sa choice feel ko po tanga ako dyan,1
ang init naman kasi pakshet,1
nag abm kahit bobo sa math,1
ano to ang pangit ng twitter haha nasa gilid yung ano basta bwiset panget haha,1
tangina ayan lang natatawa na ako,1
gago puro crush posting mutual friends ko tangina niyo,1
nanahimik ako gago harot ka diyan bait bait ko eh tangina manahimik ka,1
pauwiin niyo na si yelan pakshet kayo,1
oo malamang ulol ka talaga haha napakagago,1
tangina mo lumabas ka sa notification ko bobo,1
gago mamamatay yata ako sa kilig,1
bwiset ka talaga tan haha,1
galit na galit ang puta tarantado,1
gago akala ko fan account haha,1
tangina ni paul pierce tuwang tuwa pag may makikitang injury sa gsw napakakupal talaga kahit kailan,1
ang mood araw araw ay putangina,1
ulol gago tarantado tanga bastos walang modo baliw bobo siraulo tangina ka,1
at dahil putangina mo ley ipapa gcash ko na lang,1
gago switch kasi dapat yan haha pakyu,1
di ko kilala yung taeyong pero gago tawang tawa ako sa food panda era haha,1
nakalimutan ko yung birthday pucha haha basta malaki ka na bhie labyu,1
si tanga naging detective bobo naman,1
ulol tangina mo lumayas ka dito,1
sagad na sagad na pasensya ko sayong bobo ka,1
hoy mukha kang bilat tigiltigilan mo si avi tangina mo kung inggit pikit wag ganyan teh di ka rin naman papatulan niyan ulol ka ba ano calculus at debate tayo oh tangina mo ka makasabi ng pangit ikaw nga duwag nag tatago sa sayout kapal ng mukha mo ha,1
kakapagod mag trabaho bwiset,1
hoy pucha kayo hindi ako yung pupunta sa baguio sa alternative universe kasi ibig kong sabihin,1
ulol kakagising ko lang ang daming nangyayari di ko na kaya,1
nababawasan lifespan ko kay jc napaka tarantado talaga,1
teka bobo ba ako,1
comelec members punta kayo sa school this thursday and friday for the preparation of ballot boxes haha pucha akala ko ilalaan ko ang oras ko niyan sa elvi,1
gago bakit ang blur haha,1
punyeta naman kasi mga tao sa bahay yung na nga lang kasiyahan pigilan pa,1
wala bang apex premium diyan puta haha,1
kaya nga mhie tsaka bobo ba sila basic calculus pa yon shuta dinaig pa yung mga nag haha nakakaloka,1
aba puta sanaol wait punta na ko terminal,1
bwiset ka ganda mo tulog na ko goodnight best girl,1
wag na ako matulog punyeta,1
gago wag mo ako isali tulog na mga katabi ko haha,1
mukha bang may pakialam ako tarantado mga ito eh haha,1
be hindi ko ata dapat to pinanood stranger things aatakihin ako sa puso puta,1
pakyu nagsisinungaling ka kasi,1
