sentence,profane
Ug ang hari mitawag sa mga Gabaonhon,0
Ug ang mga Gabaonhon miingon kaniya: Kini dili butang mahitungod sa salapi kun bulawan sa taliwala kanamo ug kang Saul,0
Ug sila gitugyan niya ngadto sa mga kamot sa mga Gabaonhon ug sila gibitay nila didto sa bukid sa atubangan ni Jehova,0
Ug si David miadto ug mikuha sa mga bukog ni Saul ug sa mga bukog ni Jonathan nga iyang anak nga lalake gikan sa mga tawo sa Jabes-Galaad,0
Ug iyang gidala gikan didto ang mga bukog ni Saul ug ang mga bukog ni Jonathan nga iyang anak nga lalake: ug ilang gitigum ang mga bukog nila niadtong mga gipamatay.,0
Ug si Isbi-benob,0
Apan si Abisai,0
Ug dihay gubat na usab batok sa mga Filistehanon didto sa Gob; ug si Elhanan,0
Ug sa diha nga siya nagyubit sa Israel,0
Kay ang mga balud sa kamatayon nagalibut kanako; Ang mga lunop sa pagka-walay dios nagahimo kanako nga mahinadlokon:,0
Ang mga iggagapos sa Sheol nagalibut kanako; Ang mga lit-ag sa kamatayon midangat kanako.,0
Ug ako nag-ut-ut kanila,0
Bisan ang Dios nga nagahimo ug pagpanimalus alang kanako,0
Kini mao ang mga ngalan sa mga gamhanang tawo nga diha kang David: Si Josebbasebeth,0
Apan siya mitindog sa kinataliwad-an sa tanaman ug nanalipod niini,0
Ug si Abisai,0
Ug si Benaia,0
Busa si Gad miadto kang David,0
Ug si Arauna miingon: Nganong mianhi ang hari sa iyang sulogoon? Ug si David miingon: Aron sa pagpalit sa giukan nimo,0
Ug si Salomon miingon: Kong siya magapakita sa iyang kaugalingon nga usa ka tawong takus,0
Labut pa ikaw nanghibalo usab sa gibuhat kanako ni Joab,0
Ug si Salomon nga hari nagpasugo kang Benaia,0
Ug miingon ang hari kang Abiathar,0
Ug si Benaia miadto sa Balong-Balong ni Jehova,0
Ug igauli ni Jehova sa ibabaw sa iyang kaugalingong ulo ang iyang dugo,0
Unya si Benaia ang anak nga lalake ni Joiada,0
Kay sa adlaw nga ikaw mogula,0
Ug ang hari nagpaadto ug nagpatawag kang Semei,0
Busa ang hari misugo kang Benaia,0
Ug siya mibangon sa tungang gabii,0
Ug sa pagbangon ko sa pagkabuntag sa pagpasuso sa akong bata,0
Ug ang usa ka babaye miingon: Dili; kondili ang buhi mao ang akong anak nga lalake,0
Unya miingon ang hari: Ang usa miingon: Mao kini ang akong anak nga buhi,0
Ug si Ahisar maoy pangulo sa panimalay; ug si Adoniram,0
Ug si Salomon may napulo ug duha ka punoan sa ibabaw sa tibook Israel,0
Ang akong mga ulipon maoy magadala kanila sa ubos gikan sa Libano ngadto sa dagat; ug kini sila buhaton ko nga gakit aron ipaganoy sa dagat ngadto sa dapit nga imong itudlo kanako,0
Ug si Hiram gihatagan ni Salomon ug kaluhaan ka libo ka takus nga trigo nga kalan-on sa iyang panimalay,0
Ug ang balay nga gitukod ni hari Salomon alang kang Jehova,0
Ug gitukod niya ang mga panalganan diha sa bongbong sa tibook balay,0
Ug sa sulod sa pulong sa Dios may usa ka luna nga kaluhaan ka maniko ang gitas-on,0
Ug diha sa pulong sa Dios siya naghimo ug duha ka querubin sa kahoy nga olivo,0
Ang kahabogon sa usa ka querubin napulo ka maniko,0
Kay gitukod niya ang iyang balay sa mga kahoy sa Libano; ang gitas-on niini usa ka gatus ka maniko,0
Ug siya naghimo ug duruha ka ulo sa haligi nga tinunaw nga tumbaga,0
Ug siya naghimo sa tinunaw nga dagatdagat nga napulo ka maniko sukad sa usa ka ngilit ngadto sa usa ka ngilit,0
Ug iyang gihimo sa tumbaga ang `napulo ka tungtonganan; upat ka maniko ang gitas-on sa usa ka tungtonganan,0
Ug ang upat ka ligid dinha sa ilalum sa mga dayandayan,0
Ug diha sa tumoy sa tungtonganan may usa ka malingin nga gilibut katunga sa maniko ang kahabogon; ug sa ibabaw sa tumoy sa tungtonganan ang mga pugong ug mga dayandayan sama ra.,0
Si Faraon ang hari sa Egipto mitungas,0
Kay nahitabo,0
Ug sa pagkadungog ni Adad didto sa Egipto nga si David natulog na uban sa iyang mga amahan,0
Ug gitigum niya ang mga tawo ngadto kaniya,0
Unya si hari Roboam nagpaadto kang Adoram nga pangulo sa mga tawo nga anaa sa ilalum sa pintakasi; ug ang tibook Israel nagbato kaniya ngadto sa kamatayon pinaagi sa bato. Ug si hari Roboam midali sa pagsakay sa iyang carro aron sa pagkalagiw ngadto sa Jerusalem.,0
Kong kining katawohan mangadto aron sa paghalad sa mga halad sa balay ni Jehova sa Jerusalem,0
Ug sa nakalakaw siya,0
Ug sa pagkadungog sa manalagna nga midala kaniya pagbalik gikan sa dalan,0
Ug nahitabo sa tapus siya ilubong nila,0
Busa tumindog ka,0
Ug ang tibook Israel magabalata alang kaniya,0
Ug ang asawa ni Jeroboam mitindog,0
Ug si Baasa,0
Bisan sa ikatolo ka tuig ni Asa,0
Ug si Zimri misulod ug mitigbas kaniya,0
Ug nahitabo sa nagsugod siya sa paghari,0
Ug ang katawohan nga nanagpahaluna nakadungog nga namulong,0
Ug siya miingon: Ingon nga si Jehova nga imong Dios buhi,0
Ug siya miingon kang Elias: Unsay akong buhaton kanimo,0
Ug siya misangpit kang Jehova,0
Ug siya miingon: Diin man ako makasala,0
Ug mahitabo,0
Wala ba kini ikasugilon sa akong ginoo kong unsay akong gibuhat sa gipamatay ni Jezabel nga mga manalagna ni Jehova,0
Ug karon ikaw nagaingon: Lumakaw ka,0
Ug si Elias miingon kanila: Kuhaa ang mga manalagna ni Baal; ayaw pagpakalagiwa ang usa kanila,0
Ug gisuginlan ni Achab si Jezabel sa tanan nga gibuhat ni Elias,0
Apan siya sa iyang kaugalingon miadto sa usa ka adlaw nga panaw ngadto sa kamingawan,0
Ug siya miingon: Ako nangabugho sa hilabihan tungod kang Jehova,0
Ug siya mibalik gikan sa pagnunot kaniya,0
Ug ang hari sa Israel migula,0
Ug sila mingpahaluna nga nanag-atbang sa pito ka adlaw. Ug mao kadto,0
Unya siya miingon kaniya: Tungod kay ikaw wala magtuman sa pulong ni Jehova,0
Ug pagbutang ug duruha ka tawo,0
Ug ang duha ka tawo,0
Unya sila nagpasugo ngadto kang Jezabel,0
Ug sumulti ka kaniya,0
Ug ang gubat mikusog niadtong adlawa: ug ang hari gibilin sa iyang carro atbang sa mga Sirianhon,0
Ug ang Moab mialsa batok sa Israel sa tapus ang kamatayon ni Achab.,0
Busa karon sa ingon niini namulong si Jehova: Ikaw dili manaug gikan sa higdaanan nga imong gisak-an,0
Ug sila miingon kaniya: May usa ka tawo nga nakigkita kanamo,0
Ug siya miingon kaniya: Kini mao ang giingon ni Jehova: Ingon nga nakita nga ikaw nagpadala ug mga sinugo sa pagpangutana kang Baal-zebub,0
Ug miadto siya ngadto sa tuburan sa mga tubig,0
Ug mitungas siya gikan didto ngadto sa Beth-el; ug sa diha nga nagapaingon pa siya diha sa dalan,0
Apan nahitabo,0
Karon dihay mitu-aw nga usa ka babaye gikan sa mga asawa sa mga anak nga lalake sa mga manalagna ngadto kang Eliseo,0
Ug sa nahiadto na siya didto nga gidala ngadto sa iyang inahan,0
Sa pag-abut ni Eliseo diha sa balay,0
Busa ilang gihuwad aron ipakaon sa mga tawo. Ug nahitabo sa nagakaon sila sa sud-an nga sila naninggit,0
Ug nahitabo sa pagkabasa sa hari sa Israel sa sulat,0
Apan si Naaman naligutgut,0
Karon dihay upat ka tawong sanlahon sa tugkaran sa ganghaan,0
Kong kita umingon: Mosulod kita ngadto sa ciudad,0
Ug gitudlo sa hari ang capitan kang kinsang kamot iyang gisaligan nga magbantay kaniya sa ganghaan: ug ang katawohan nanagtunob kaniya diha sa ganghaan,0
Mao kini ang nahitabo kaniya; kay gitamakan siya sa katawohan didto sa ganghaan,0
Ug si Eliseo miingon kaniya: Lakaw,0
Ug pagalaglagon mo ang balay ni Achab nga imong agalon,0
Apan sa pagkakita ni Ochozias,0
Apan sila nangahadlok sa hilabihan,0
Ug nahitabo sa pagkabuntag,0
Ug siya miingon: Dakpa sila nga buhi. Ug ilang gidakup sila nga buhi,0
Ug sa pag-abut niya sa Samaria,0
Apan si Josaba,0
Ug maglibut kamo sa hari,0
Ug gisugo ni Joiada nga sacerdote ang mga capitan sa tinaggatus nga gisaligan sa panon,0
Ug ang tibook katawohan sa yuta nangadto sa balay ni Baal,0
Ug iyang gidala ang mga capitan sa mga tinaggatus,0
Busa ang tibook katawohan sa yuta nanagkalipay,0
Ang iyang mga alagad ming-alsa,0
Kay si Josachar ang anak nga lalake ni Simaath,0
Apan ang mga anak sa mamumuno wala niya patya; sumala sa nahisulat sa basahon sa kasugoan ni Moises ingon sa gisugo ni Jehova nga nagaingon: Ang mga amahan dili pagapatyon tungod sa mga anak,0
Napulo ka libo ang iyang gipamatay sa Edom sa Walog sa Asin,0
Ug si Amasias ang anak nga lalake ni Joas nga hari sa Juda nagpuyo sa tapus ang kamatayon ni Joas ang anak nga lalake ni Joachaz nga hari sa Israel sa napulo ug lima ka tuig.,0
Ug sila naghimo ug usa ka paglipot batok kaniya sa Jerusalem; ug siya mikalagiw ngadto sa Lachis: apan ilang gipaagpas siya ngadto sa Lachis,0
Ug gisilotan ni Jehova ang hari,0
Ug si Sallum ang anak nga lalake ni Jabes,0
Ug si Menahem ang anak nga lalake ni Gadi mitungas gikan sa Tirsa,0
Ug si Peka ang anak nga lalake ni Remalias nga iyang capitan,0
Ug si Oseas ang anak nga lalake ni Ela naghimo ug usa ka pagluib batok kang Peka ang anak nga lalake ni Remalias,0
Ug ang hari sa Asiria namati kaniya; ug ang hari sa Asiria mitungas batok sa Damasco,0
Ug mao kadto,0
Hangtud nga ako moanhi ug dad-on ko kamo ngadto sa usa ka yuta sama sa inyong kaugalingong yuta,0
Unya miabut si Eliacim,0
Ug nahitabo niadtong gabhiona nga ang manolonda ni Jehova migula,0
Niadtong mga adlawa si Ezechias nasakit nga nagaungaw sa kamatayon,0
Ug ang mga alagad ni Amon nanagluib kaniya,0
Apan ang tanan nga nanagluib batok sa hari nga si Amon; gipamatay sa katawohan sa yuta; ug ang katawohan sa yuta naghimo kang Josias nga iyang anak nga lalake nga hari ilis kaniya.,0
Ug iyang gipamatay ang tanan nga mga sacerdote sa hatag-as nga dapit nga didto sa ibabaw sa mga halaran,0
Sa iyang mga adlaw si Faraon Nechao nga hari sa Egipto,0
Ug si Eliacim gihimo ni Faraon Nechao nga hari,0
Ug gipanamaran sila sa hari sa Babilonia,0
Apan nahitabo sa ikapito ka bulan nga si Ismael ang anak nga lalake ni Nathanias ang anak nga lalake ni Elisama,0
Ang mga anak nga lalake ni Juda: Er,0
Ug ang mga anak nga lalake ni Jada igsoon nga lalake ni Sammai: si Jether,0
Ug ang mga panimalay sa Chiriath-jearim: ang mga Ithrehanon,0
Ug ang mga panimalay sa mga escribas nga nagpuyo sa Jabes; ang mga Thiratehanon,0
Ug si Reaias ang anak nga lalake ni Sobal nanganak kang Jahath; ug si Jahath nanganak kang Ahumai ug Laad. Kini mao ang mga panimalay sa mga Sorathihanon.,0
Ug si Cos nanganak kang Anob,0
Ang mga anak nga lalake ni Sela,0
Ug si Simei may napulo ug unom ka anak nga lalake,0
Kining gihisgutan pinaagi sa ngalan mao ang mga principe sa ilang mga panimalay: ug ang mga balay sa ilang mga amahan daku uyamut ang pagtubo.,0
Ug ang iyang mga kaigsoonan sumala sa ilang mga panimalay sa natukib na ang kaagi sa ilang mga kagikanan: ang pangulo si Jeiel ug si Zacharias,0
Kay daghang nangamatay tungod kay ang gubat iya man sa Dios. Ug sila mingpuyo nga ilis kanila hangtud sa ilang pagkabihag.,0
Ug ang mga anak nga lalake ni Merari: si Mahali ug si Musi. Ug kini mao ang mga panimalay ni Levi sumala sa mga balay sa ilang mga amahan.,0
Karon kini mao ang ilang mga dapit nga puloy-anan sumala sa ilang pagpahaluna sa ilang mga balong-balong; sa mga anak nga lalake ni Aaron sa mga panimalay sa mga Coathanon (kay ang ila mao ang nahaunang bahin),0
Ug sa banay ni Benjamin,0
Ug sa uban nga mga anak nga lalake ni Coath gihatag pinaagi sa pagpapalad,0
Ug sa mga anak nga lalake ni Gersom,0
Alang sa mga anak nga lalake ni Merari,0
Ug ang uban sa mga panimalay sa mga anak nga lalake ni Coath may mga lungsod sa ilang mga utlanan gikan sa banay ni Ephraim.,0
Ug gikan sa katungang-banay ni Manases,0
Sa mga anak nga lalake ni Gerson gihatag gikan sa panimalay sa katungang-banay ni Manases,0
Kining tanan mga anak nga lalake ni Jediael,0
Ug ang iyang igsoon nga babaye nga si Molechet nanganak kang Ischod ug kang Abiezer ug kang Mahala.,0
Ug si Zabad iyang anak nga lalake,0
Ug kang Jeus,0
Ug si Berias ug si Sema,0
Kini mao ang mga pangulo sa mga panimalay sa mga amahan sa tibook kaliwatan nila,0
Ug ang ilang kaigsoonan,0
Karon ang mga Filistehanon nakig-away batok sa Israel: ug ang mga tawo sa Israel nangalagiw gikan sa atubangan sa mga Filistehanon,0
Ug si Saul ug ang iyang mga anak nga lalake gigukod sa mga Filistehanon; ug gipamatay sa mga Filistehanon si Jonathan,0
Unya miingon si Saul sa iyang magdadala sa hinagiban: Ibta ang imong pinuti,0
Ug sa diha nga ang tanang mga tawo sa Israel nga dinha sa walog nakakita nga sila nangalagiw,0
Ug kini mao ang gidaghanon sa mga gamhanang tawo ni David: si Jasobam,0
Ug sila nanagtindog sa taliwala sa maong luna ug gipanalipdan nila kana,0
Si Benaia ang anak nga lalake ni Joiada,0
Ug ang kasuko ni Jehova misilaub batok kang Uzza,0
Ug ang arca sa Dios nahabilin uban sa panimalay ni Obed-edom sa iyang balay sa totolo ka bulan: ug si Jehova nanalangin sa balay ni Obed-edom,0
Ug sa diha nga ang mga Sirianhon sa Damasco nangabut aron sa pagtabang kang Hadareser nga hari sa Soba,0
Labut pa si Abisai anak nga lalake ni Sarvia nakamatay sa napulo ug walo ka libo nga Edomhanon didto sa Walog sa Asin.,0
Ug nahibato sa tapus niini,0
Ug sa gihagit niya ang Israel,0
Busa ang Israel gipadad-an ni Jehova ug usa ka kamatay,0
Ug si David miingon sa Dios: Dili ba ako ang nagsugo sa katawohan nga pagaisipon? Ako gayud mao ang nakasala ug naghimo sa dautan: apan kining mga carnero,0
Unya si David miingon kang Ornan: Ihatag kanako ang dapit niining giukan,0
Ug si David miingon: Si Salomon nga akong anak nga lalake batan-on ug linghod pa ug ang balay nga pagatukoron alang kang Jehova kinahanglang matahum kaayo,0
Ug si Jahat mao ang pangulo,0
Ang kang Suppim ug kang Hosa dapit sa kasadpan,0
Ug sa mga camello si Obil nga Ismaelnon: ug sa mga asno mao si Jedias ang Merotenhon: ug sa mga panon sa carnero si Jasis ang Agarenhon.,0
Labut pa siya naghimo sa usa ka halaran nga tumbaga,0
Siya usab naghimo sa dagatdagat nga tinunaw napulo ka maniko gikan sa usang ngilit ngadto sa usa ka ngilit maglibut: ug ang kahabogon niana lima ka maniko; ug usa ka badlis nga katloan ka maniko gilibut pagputos niana.,0
(Kay si Salomon naghimo sa usa ka tumbagang pulpito,0
Kong takpan ko ang mga langit aron walay ulan,0
Unya gipaadto ni hari Roboam si Adoram,0
Wala gayud hiuli-i si Jeroboam sa iyang kalig-on pag-usab sa mga adlaw ni Abias; ug gisamaran siya ni Jehova,0
Ug si Asa natulog uban sa iyang mga amahan,0
Kong ang kadaut modangat kanato,0
Kay ang mga anak sa Ammon ug sa Moab nanagtindog batok sa mga pumoluyo sa bukid sa Seir,0
Ug sa diha nga ang Juda miabut sa lantawan nga torre sa kamingawan,0
Ug sa diha nga si Josaphat ug ang iyang katawohan miabut aron sa pagpanguha sa inagaw gikan kanila,0
Karon sa diha nga nakatindog na si Joram ibabaw sa gingharian sa iyang amahan,0
Apan naglakat sa dalan sa mga hari sa Israel,0
Ug iyang gihimo kadtong dautan sa mga mata ni Jehova,0
Ug iyang gipangita si Ochozias,0
Apan si Josabeth,0
Ug ang mga Levihanon magalibut sa hari,0
Ug si Joiada nga sacerdote nagdala ngadto sa gawas sa mga capitan sa mga ginatus nga gibutang sa panon,0
Ug ang tibook katawohan nangadto sa balay ni Baal,0
Busa ang tibook katawohan sa yuta nangalipay,0
Apan si Joiada nagkatigulang na gayud ug hupong sa mga adlaw,0
Karon tapus sa kamatayon ni Joiada nangabut ang mga principe sa Juda,0
Busa si Joas ang hari wala mahanumdum sa kalolot nga gibuhat kaniya ni Joiada nga iyang amahan,0
Ug sa pagkahimulag nila gikan kaniya (kay ilang gibiyaan siya nga masakiton kaayo),0
Karon nahitabo,0
Apan wala niya patya ang ilang mga anak,0
Ug si Amasias anak nga lalake ni Joas nga hari sa Juda mipuyo pa sulod sa napulo ug lima ka tuig tapus sa kamatayon ni Joas anak nga lalake ni Joachaz nga hari sa Israel.,0
Ug si Uzzias nga hari maoy usa ka sanlahon hangtud sa adlaw sa iyang kamatayon,0
Busa si Jehova nga iyang Dios nagtugyan kaniya ngadto sa kamot sa hari sa Siria; ug ilang gidaug siya,0
Ug si Zichri,0
Apan usa ka manalagna ni Jehova didto,0
Wala ba si Ezechias maglukmay kaninyo,0
Ug si Jehova nagpadala sa usa ka manolonda,0
Niadtong mga adlawa si Ezechias nasakit bisan nag-ungaw sa kamatayon: ug siya nag-ampo kang Jehova,0
Ug si Ezechias natulog uban sa iyang mga amahan,0
Ug ang iyang mga alagad nanagsabutsabut sa tago batok kaniya,0
Ug si Josias mihatag sa mga anak sa katawohan,0
Busa gikuha siya sa mga alagad gikan sa carro,0
Busa iyang gipadala kanila ang hari sa mga Caldeahanon,0
Ug ang gobernador miingon kanila,0
Ug bisan kinsa nga dili magabuhat sa Kasugoan sa imong Dios,0
Unya mitubag ako kanila,0
Busa akong gibutang sa kinaubsan nga mga dapit luyo sa kuta,0
Ug ako miadto sa balay ni Semaias ang anak nga lalake ni Delaias ang anak nga lalake ni Mehetabeel,0
Ikaw usab naghatag sa imong maayong Espiritu aron sa pagtudlo kanila,0
Bisan pa niana sila nanagmasukihon,0
Ang panganay usab sa among mga anak nga lalake,0
Ug iyang gimatoto si Hadassa,0
Ug ang mga sulat gipadala sa correo ngadto sa tanang mga lalawigan sa hari,0
Ug sa tagsatagsa ka lalawigan bisan asa mahiabut ang sugo sa hari ug ang iyang pagbulot-an,0
Lakaw,0
Unya miingon si Zeres nga iyang asawa ug ang tanan niyang mga higala kaniya: Ipabuhat ang usa ka bitayan nga may kalim-an ka maniklo ang kahabogon,0
Unya namulong si Harbona,0
Diin ang hari mitugot sa mga Judio nga diha sa tagsatagsa ka ciudad aron sa pagtigum sa ilang kaugalingon pagtingub,0
Usa ka hinulad sa sulat nga ang pagbulot-an ipahatag sa tagsatagsa ka lalawigan,0
Ug didto sa Susan nga mao ang palacio,0
Ang napulo ka mga anak nga lalake ni Aman,0
Niadtong adlawa ang gidaghanon niadtong gipamatay didto sa Susan nga mao ang palacio gidala ngadto sa atubangan sa hari.,0
Ug ang mga Judio nga didto sa Susan nanagtigum sa ilang kaugalingon sa pagtingub sa ikanapulo ug upat ka adlaw sa bulan sa Adar,0
Ug ang ubang mga Judio nga diha sa mga lalawigan sa hari nanagtigum sa ilang kaugalingon sa pagtingub,0
Ug nga kining mga adlawa pagahinumduman ug pagabantayan sa tagsatagsa ka kaliwatan,0
Ug ang iyang katigayonan usab,0
Apan bakyawa karon ang imong kamot,1
Ug ang mga Sabeohanon mingdasmag kanila,0
Sa diha nga nagasulti pa siya,0
Unya miingon ang iyang asawa kaniya: Mopadayon ka ba gihapon sa imong pagkamatarung? tungloha ang Dios,0
Pasagdi ang kangitngit ug ang landong sa kamatayon sa pag-angkon niana nga ilang kaugalingon; Ang panganod papuy-a sa ibabaw niana; Kadtong tanan nga nagahimog itum sa adlaw pahadloka niana.,0
Nga nangandoy sa kamatayon,0
Kay ang akong pagpanghupaw magauna sa akong pagkaon,0
Karon usa ka butang gitaho kanako sa tago,0
Ang tawo nga may kamatayon molabaw ba sa pagkamatarung sa Dios? Molabaw ba ang tawo sa kaputli sa iyang Magbubuhat?,0
Dili ba makuha ang ilang kabantug nga anaa kanila? Sila mangamatay,0
Mao nga palabihon sa akong kalag nga siya malumsan,0
Busa ngano man nga imo akong gipagula gikan sa tiyan? Patay na unta ako,0
Sa dili pa ako mogikan nga gikan didto dili na mobalik,0
Ang yuta mangitngit ingon sa tungang gabii,0
Sa walay duhaduha kamo mao ang katawohan,0
Siya nagapalakaw sa mga mananambag nga hinuboan sa igtatambag,0
Siya magapadayag gikan sa kangitngitan sa mga butang dili matukib,0
Ang akong nawong napula na lamang sa hinilak,0
Ang mga bahin sa iyang lawas pagatunlon,0
Bisan ang mga gagmayng kabataan managyubit kanako; Kong ako motindog,0
Apan alang kanako nasayud ako nga ang akong Manluluwas buhi man,0
Adunay mga tawo nga nanagbalhin sa mga utlanan; Sila managpanulis sa kahayupan,0
Kadtong mahabilin diha kaniya igalubong diha sa kamatayon,0
Ang tawo magapahunong sa kangitngit,0
Ang Kagun-oban ug Kamatayon nanag-ingon: Ang kagahub niana nabatian namo sa among mga igdulungog.,0
Ang panalangin niadtong haduol sa kamatayon midangat kanako; Ug ang kasingkasing sa babaye nga balo gipaawit ko sa kalipay.,0
Apan kadtong mga labing batan-on kay kanako nanagtamay kanako,0
Sila gipapahawa gikan sa taliwala sa mga tawo; Sila ginasuliyawan nila ingon sa usa ka kawatan;,1
Ako nagatu-aw kanimo,0
Kay ako nasayud nga imo akong dad-on ngadto sa kamatayon,0
Kong ako nakagtamay sa katungod sa akong binatonang lalake ug binatonang babaye,0
Kun ako lamang usara ang nagakaon sa akong hungit,0
Gipugngan niya ang iyang kalag gikan sa gahong,0
Sa usa lamang ka pagpamilok sila mangamatay,0
Apan kong sila dili mamati,0
Sila sa kabatan-on mangamatay,0
Ang dinahunog niana nagasaysay mahitungod kaniya,0
Unya mangadto ang mga mananap sa sa mga hulonan,0
Gipadayag ba kanimo ang mga ganghaan sa kamatayon? Kun nakakita ka ba sa mga pultahan sa landong sa kamatayon?,0
Sa diha nga sila nagalubog sa ilang mga lungib,0
Sa diha nga siya motindog,0
Malooy ikaw kanako,0
Kay diha sa kamatayon walay paghandum mahitungod kanimo: Kinsa ba ang magapasalamat kanimo didto sa Sheol?,0
Giandam usab niya alang kaniya ang mga hinagiban sa kamatayon: Gibuhat niya ang iyang mga udyong nga mga mahait.,0
Gikan sa baba sa mga magagmayng bata ug sa mga nagasuso gipahamutang mo ang kalig-on,0
Kay siya nga nagahimo ug panimalus tungod sa dugo,0
Kaloy-an mo ako,0
Tumindog ka,0
Ikaw nakakita niini; kay ginatan-aw mo ang buhat nga dautan ug ang dautang pagbati,0
Tungod sa mga kabus nga gilupigan,0
Palandunga,0
Ang mga gapu sa kamatayon milikus kanako,0
Ang mga gapus sa Sheol milibut kanako; Ang mga lit-ag sa kamatayon midangat kanako.,0
Bisan ang Dios nga nagapahamtang ug panimalus alang kanako,0
Itugot nga ang mga pulong sa akong baba,0
Miuga sama sa usa ka bika ang akong kusog; Ug ang akong dila mitapot sa akong mga apapangig; Ug gidala mo ako ngadto sa abug sa kamatayon.,0
Oo,0
Kinsa ang mosaka ngadto sa bungtod ni Jehova? Ug kinsa ba ang motindog sa iyang dapit nga balaan?,0
Kay ang akong kinabuhi nagaantus sa kasakit,0
Hingkalimtan ako ingon sa usa ka minatay nga wala nay handumanan: Nahimo ako nga sama sa usa ka sudlanan nga nabuak.,0
Aron sa pagluwas sa ilang kalag gikan sa kamatayon,0
Bakyawa usab ang bangkaw,1
Naggawi ako nga daw ingon nga kini akong higala kun akong igsoon: Nagpailub ako nga nagbalata,0
Ang mga dautan nanag-ibut sa pinuti ug nanagbingat sa ilang pana,0
Ang dautan nagapaniid ug maayo sa matarung,0
Nangadunot ug nangabaho ang akong mga samad,0
Ang akong mga kaaway nagapumulong ug dautan batok kanako,0
Tungod kay ang tingog niya nga nagatamay ug nagabalikas kanako,0
Nga bisan ikaw nagdugmok kanamo sa dapit sa mga irong-ihalas,0
Kay kining Dios mao ang atong Dios sa mga katuigan nga walay katapusan: Siya mao ang atong magmamando bisan hangtud sa kamatayon.,0
Kining ilang dalan maoy ilang kabuang: Bisan pa niini,1
Sila nangatudlo nga ingon sa usa ka panon sa carnero alang sa Sheol; Ang kamatayon mao ang ilang magbalantay: Ug ang matarung magagahum kanila sa kabuntagon; Ug ang ilang katahum maoy alang sa Sheol nga pagalaglagon. Aron wala nay puloy-anan alang niini.,0
Kay ang tagsatagsa ka mananap sa kalasangan ako man,0
Gihigugma mo ang tanang mga pulong nga makamatay,0
Ang akong kasingkasing misakit sa hilabihan sa sulod nako: Ug ang mga kalisang sa kamatayon nangahulog sa ibabaw nako.,0
Padalia ang kamatayon sa pag-abut sa ibabaw nila,0
Unya pagapasibogon ang akong mga kaaway sa adlaw nga ako mosangpit: Niini maila ko nga ang Dios dapig kanako.,0
Kay giluwas mo ang akong kalag gikan sa kamatayon; Wala mo ba luwasa ang akong mga tiil gikan sa pagkahulog,0
Ang matarung magakalipay sa diha nga makita niya ang panimalus: Manghimitiis siya sa iyang mga tiil sa dugo sa mga dautan;,0
Hangtud ba anus-a kamo magahulga sa usa ka tawo,0
Motindog unta ang Dios,0
Ang Dios nagapapuyo sa mga nanag-inusara tingub sa panimalay: Siya nagapagula sa mga binilanggo ngadto sa kauswagan; Apan ang mga masukihon managpuyo sa yuta nga uga.,0
Ang Dios maoy usa ka Dios sa mga kaluwasan alang kanato: Ug kang Jehova nga Ginoo iya ang kagawasan gikan sa kamatayon.,0
Oh Dios,0
Apan ako kabus ug hangul; Dumali ka kanako,0
Kay walay mga kahapdos ang ilang kamatayon; Apan hinonoa ang ilang kusog nagapadayon.,0
Hinumdumi kini,0
Sa imong pagbadlong,0
Sa diha nga ang kaligutgut sa Dios misaka batok kanila,0
Ug sila nahinumdum nga ang Dios mao ang ilang bato,0
Gitugyan niya usab ang ilang kahayupan ngadto sa ulan-nga-yelo,0
Nagbuhat siya ug usa ka dalan alang sa iyang kasuko; Wala niya sayloi ang ilang mga kalag gikan sa kamatayon,0
Ug gipamatay ang tanang mga panganay didto sa Egipto,0
Ang ilang mga sacerdote nangapukan pinagi sa espada; Ug ang ilang mga balo nga babaye wala managminatay.,0
Gipakaon nila sa kalanggaman sa kalangitan ang mga lawas nga nangamatay sa imong mga alagad,0
Modangat unta sa atubangan nimo ang pagpanghupaw sa mga binilanggo: Sumala sa pagkadaku sa imong kagahum bantayi kadtong mga natudlo sa kamatayon;,0
Kini nasunog sa kalayo,0
Apan bisan pa niini kamo mangamatay sama sa mga tawo,0
Nga nangamatay didto sa Endor,0
Ibutang sila sa kaulawan ug kagubtanan sa pagkaluya sa walay katapusan; Oo,0
Kay si Jehova nga Dios,0
Sinalikway sa taliwala sa mga minatay,0
Pagabuhaton mo ba ang mga katingalahan sa mga minatay? Mobangon ba sila nga mga nangamatay ug magadayeg kanimo? (Selah,0
Ako gisakit ug andam na sa kamatayon sukad pa sa akong pagkabatan-on hangtud karon: Samtang nagaantus ako sa imong mga kalisang,0
Imong gikuniskunis si Rahab,0
Kinsa bang tawohana ang mabuhi,0
Kay ang tanan namong mga adlaw nanagpangagi diha sa imong kaligutgut: Gitapus namo ang among katuigan ingon sa usa ka pagpanghupaw.,0
Kay siya magaluwas kanimo gikan sa lit-ag sa mangangayam,0
Ni sa kamatay nga nagalakaw sa kangitngitan,0
Dili moabut kanimo ang kadautan,0
Oh Jehova,0
Gipamatay nila ang babaye nga balo ug ang dumuloong,0
Palandunga ninyo,0
Kinsa ba ang motindog alang kanako batok sa mga mamumuhat sa kadautan? Kinsa ka ang motindog alang kanako batok sa mga mamumumuhat sa kasal-anan?,0
Pabayawa ang kapatagan,1
Bayawa ninyo si Jehova nga atong Dios,1
Ikaw mitubag kanila,0
Ikaw motindog,0
