FW_Word|POS_TAG
/FOODTRIP|VB
/GHINOST|VBOF
/SASABIHON|VBAF
/TETETRIS|VBAF
/MAGULUHON|JJD
/MASINGIL|NNC
/MADADAGITAN|VBOF
/ISHISHIP|NNC
/SINABE|VBOF
/KMAO|NNC
/IGKIKILIG|VBOF
/JOLLIBOTS|FW
/MARARAOT|JJD
/TTRY|FW
/BALUON|NNC
/MAKAPASAR|VBAF
/NANAMN|NNC
/VIDYEO|FW
/JIRITS|FW
/TOXICOTY|FW
/TUTAL|JJD
/NAGAPASA|VBOF
/HAYUP|JJD
/MABUSINESS|JJD
/FIRSTIMER|JJD
/MAKABUAHON|VBAF
/TUGANG|NNC
/KINSEMIL|NNC
/MASWERTIHON|VBAF
/TRYCICLE|NNC
/NADISSAPOINTNA|VBOF
/AKOKI|NNC
/MAHALI|VBAF
/NADOBLE|VBOF
/NAGREREPLY|VBOF
/LOWBAT|FW
/WEEKND|FW
/FEEELKO|VBOF
/IGAULIAN|NNC
/WOTHY|FW
/IGAPPOINT|VBOF
/GUNTING|NNC
/DREED|FW
/UGNAYA|NNC
/SPOLIED|JJD
/NAWAWARA|VBOF
/HILANG|NNC
/TAEHYUNG|NNC
/MARAUTON|VBOF
/DEDMA|NNC
/ANHAYOP|NNC
/MAINOM|VBOF
/JUNHUI|NNC
/BWISETON|JJD
/INUMAN|NNC
/JUNGKOOK|NNC
/SINGKO|NNC
/IGAGAIBO|VBAF
/TALAG|NNC
/EKIS|NNC
/TSAKA|CCP
/KONBERG|FW
/REWATCHING|FW
/JUYEON|NNC
/VLIVES|FW
/NATUNAWON|JJD
/UNFRIEND|FW
/KAISI|NNC
/NAKAPAGRETWEET|VBOF
/REREPLY|VBOF
/RABAS|NNC
/UURAN|VBOF
/DUNGO|NNC
/INULUKAN|VBOF
/DANCERACHA|NNC
/IPIS|NNC
/DIDILAAN|NNC
/NCTZEN|NNC
/KIATNG|NNC
/MAPAPALAYAS|VBAF
/BHIE|NNC
/MAHIBI|JJD
/LUKAH|JJD
/KKALADKARON|VBAF
/NAMISSED|VBOF
/KAISEN|NNC
/KENTELL|NNC
/SSERA|FW
/NIREPLY|VBOF
/IGSASABIHAN|VBAF
/PANGITON|JJD
/MABAKJAL|JJD
/PAPABAKALON|VBAF
/MAPRESENT|VBOF
/IGGUGULO|VBOF
/HANJI|NNC
/NAGIMATA|VBOF
/TIPIDON|JJD
/SEOKJIN|NNC
/DPUTAHON|MN
/BORINGON|JJD
/IGRARAOT|VBAF
/MAGBABARAKADA|VBAF
/NADARUSAY|VBOF
/ZAMIEL|NNC
/BADILON|VBAF
/MONGGOLOID|JJD
/PIPIRITON|VBAF
/TRSR|FW
/MANGITUROG|VBOF
/HIGDA|VBOF
/MADUMAN|NNC
/MINENTION|VBOF
/PICHA|NC
/MAKAIRITAHON|VBAF
/SEENER|NNC
/GHOSTER|FW
/HIHIKAON|VBAF
/SASABOG|VBOF
/UGBO|NCC
/BLINOCK|VBAF
/INUTIL|JJD
/TINWEET|VBAF
/RANDOMON|NNC
/IBAT|NNC
/LOTLOT|NNC
/POTANGINAHON|JJD
/KAURAGI|JJD
/AMBAG|NNC
/HALENG|CCP
/MARABASON|NNC
/GWAPUHON|JJD
/JEONGWOO|NNC
/HYYH|FW
/KEMERU|NNC
/IPIROT|VB
/NGALAS|CCP
/MAKWARTA|JJD
/SADIRING|NNC
/BADTRIPON|JJD
/BUMINALIKTAD|VBOF
/TUKAWAN|JJD
/SUBANGGE|NNC
/SIRAMON|VBOF
/PASABUGON|VBAF
/MAUYAM|JJD
/KABADTRIPON|JJD
/NAPAPANGIRIT|VBOF
/POTCHI|NNC
/NAMISS|VBOF
/NAKAKATWEET|VBOF
/BALUNAN|NNC
/MINGYU|NNC
/IPIPIDAYON|VBAF
/PIPAMUNDUON|VBAF
/DINAKULAAN|VBOF
/PUTANGINAMO|JJD
/LALABA|NNC
/PADIN|CCP
/TARANTADONG|JJD
/MAHIWASON|JJD
/DURAT|NNC
/RYUJIN|NNC
/YEJI|NNC
/ULULON|NNC
/AYUSON|VBOF
/DUDUMANON|JJD
/HUMINALI|VBOF
/GRINDR|FW
/NGAW|NNC
/PIROT|NNC
/PUNDUHON|VBOF
/DEJOK|NNC
/IDISBAND|VBOF
/HALATAON|NNC
/EFFORTMI|NNC
/SAIMONG|NNC
/PANIBAGO|JJD
/AMATS|NNC
/MABUOT|JJD
/GWAPOHON|JJD
/HARALANGKAWON|JJD
/KUSUGON|JJD
/IPANKARIGOS|VBOF
/MUJIN|NNC
/MAULOK|JJD
/NAPATINDOG|VBOF
/IEDIT|VBOF
/IUSIP|VBOF
/RETWEET|FW
/ACCLA|NNC
/IGAHALAT|VBOF
/DRUGTEST|FW
/KAIYAN|NNC
/TROYE|NNC
/KUAPL|NNC
/TARABAHO|JJD
/GASLIGHTER|FW
/KUPALON|JJD
/KUNYARE|NNC
/DUSTA|JJD
/IIWALON|VBOF
/IPOPOST|VBAF
/IGKUKURAB|VBOF
/MAGSABOT|VBAF
/HUGAK|VBOF
/AYAMN|NNC
/CHAROT|EXPR
/MAGKAAG|NNC
/SASAD|NNC
/ALPAS|NNC
/NAPAPAEMOTE|VBOF
/MAGBALI|VBAF
/PAKEARAM|NNC
/DIDGI|VBOF
/PEPLAY|VBOF
/DAKULLON|NNC
/NAYEON|NNC
/NALATE|VBOF
/ANHILING|NNC
/KABOG|NNC
/NAGRECOMMENED|VBOF
/MALIPONG|NNC
/LEEKNOW|NNC
/IGGAGAGO|JJD
/MINALI|NNC
/NUWEBE|JJD
/BWSIT|JJD
/MADURUGO|NNC
/HADOK|NNC
/OVERTHINKER|fW
/GTLT|FW
/PAPALAYAON|VBAF
/MAGTIOS|VBAF
/CHOREO|FW
/ANKAAPLIBOT|NNC
/MAGTABIL|VBAF
/BISAYAON|NNC
/MASABUTAN|VBOF
/AAPUDON|NNC
/IGSARABE|VBOF
/PLEASAE|NNC
/IGSABE|VBOF
/IMANIFEST|VBAF
/TIPON|NNC
/KASUAREN|VB
/YEONBIN|NNC
/BEOMJUN|NNC
/MAGLALIVE|VBAF
/MATANOM|VBOF
/GABAT|NNC
/HUMANAP|VBOF
/MATIPON|NNC
/PASAKAT|JJD
/JAEHYUN|NNC
/UUSIP|VBOF
/NILIKE|NNC
/KARMAHON|NNC
/HAECHAN|NNC
/QRTS|FW
/BALIBOL|NNC
/MAALSUMON|JJD
/MASERAM|NNC
/SERAMON|VBOF
/SUNTUKON|VBAF
/DAEM|CPP
/IGPAPABISTO|VBAF
/NAKIKAWAT|VBOF
/TULO|NNC
/KANBANGAG|JJD
/MAIINGIT|JJD
/TRANSPORATATION|NNC
/SAMPULONG|NNC
/NAPIPICK|VBOF
/GURUTAY|NNC
/GUTAY|JJD
/IMUTE|JJD
/IBLOCK|VBOF
/MASAWSAW|JJD
/BRAINROTS|FW
/WWEROLLINS|FW
/IGTYPE|VBOF
/AAMIN|VBOF
/TAPUSON|VBAF
/MAKAHANGOS|VBOF
/HARALAMBALUSON|FW
/DIGDING|NNC
/MAOGMAHON|VBAF
/IGREVIEW|FW
/KAMUNDUON|NNC
/ROMUALDEZ|NNP
/ROMOULDEZ|NNP
/AUDUTION|FW
/AATAKIHON|VBOF
/UTUON|VBOF
/MAKABORINGON|JJD
/LATEON|NNC
/PIPIRUTON|VBAF
/MINATA|VBOF
/OVERSHARING|FW
/SUKMAGAY|VBOF
/DELULU|JJD
/WINRINA|NNC
/GCASH|FW
/MAHULUGAN|VBAF
/IGPARA|VBOF
/DOROGSHOW|FW
/JHOPE|NNC
/SINUKA|NNC
/JORO|NNC
/SERYUSUHON|VBAF
/BANGGING|NNC
/MATUGOT|JJD
/SADAYUTON|JJD
/KEANNU|NNC
/ALSUMON|NNC
/IAPPROACH|VBOF
/DIBAAMAYON|VBOF
/IKAYOD|VBOF
/DOGIE|NNC
/NXPE|NNC
/UNGAS|JJD
/ETOMAX|FW
/CHAKNU|NNC
/PAHALI|VBOF
/BARALIKAN|NNC
/PHIVOLCS|FW
/ISEEN|VBOF
/CHISMIS|NNC
/HANJISUNG|NNC
/KAWAPA|NNC
/LUMOTS|VBOF
/REMATI|NNC
/PHILHEALTH|FW
/BEBS|NNC
/YOONGI|NNC
/ZEZINAB|NNC
/GWAPA|JJD
/PAMAN|NNC
/GAGANA|VBAF
/TIGKASUPOG|VBOF
/KIKIRILIGN|NNC
/TINARAM|VBOF
/PAKAPATAL|VBOF
/NOTIFITICATION|FW
/VIDEOCALL|VBOF
/POPOSE|VBAF
/HAPOT|NNC
/TAEH|NNC
/UYY|CPP
/KAKATRYING|VBOF
/KURAGIT|NNC
/PUGULAN|NNC
/ANUHON|VBAF
/MAKASUPUGON|VBAF
/MADEDELAY|VBAF
/MAGKAON|VBAF
/IGPIPIROT|VBOF
/ENJOYON|VBOF
/ORAG|NNC
/SUSURATON|VBOF
/BINTANA|NNC
/NAGME|VBOF
/IGLULUYA|VBAF
/NAKAKAPA|VBOF
/BAYAG|JJD
/IEXPOSE|VBOF
/CHINECK|VBOF
/MAKIKIULOK|VBOF
/PIGHIHILING|VBOF
/EYU|NNC
/IGBABAYADAB|VBOF
/TICKETHOLDERS|FW
/MALALATE|JJD
/YUGYEOM|NNC
/KAKULOG|NNC
/TULAK|VBOF
/MAKAHIBION|VBOF
/TIGHNARI|VBAF
/MAATTITUDE|JJD
/NOMIN|NNC
/LAYAG|NNC
/AAWOL|NNC
/SISIMBAGON|VBOF
/MASURIYAA|JJD
/NEXPLAY|NNC
/TANGINAMO|JJD
/SAGAD|NNC
/MASHISHIIFT|VBOF
/ALIW|JJD
/IPOST|VBOF
/ISTRESSON|VBAF
/HEESUNG|NNC
/NSDA|FW
/MAWAWARAN|VBOF
/PAHINGALUON|NNC
/DELASALLE|NNP
/ROQUR|NNC
/JERYAN|NNC
/GATOL|JJD
/BUBOG|JJD
/KAKAAROG|JJD
/AUDS|FW
/NAGGAGANA|VBOF
/TICKETNET|FW
/NASSTRESS|VBOF
/UTURN|FW
/IURAGAN|VBOF
/RESPETUHON|JJD
/SAMGYUP|FW
/IGGHOST|VBOF
/SUSUYUON|VBOF
/HALFBATH|FW
/TIGKIRILABUTAN|NNC
/KORNIHON|JJD
/MABAKAL|VBOF
/EARPODS|FW
/BUTLAAN|NNC
/CCOD|FW
/URUALDAW|NNC
/AHIT|NNC
/LUHAY|NNC
/HIRUON|VBOF
/TRINIPAN|NNC
/GUMINARANA|VBOF
/GIBUHONG|VBOF
/ISURAT|VBOF
/PAULION|NNC
/SINUBLI|VBOF
/PANIRA|VBOF
/GENAD|NNC
/NADALE|VBOF
/ISESEND|VBOF
/PIRAK|NNC
/MAHABLOT|JJD
/GIGIBO|VBAF
/PAGKAAGA|NNC
/KAMONG|PRP
/PUNDO|NNC
/HUHURON|VBOF
/AAKO|PRP
/OEDC|FW
/PAGKAON|NNC
/TONGITS|NNC
/TATANOG|VBAF
/ONCAM|FW
/MAPAPABAKAL|VBAF
/PITOY|NNC
/KATUROG|VBAF
/TININDUGAN|NNC
/CINDERACE|FW
/GAGANGBANG|NNC
/YATI|NNC
/BBREAKDOWN|FW
/COURSEHERO|FW
/VLIVE|FW
/PALAYASON|VBAF
/KAURAGON|NNC
/YELAN|NNC
/BABLUYON|NNC
/MINAULI|NNC
/WYAT|NNC
/SIYAA|PRP
/HUTAZONE|FW
/PAKITAGO|VBOF
/MAKAKAABOT|VBAF
/MAKIPAGHURON|VBOF
/REBATAN|NNC
/DARYYL|NNC
/IPAPAINOM|VBAF
/NAKAKA|VBOF
/THIRDWHEEL|FW
/PADUMAN|NNC
/SUBAGO|VBOF
/DIDIVIDE|VBOF
/HUNING|CCP
/MAHAMIS|VBOF
/TIGTYPE|VBOF
/RIKIVERSES|FW
/LUBOT|NNC
/MAREPLY|VBOF
/DAKULO|NNC
/TATARAM|VBOF
/MAULOL|JJD
/NASUSPEND|VBOF
/SATONG|NNC
/MAGBARARKADA|VBAF
/TABIL|NNC
/TINAWAN|VBOF
/YUDEPUTA|NNC
/TABANGAN|VBOF
/KINURAB|VBOF
/IPAMATI|VBAF
/APIR|NNC
/TIGLILIGAWAN|NNC
/NASURPRISE|VBAF
/SURUNUDAN|NNC
/PAMUTOS|NNC
/MANUYO|VBAF
/MAARTEHON|JJD
/HASSLEON|VBOF
/SARALA|JJD
/SURUBLIOAN|NNC
/ULOLON|NNC
/MASIRAMON|JJD
/MAKIBARDUGALAN|VBOF
/PANGARAO|NNC
/JISUNG|NNC
/PEHM|FW
/FAMEON|FW
/BINASTOS|JJD
/SINURPRISSE|VBOF
/TAYKA|CCP
/TANGINANG|JJD
/SURIYAW|VBOF
/SANATANGA|NNC
/LITMATCH|FW
/SCAMON|NNC
/MASISUGON|JJD
/SOCMED|FW
/DUWAG|JJD
/GIGIRAY|VBOF
/IISIPON|VBOF
/MCDO|FW
/MAFE|NNC
/TRAYDORON|VBOF
/HIHINGHINGAN|NNC
/KURULOT|VBOF
/MAGEX|NNC
/DANGUGON|VBOF
/HUBAG|NNC
/NGUDOY|NNC
/AGOI|JJD
/NABUBUA|VBOF
/SISIMBAG|NNC
/KAISING|NNC
/TANGGALON|NNC
/MIDMID|NNC
/PUTANGINANG|JJD
/PAKARAYON|NNC
/MADANGOG|VBOF
/TECHNOBLADE|NNC
/HAMPASLUPA|JJD
/DELMUNDO|NNC
/NAKIGKIG|VBOF
/SUKOL|NNC
/KAKAMPINK|NNC
/TRATUHON|VBOF
/KARAEL|NNC
/SANRIBONG|NNC
/JOLINA|NNC
/SOSHI|NNC
/IGHOST|VBOF
/KALIX|NNC
/PARARIYO|NNC
/AWTO|NNC
/TUMINAKAS|VBOF
/AMBULANSYA|NNC
/NWEBE|NNC
/CHINARGE|NNC
/GINILID|VBOF
/REALTALK|FW
/MOMSHIE|NNC
/DUMINAGDAG|VBOF
/NARUMDUMAN|JJD
/HUGYAN|NNC
/TYUN|NNC
/MARETRIEVE|VBAF
/UGMAHON|VBOF
/SARABAYAN|NNC
/NGUYAN|VBOF
/TININDA|NNC
/KATARANTADUHAN|JJD
/ARAMON|NNC
/SEXYHON|JJD
/RETSAM|NNC
/MAKATARAM|VBAF
/BFFS|FW
/BOBOTANTE|JJD
/KINAHURON|NNC
/MAKAULOKON|VBAF
/PINALUWAS|VBOF
/MAPABAKAL|VBAF
/LAUGHTRIP|FW
/NGALNGAL|NNC
/PAKATAPOS|VBAF
/PIGPAPARA|VBOF
/BALYONG|NNC
/LALAST|NNC
/AYOT|NNC
/SAPAKON|VBOF
/PANOK|NNC
/MAKAURAGON|VBAF
/DAYAON|JJD
/EEXCITE|VBOF
/TINARAMAN|VBOF
/HEEJEK|NNC
/SWERTE|JJD
/MAKAGRADUATE|VBAF
/BABACKSTAB|VBOF
/ILICHIL|NNC
/SEULGI|NNC
/DURUGON|JJD
/IKAIHION|VBOF
/XIAMARA|NNC
/MMAHILING|NNC
/PIRMING|NNC
/MISISING|VBOF
/NAHIHIB|VBOF
/MAASA|NNC
/TATAKIGAN|JJD
/RELX|FW
/SHEMS|EXPR
/OMEGLE|FW
/GHORL|NNC
/AFCK|FW
/MAPATOL|VBAF
/TIGTATARAM|VBOF
/TIGHAHANAP|VBOF
/ARVI|NNC
/MAKAULOL|VBAF
/NAGETS|VBOF
/RRATE|NNC
/BESTIE|NNC
/SUNGCHAN|NNC
/SHOTARO|NNC
/NARAOT|VBOF
/MAHIBUGON|JJD
/DAMLUON|NNC
/MAGSISIMP|VBAF
/NANGITUROG|VBOF
/INSECUREON|JJD
/PAFALL|VBOF
/CHISMISS|VBOF
/BABASAHON|NNC
/MAKAPUTANGINAHON|VBAF
/BULAY|NNC
/HINAMPANG|VBOF
/HUHUHUH|NNC
/NONLUCRATIVE|FW
/JEJEHON|JJD
/DOGSHOW|FW
/AMPUCHA|JJD
/BWIBWISIT|JJD
/IGNOMINATE|VBOF
/NANGGANA|VBOF
/HIRIBIAN|NNC
/SIRBI|JJD
/SUKRAY|NNC
/TALUNAN|NNC
/MOMENTH|NNC
/MAULI|VBOF
/PAPATAL|VBOF
/PILWON|NNC
/GAGU|JJD
/NAITWEET|VBOF
/MAKABALITA|VBOF
/JOURNS|NNC
/JIKOOK|NNC
/IEXPLAIN|VBOF
/PWEDI|JJD
/HIBABA|NCC
/LAMAW|NNC
/BINAYAAN|VBOF
/MAKADIRION|JJD
/FEDELION|NNC
/NADIDIPISILAN|VBOF
/HILIN|NNC
/BOLAHON|NNC
/CHINMSY|NNC
/ITZY|NNC
/BAKLAON|NNC
/MAGKAPE|VBOF
/SELD|NNC
/IKAUDO|VBOF
/AMPATAL|VBOF
/SAMONG|NNC
/INABOT|VBOF
/KWASA|CCP
/IGKAKARAYA|VBOF
/NSTROKE|NNC
/NASTROKE|NNC
/DRYON|NNC
/IGAASAHAN|VBOF
/MINGHAO|NNC
/LAYAGON|VBOF
/DUGDUGON|VBOF
/BARABADON|VBAF
/TIGHAPOT|VBOF
/PALAMUNIN|VBAF
/AKAO|PRP
/SOPTY|NNC
/IGTATARAM|VBOF
/TRASHTALKER|FW
/HUHUHU|NNC
/TARANTADUHON|JJD
/JAKOL|JJD
/PUNAW|JJD
/WRONGSEND|FW
/GABATON|JJD
/INARAM|VBOF
/MAKATABIL|JJD
/PHOTOCARDS|FW
/MAPERAKON|VBAF
/HAHALATON|NNC
/PAGCOCOMMUTE|VBAF
/IGDODOGSHOW|VBOF
/KANMGA|CCP
/ADVANTANGE|FW
/GINADAN|NNC
/MAGPICTURE|VBOF
/MINANAS|VBAF
/QYOP|JJD
/UMINABOT|VBOF
/DUMOG|VBOF
/TIKOY|NNC
/GUNAMO|JJD
/PINATAL|VBOF
/MAGRADUATE|VBOF
/MAGKLAWAT|VBAF
/KURAB|JJD
/BRAINYHON|JJD
/MAINITON|JJD
/PABLOCK|VBOF
/YAHIMIKON|VBOF
/SUGUON|NNC
/PAKIARAM|NNC
/SSHAVE|FW
/ISHIP|VBOF
/NAGTUBOD|VBOF
/VAINN|FW
/MAKAOGMAHON|JJD
/MAWRAG|NNC
/LINGAW|JJD
/MAHALNGKAW|JJD
/GAHD|EXPR
/PINABAKAL|VBOF
/IGSUSOG|VBOF
/TINEST|JJD
/FEREMM|NNC
/NGANGALAS|VBOF
/MALABUON|JJD
/TARANTADOHON|JJD
/SASAPAKON|VBOF
/KACHOOSYHAN|NNC
/IDODOGSHOW|VBOF
/PURUPUNDUHAN|NNC
/MOPAKSHET|NNC
/BOKI|NNC
/KINISS|VBOF
/JEONGIN|NNC
/HINALE|NNC
/SUSULUON|VBOF
/LATAE|VBOF
/MAGTAO|VBOF
/ADALON|NNC
/NABUBWISET|JJD
/MAHIRUON|JJD
/SELOSON|JJD
/NAEEXCITE|JJD
/IRESPONSABLE|JJD
/TIANWAN|VBAF
/CHEEKIES|NNC
/HURUGAKUNON|JJD
/DURUSTAON|NNC
/HAHAGAD|VBOF
/RERESPETO|VBOF
/SUBADYTON|NNC
/VEYRA|NNC
/TARAMAN|VBAF
/IKAKAGADAN|JJD
/NANGYAYARE|VBOF
/TRAUMANG|JJD
/TINAO|VBOF
/MUYAHON|JJD
/KASUARIN|NNC
/SELCA|FW
/PEBRERO|NNC
/JUTAY|JJD
/ICELEBRATE|VBOF
/SUNGHOONED|NNC
/MINGHAOED|NNC
/MANAGGAD|JJD
/MAAKO|JJD
/CHUCHU|NNC
/WINARA|VBOF
/HALABA|JJD
/PISTI|NNC
/BARADILON|VBAF
/KURULUGAN|VBAF
/INAGDANG|VBOF
/KUNWARING|JJD
/KAWAT|VBOF
/CONYONG|JJD
/CONYO|NNC
/UTRO|JJD
/AQUAFLASK|FW
/AMPUNON|VBAF
/PAHILING|VBOF
/BUDOL|NNC
/AYIE|NNC
/IGKILIG|VBOF
/RULUHA|NNC
/UTIKON|VBOF
/MISSS|JJD
/KIELVJ|NNC
/MAGRILINGAWAN|VBAF
/NAGGUILT|JJD
/GENSHIN|FW
/HOYOVERSE|FW
/MALASON|JJD
/ALDREI|NNC
/NAGTWEET|VBOF
/BINALANDRA|NNC
/SUNDAAE|NNC
/GIIGIL|JJD
/NAFALL|VBOF
/BINALON|VBOF
/KAHURUNON|NNC
/DINEACTIVATE|VBOF
/HAYST|JJD
/ULUL|NNC
/SIRAULO|JJD
/KAKAMBAL|NNC
/TALDE|NCC
/ORMECO|NNC
/HHYPERVENTILATE|FW
/JALOSI|NNC
/DEIB|NNC
/ASHERET|NNC
/HIKAW|NNC
/BABATION|VBAF
/RAPAS|JJD
/TIMAK|JJD
/JEJEMON|JJD
/URUUTRO|VBOF
/PAKSHIT|JJD
/NUNAY|NNC
/PADAON|VBOF
/HABABAWON|JJD
/DUDUSTA|JJD
/IUNCRUSH|VBOF
/IIBA|VBOF
/PUTADAE|JJD
/MOSKOV|NNC
/MAGETS|VBOF
/PAINOM|VBOF
/TAENA|JJD
/KASUBANGGI|NNC
/PATRANSLATE|VBOF
/ASIEL|NNC
/PWEDING|VBOF
/MAWARA|JJD
/PALDA|NNC
/AMININON|NNC
/BATERRY|FW
/MUMUDAHON|JJD
/BARAWIAN|NNC
/DUSTINE|NNC
/MALIVE|JJD
/HAGADON|VBOF
/NINDANG|JJD
/BABASA|VBOF
/SUSUGUDON|VBOF
/KIGKIG|NNC
/REDEACTED|FW
/ELYU|NNC
/NUTRIBUN|NNC
/DEYN|NNC
/ENYPHEN|NNC
/RULUHUON|JJD
/PEDENG|NNC
/YUDEPOTA|JJD
/KAADIRION|NNC
/SABUTON|VBOF
/BISTUHON|VBOF
/JEONGHUN|NNC
/KINGINA|JJD
/LUBOG|JJD
/NELI|NNC
/KAMOT|NNC
/MAILUWAS|VBOF
/CRREATIVE|FW
/KABANGAGNG|JJD
/AMSKI|NNC
/HUGAKAN|VBOF
/IGDELETE|VBOF
/PAKIHURUNAN|VBOF
/NAHIHILING|VBOF
/ANGASON|NNC
/VEBS|FW
/XIAOTING|NNC
/HUHUH|NNC
/MAGKATUROG|VBAF
/SUHAPON|VBOF
/BINUA|VBOF
/NIELA|NNC
/DADALI|VBOF
/SINAGAD|VBOF
/IGPA|VBOF
/IGAHANAP|VBOF
/MAEUMI|NNC
/PANGGIGILAN|NNC
/SHERMAINE|NNC
/NAGIULUKON|VBOF
/ITOM|JJD
/SAINDONG|NNC
/HOBI|NNC
/TITIPON|VBOF
/NAMISSON|VBOF
/HUDYAN|NNC
/CHINAT|NNC
/MAICA|NNC
/SENDAN|VBOF
/SUYIN|NNC
/TANOG|NNC
/IKIRILIG|VBOF
/AVOCADP|FW
/GADON|NNC
/IRIBAHAN|VBAF
/BEVERRLY|NNC
/LANOB|NNC
/ANDRS|NNC
/ANISHNABEK|NNC
/WROCAW|NNC
/MAGABATON|VBOF
/CELLHOUSE|FW
/ROGBA|FW
/IDTONG|NNC
/OPRESYON|NNC
/BLUECOLLAR|FW
/WALSK|FW
/RAWITDAWIT|NNC
/BUTINGTINGON|JJD
/NGANGAAN|NNC
/SALOG|NNC
/DICRASPIDIA|NNC
/DONNELLSMITHII|NNC
/NEOTESSMANNIA|NNC
/MACARAEG|NNC
/LUNADAN|NNC
/KAGTARAID|NNC
/OKTOBRE|NNC
/NAAKO|PRP
/KONTES|NNC
/KUBUNA|NNC
/HAGAD|NNC
/OROG|NNC
/PAWA|NNC
/VARACO|NNC
/MANGSAD|VBOF
/LIBERICA|NNC
/SAGKOD|NNC
/KABALI|NNC
/PEOPLESS|FW
/KASUGOAN|NNC
/GADANON|VBAF
/HANDAKUTEN|NNC
/ESTABLISARON|VBOF
/TARANOMAN|VBOF
/LIVEACTION|FW
/PIGHIRAHAY|VBOF
/ZULUAGA|NNC
/IDTO|CCP
/REAKTANTE|NNC
/PERMENTASYON|NNC
/PIGPAPARAUKAG|VBAF
/PIGSUSUMAN|VBAF
/NAGADAN|VBOF
/HULYO|NNC
/CELERIO|NNC
/ATENDER|NNC
/TUSTOS|NNC
/PALUPADAN|NNC
/ABCH|NNC
/BESTDRESSED|NNC
/SECONDGENERATION|NNC
/ONRA|NNC
/TOSTADONG|NNC
/BAWANG|NNC
/ISKALYON|JJD
/NGAWNGAW|JJD
/PARAROM|NNC
/NAORGANISAR|VBOF
/PRANSES|NNC
/MAGTOGTOG|NNC
/ASKAD|NNC
/PAGSIKAD|NNC
/GUMINANA|VBOF
/LINYADA|NNC
/PAKONTES|VBOF
/TAWYO|VBOF
/SIBULYAS|NNC
/URDUJA|NNC
/PIGBASE|VBAF
/ARTSNCCA|NNC
/NADADAOG|VBOF
/NAAAPOD|VBOF
/TATARET|VBOF
/PARABENTA|NNC
/CAMALIGAN|NNC
/ZAIDE|NNC
/BROADWAYCOM|FW
/HTTPSCOMMONS|FW
/IBALOI|NNC
/NAGPUON|VBOF
/MAGPARTISIPAR|VBOF
/FINAU|NNC
/TABAKACORO|NNC
/ASTISTANT|NNC
/LAISENIA|NNC
/QAARSE|NNC
/DARADARA|NNC
/LOTIS|NNC
/MANSANA|NNC
/SETYEMBRE|NNC
/PIGTATANTYA|VBAF
/KATAWO|NNC
/PAABUTON|VBAF
/HOROBETSU|NNC
/IBURI|NNC
/HOKKAID|NNC
/DAKITARAMON|NNC
/PRIMERAMENTE|FW
/BATALAY|NNC
/KARASALAN|NNC
/PARALIBOT|NNC
/BUSKAY|NNC
/BAYBAYON|NNC
/IBALON|NNC
/PIGAAGYAT|VBOF
/ANOMAN|NNC
/GABINITE|NNC
/TURKIYA|FW
/SOLNOPAN|NNC
/PRODUSIR|FW
/BUNGOTBUNGOT|JJD
/MALANYAON|JJD
/LAKANDULA|NNC
/CANUTA|NNC
/PIGTATARAM|VBOF
/NATIBO|NNC
/NATETE|NNC
/NORTESULNOPAN
/TANAYAD|NNC
/PAGKALOT|VBOF
/PALUWAS|NNC
/SAISIYAT|NNC
/TATARAMON|VBOF
/PIGBIBILOG|VBOF
/ASUKAR|NNC
/PHOSPATE|FW
/ENGANYAR|VBOF
/FERNNDEZ|NNC
/PARABADIL|NNC
/KNGWARREYE|NNC
/ANTHOSIA|NNC
/SUSPENSETHRILLER|FW
/MAKHUBU|NNC
/GRADWAR|NNC
/KRINIAR|NNC
/PASALING|NNC
/NABABA|VBOF
/NAWAWARAN|JJD
/J|NNC
/DANGAN|NNC
/PIGHAN|VBOF
/BUHAYONUTRO|JJD
/BHANDARE|NNC
/ARTIFAKS|FW
/HUBEN|NNC
/COCKERELS
/GOTJAWAL|NNC
/TANOM|VBOF
/PIGMAMALTA|VBOF
/NOBYEMBRE|NNC
/DEPRESYON|NNC
/GAWIGAWI|JJD
/HONTIVEROS|NNC
/ECIJABULACAN|NNC
/PRANSISKANO|NNC
/CLEUP|FW
/BATSILYER|NNC
/EDUKASON|NNC
/PIGASASINAR|VBOF
/MOSKU|NNC
/PANHUGAS|VBOF
/THOMASITES|NNC
/ANUKU|CCP
/NIGERIANONG|NNC
/BRAHMIC|FW
/DISYEMBRE|NNC
/BAINIRAMA|NNC
/JONAR|NNC
/LLANETA|NNC
/PARASITAS|NNC
/PIRINONG|NNC
/IGINUGUGOL|VBOF
/MINUKNA|NNC
/GRANTSINAID
/ASGPPA|NNC
/PRRYA|NNC
/SARNG|NNC
/TANAHMERAH|NNC
/NORTENG|NNC
/ZYRUS|NNC
/PINALE|NNC
/LANAODEL|NNC
/PURLA|NNC
/PWERLE|NNC
/NAAGOM|VBOF
/MARIKASON|NNC
/PIGSASANGAT|VBOF
/AROALDAW|JJD
/KAIBAN|NNC
/CONCHITINA|NNC
/WEBSAYT|FW
/NINSI|NNC
/ISAYMAN|NNC
/WWWBICOLMAILCOM
/KAIBANAN|NNC
/NEOFEMINISMO|NNC
/MASUSOG|JJD
/VICENCIANO|NNC
/VICENTINO|NNC
/GINANA|NNC
/PAGADAL|NNC
/CAMALIG|NNC
