sentence,profane
putangina ayan na magkikita na sila ni yjh at kdj shit kinikilig ako pero gusto ko na matulog naiiyak ako,1
masakit pa din talaga ulo ko pakshet so baka nga tama mga doctor na astigmatism cause nito,1
wala na nga kayong kwenta mga kupal pa kayo,1
gago grabe nung nakita ko nagnotif sabi ko pa hala gago wait lang ito na ba,1
pampalubag loob atleast di lang ako ang bobo sa math,1
naghalo halo nasa drafts ko pucha,1
ilaban nyo to adamson pucha,1
sana chinat o ininform man lang ako para hindi na ako nag sayang ng oras putangina na yan parang gago eh,1
nanay kong tarantado inuutang pera ko tapos maghahanap ng mga nabili ko,1
natatae ako sa kaba pakshet ngayon ko lang ito ulit naramdaman,1
tangina ang baho nakakastress,1
oy gago haha stop pre the memories sumakto pa talaga sa beerday niya eh,1
Badtrip ako pamilya ko nangako kang puta ka sa akin na tatahimik ka para magkaayos tayo,1
tarantado talaga ito,1
sakit ng dila ko pucha,1
haha gago kayo haha cvsu lapag mo na sched ko pucha,1
i miss you gago ate special tag dapat ako,1
cute putangina gusto ko nalang maging aso ni yang jungwon,1
okay sige ako na yung kupal,1
pakshet talaga kayong lahat,1
naiihi na ako na medyo natatae putangina,1
hindi ko na alam kasi hindi mo naman ako sinasagot ng maayos pakshet na yan,1
bakit ba ako nag humss pakshet,1
pucha ka kat haha,1
kinikilig ako pakshet,1
putangina gustong gusto ko magalit punyeta kaso wag nalang intindihin ko nalang yung nararamdaman ko,1
pakshet kayo,1
lee geonu putangina mo ba,1
sumisipa pa bwiset,1
itetext pa lang sana kita para kamustahin ka pakyu ka,1
hindi ko naman sinasabi na tanga ka kung hindi totoo,1
awkward kanina nung nakita ko ung bobo na pretty haha,1
mag mamalinis kayo tangina nyo kala nyo ang taas taas nyo ulol,1
tangina kapag may napulot kayo na straight na ako gagi fake news yan like super fake news,1
pakshet sumpa ka ba,1
hindi ko inexpect na ganito ang pag atake pero natatawa ako hindi ako naiiyak pakshet,1
gago amputa haha,1
pakshet jakehoon ang cute cute niyo,1
kaso tangina solid yung sakit sakin,1
thanks po sa memories haha tangina,1
ang special ko pa kasi tinag mo pa ko bwiset,1
haha bobo nung bola,1
taas ng tingin mo sa sarili mo ulol,1
pucha makapaglaro na nga lang ng gta kaysa mabaliw pa ko sa kakaisip about don sa ano,1
bobo mo kasi teh haha,1
puta naman yung ulan na yan,1
tarantado ka talaga dok haha,1
binibilangan ung pag tira ko sa bahay tangina,1
tangina di naman sinadya pero parang big deal na punyeta pag ako nag ka pera lalayas ako dito tangina nila,1
almost two years na kong off chat tapos mapuputol lang ngayon pakshet ka ba,1
tangina niyo na,1
may nagawa ba ako siguro tanga lang ako,1
grabe yung sakit na kailangan ko pa lagyan ng salonpas puta,1
pucha hirap maging jjs kailangan mong maging gising,1
naging gago ka ulit,1
ano tangina mo puta kang malibog ka kupal,1
ano ba putangina wala akong pera iiyak na ako,1
sorry bobo ako eh,1
kung sa tingin mo susukuan kita haha tangina malabo,1
tangina paano ako makakapag update mg card ko puta wala nang nbd sa mall of emirates,1
ulol na ulol na po ako sa mga paomaj edits grabe,1
ang gwapo mo elizalde pakshet,1
haha sino ka puta,1
ang bobo ko bakit di ko siya matitigan naman sa mata,1
tanginamo naiiyak nako gago ka tarantado pakyu ka buong buo,1
kinikilig ako pakshet,1
yan ang sanaol pucha,1
pakshet ito na mga jolits,1
mukha akong tanga delete ko nalang,1
nawawala lahat ng cap ko tangina talaga,1
baby ulol babytawan ka lang nyan,1
nakakasira talaga ng araw pag may mga kupal na clients bwiset,1
muntik nanaman akong malunod kanina pucha,1
bakit walang nagsabi sakin na ang sad pala ng dororo pakshet haha,1
tarantado kang bata ka kumain ka na kasi,1
wala raw siyang kaaway haha sige tangina mo maging robot ka diyan magisa ulol,1
bobo ka hinaha mo nga tangina mo may heart tapos haha amputa,1
ay kupal haha,1
may isaw ng baboy dito sa amin finally puta tagal kita hinanap,1
ginawa niyong pokemon pusa ko tangina niyong tarantado,1
ano nanaman ba kasi ibig sabihin nun punyeta,1
ulol baka tipsy lang ako kaya ko nasasabi to haha we never know,1
nga naman walang burahan ng tweet kung totoo talagang matapang ka wag mag bura bakit takot ka ba kasi lahat ng mga sinasabi namin ay totoo so ano ka ngayon kupal,1
tangina ka sinayang mo pagkain mo,1
tanga mo ten,1
hoy putangina baka ako mafall sayo beh,1
bwiset na mag jowa to haha ang cute please,1
ulol di uso sakin ang promise,1
pakyu ka kasalanan mo talaga,1
kaya ka di type ng crush mo eh tarantado,1
bwiset ka talaga haha,1
sakit talaga gago,1
sakit ng katawan ko pucha na sayaw yan,1
nabibitter ko tangina nito,1
ah dapat pala security guard ang hire diyan gagu ka talaga punyeta ka,1
kahit isa akong burikat na kapatid sorry dahil kupal ako,1
bwiset na yan lagi nagpopost,1
punyeta naisipan mo pa talaga akong kamustahin,1
tanga rin kasi ako haha,1
bakit antagal neto na release puta,1
tawang tawa parin ako dahil sa oct putangina haha,1
oo tangina niyo,1
punyeta may sayout ka ba hah,1
tatlong minuto nalang gago,1
lagi nalang kinukumpara sa iba puta,1
pakyu ulol ka,1
tangina isagad niyo naman sa height ko,1
putangina niyo mga ealan kwenta punyeta,1
basta talaga tagahimod ng tumbong ni bongbong sigurado bobo at tanga at puro pera ang nasa ulo ng mga gunggong panarrative narrative ka pang ulol ka sindikato kayong mga nasa gobyerno ina niyo gago paturok ka sa bayag ungas basa,1
ay gago paano kung andon si tito m tapos for the family pic sila with donny lord,1
tatlong araw nalang may pasok na ulit kami tangina ng bakasyon na iyan pang tarantado,1
tagal ni bebel pucha,1
pano nila itutuloy yung mga alternative universe punyeta concealed ka na pala sa kanila dun na lang ako kinikilig oh puta,1
tagal mag gabi punyeta,1
init bwiset na mga lalake yan,1
god sana maputulan ng kuryente yung kupal na fanny kanina,1
puta naiiyak ako akala ko dos na ako kasi mahina talaga ako sa solvings,1
tangina niyo pati ba naman dito,1
nakakahiya makipag laro sa sampd tatanga tanga kasi ako maglaro,1
punyeta ang ingay nakaka bwiset,1
ang ganda ko putangina,1
argh nagulo mga pinlano ko para sa buwan na ito tangina ok,1
tangina sm baka paki una muna yung sungtaro fixed unit,1
pakshet kasi yung mga kidnapper at nagbarilan dito sa taguig dahil sa inyo hindi ko makikita esbi ko buong buhay ko dadalhin tong pait,1
ayaw mo lang malamangan ulol,1
nagtiwala at naniwala for a bigger venue if not one day buti hindi ako nagpabudol sa mga kupal na pinabidding balcony tickets nila,1
salamat sagad iana haha punyeta,1
nag mukha akong tanga doon ah,1
si tangang makabbm o haha sagot ulol,1
alle di ko na alam makipagusap ah haha puta,1
may pa reveal si tanga oh kadiri kayo both lalo ka na may anak ka diba hindi ikaw dapat ang ama ni bia nakakadiri sobra sobrang dumi mo nakaka suka,1
ay nakiki deserve ka na din pakyu ka rin,1
hindi ka pa din nag babago kupal at kupal ka pa din hanggang ngayon,1
sa una lang masaya yung kwento puta,1
hoy ang kyut mag kupal dp tayo,1
tanga ipagpalit ba yung pahinga mo sa panandaliang kaligayahan mo,1
gago sobrang lag sa akin pakyu,1
naging solid tayo dahil diyan eh pucha haha,1
punyeta bakit may nagreretweet pa nagsorry na nga eh parang mga tanga ano hindi makamove on,1
rizelita pakyu haha,1
pakshet ka naman mahal ko haha miss na rin kita,1
tapos na ako umihi bwiset ka,1
pucha tawag ng tawag,1
dati ba kayong gago,1
kung may binabalak kang masama kila kio tanginamo gago ka pakyu putanginamo mamatay ka na tarantado ulol,1
pldt pakyu bitch walang wifi,1
tangina mo ano ba kurso mo bs tarantado major in kaputanginahan,1
haha gago beh hindi,1
hinahanap niya ko haha ulol,1
ayoko na gusto ko na mawala bwiset,1
tarantado talaga yan eh kung ako yan di ko yan gaganyanin,1
di ako pinanganak para pagsamantalahan ng mga gagong pulitikong to mga pakshet kayo,1
tangina na send agad bwiset,1
haha puta oo nga,1
tatanga tanga utak eh,1
daming epal sa mundo eh bakit hindi kayo mamatay isa isa bwiset,1
mag duduo pa kayo putangina parehas naman kayong mga tanga,1
nasa military enlistment era ba ang wayv putangina haha hoy ilabas niyo ang haha punyeta binulok na nga exo pati wayv pa,1
pakshet nagreply,1
puta ka rin,1
naiinis ako kay rj laging sumisingit sa moment ni deib putangina,1
hoy demonyong kupal tumigil ka na wala kang ambag sa mundo kung may gago man dito ikaw yun,1
tangina nag cringe punyeta,1
ulol nababaliw ka lang,1
sobrang kupal mo beh haha,1
brownout na agad haha punyeta,1
hala putangina ang cute,1
minamanipula ginagawang tanga bakit napaka uncultured mo at di mo alam ang gaslighting bobo mo,1
parang bobo din tong wifi amputa,1
tanga may make up si mina dyan,1
putangina bwiset na bwiset na ako dito sa mga nominist na walang ginawa kundi sabihan si rj na t word pukinangina niyo gusto ko pag sasapakin mga mukha ninyo,1
bakit ka umamin pucha ka po ba awkward na tuloy,1
putangina mo skusta clee bet ko pa naman mga kanta mo haha nasa jejemon playlist ko pa naman siya anak ng puta ka,1
tangina tumaas nanaman boses ko,1
yung tanga mong kaibigan tinulak papasok yung pinto eh palabas dapat,1
putangina pagod na ako wala pa akong naiimpake,1
tangina mo delete sinabi mo real name ko pakyu,1
gago ka tam tigilan mo na,1
gutom padin ako puta,1
minsan na nga lang mag kagusto pucha edi wag wag nalang,1
tangina tapos na rin ako sa sem putangina bye second sem napaka panget mo,1
ulol na ulol na naman sa aking bias huhu,1
kingina mo pakyu,1
woy yes haha parang tanga na ako,1
ulol e halos araw araw kang simp,1
tangina ka talaga jess,1
panget tuloy ng history ko sa ml dahil kupal mga kakampi,1
ayoko na magka crush parang tanga kasi pinaabot pa hanggang don pakyu boi,1
feb pa ito puta ber months na wala pa rin,1
kainis mga players sa lol wildrift puro landi porket support main role ko mga pakshet kayo di ako interesado,1
lakas mang bash kay jihyo mukha naman tanga sumayaw ng alcohol free partida first year mo pa yun prinactice ha,1
tarantado ka pala eh haha,1
ayoko magmura sa app na to pero pucha talaga,1
ay gago naalala ko nagising ako madaling araw may nagpapatugtog gawin mo ulit yan mamaya ha,1
hays punyeta sakit mo sa puso,1
yoko talaga ng nag iisa punyeta,1
pakyu bahala ka,1
kupal talaga gusto pinupuntahan ko pag nag tatampo,1
may dumating na parcel si mama na almost tatlo tapos cod pa pero walang iniwan na pera punyeta ,1
putangina nagulat ako ,1
oy tangina pupunta pala red velvet sa july pakshet naman oh,1
puta sakit naman niyan,1
ewan ko din puta,1
ang babaw ng kaligayahan ko pucha,1
ulol magpakita ka sakin makikita mo gusto mo,1
oh putangina nag order ako im nayeon album na tukso nanaman ako hayup,1
tangina sakit ng hinliliit ko nahati yung kuko eh haha,1
putangina naman eh sunki and heesun crumbs na sana,1
umagang umaga tangina nagaaway na agad sila dito sa office bwiset,1
ang ganda pucha,1
yung mga reason niyo walang kwenta bwiset,1
sa codm walang mmatch tangina mo talaga pasakal,1
kahiya gago mamatay na nga ako ngayon,1
proud pa si gago haha,1
pangalawang topic pa lang ako puta ayoko na,1
ulol sakalin ko buong pagkatao mo,1
haha bobo ni marinel haha wala lang,1
kakagatin kayo haha di pa kumpleto rabies niyan mga ulol haha,1
kaya wala akong katiwa tiwala na e simpleng salita lang di kayang tupadin o panindigan haha tapos gusto nyang magtiwala ako na hindi na mangyayare yung dati ay ulol siya,1
hindi lahat ng tanga lexi ang pangalan,1
tangina may aso nanaman akong nalaman na nawala dahil sa parvo,1
haha pucha haha kalmahan mo lang okay haha,1
di ko ba deserve yung pagmamahalan na yan gago,1
pucha panaginip pala,1
hindi na nga ako makapagbts nagbebreak down pa ako tangina rold bakit naman ganito gusto ko lang naman grumaduate pakshet,1
inaano ka putangina,1
di talaga sira headphones ko maingay lang mga tao punyeta ,1
tarantado sa discord may kasama ka nag iinom araw araw di ko naman sinasabing sino,1
para akong tanga chicheck ko yung shopee ko everyday,1
mukha ba akong balikan ng mga tanga tanga sa buhay kukulit ah message ng message sa instagram puta,1
mapuputol na legs ko ansakit pakshet workout pa more,1
putangina ang sarap mag dabog,1
manahimik ka diyan kupal pakyu ka,1
wala nang sparks seung member pose haha puta,1
sorry bobo ako sa math,1
haha parang tanga talaga akala niya ba seryoso ako na gusto ko jowain mga kidols in real life teh hindi mo ba alam yung kasabihan na libre lang mangarap,1
okay i just want to ask myself kung bakit ako uminom ng cups of iced coffee as a joke di ko namalayan punyeta kaya sabi ko sa sarili ko hinding hindi na ako uulit gabi ko pa ginawa yon,1
gago itong alum na kupal pa rin,1
tangina kinikilig na rin ako sa jollibots haha gago,1
wala naman talaga pero may tanga ikaw bakla walang pinanganak na bobo mabagal lang pumickup o tamad lang mag aral pala desisyon ka sa buhay mo sana hindi kana magising,1
may valid id na ako sa wakas pero pucha di ko maverify gcash ko kasi ang lala ng nginig ng kamay ni bakla,1
pucha kase ang init dito samin,1
pakshet kayo haha di naman ako kinikilig,1
tarantado nawala angas ko dun bigla hayop,1
punyeta nakakagutom,1
putangina kentell namiss ko kayo,1
tangina niyo po talaga,1
mga puta kayo bakit ba ang hilig niyo ko ikumpara sa babaeng yan,1
putangina mo jojo,1
hay ang tanga ko stressed na stressed sa pagrarush ng requirements for a book fair tapos bukas pa pala deadline,1
gago kayo nga kasi gagawa e,1
huy putangina kinakabahan ako ,1
pakshet nahihilo padin aako,1
pinag master ba naman kahit bobo kakampi eh,1
ang sakit ng tiyan ko putangina,1
bakit ang tamad ko pakshet,1
gago kachat ko na yung nagtitinda ng proben sa labas ng office haha haha,1
tanginang bobo to alam mo na may jowa papam pam ka pang bobo ka,1
tangina ang tanga bwiset,1
luh asar before naman nagagamit ko card ko pangpay sa weverse bakit ngayon ayaw makisama bwiset,1
walang past is past kapag cheater ulol,1
ay nako walang magawa bwiset,1
ito na yung palabas pakshet,1
putangina talaga nakakarupok,1
ang pakshet ng umaga ko,1
kupal si ayick nilagyan pandikit paa ko,1
ay oh tanga mali pa tag haha,1
edi putangina niyong lahat pakyu kayo sakin mga gago,1
konti nalang birthday na ni belle kaso tangina inaantok na ako huhu kaya ito wait,1
ang daming bobo sa mundong ito,1
normal bang mastress sa pinsan na walang maiambag kung hindi lahing maganda putangina,1
ang bobo mo talaga magtype,1
ang boring puta,1
gago yung pamilya ko nag aaya ng inuman pakshet haha,1
ulol kasi may bagong kanta si the Bid,1
akin ka na lang putangina mo,1
tangina nung kuryente hanggang ngayon dama ko,1
bwiset gab eto na ba iiyak na ba ako ha,1
sa inyo pala nag reach out ang mag amang kupal na yan senator,1
tarantado ka talaga haha,1
ang yabang mo pakyu ka haha,1
naniniwala akong may portal papuntang impyerno dito sa nueva ecija bwiset napaka init,1
ulol haha di ba pwede ngayon haha tangina naman,1
luh bobo nang damay pa ikaw lang tinutukoy ko ano yan gusto lang ng kakampi bobo ka talaga wag ka na mang damay di ka maganda kaya wag assumera,1
gago ka putangina mo,1
nakaka ulol pala talaga yung selos no haha,1
bitch sabi nitong sci high friend ko sasabihin niya iadd ako nung crush ko sa sci high puta ilang oras na nakakalipas hindi pa rin nagaadd haha ok,1
haha ang bobo talaga pota wala man lang sense of humor may developmental delays ka siguro nung bata di ka pa pinacheck,1
pucha ka,1
ikaw nagagawa mo gusto mo pero pag ako bawal haha kupal ka pala eh tangina mo,1
tangina wala rin naman pala kayong palag puro kayo amba mga bobo so much,1
immature ang puta napakapanget mo na nga panget pa ng ugali mo,1
wag nagtitwitter game sa mga tarantado,1
kupal paulit ulit lang sinabi mo ah eto bayad ko sayo,1
balik niyo na kasi yung fleets bwiset,1
tarantado malakas din ba ulan sa inyo huhu,1
gusto ko yung yeonjuns bday merch shirt kaso ang mahal bwiset,1
putangina ulol ang gago mo,1
bakit parang ang panget ng entry ko pakshet,1
kailan kaya mananalo putangina,1
pakyu please ibblock na talaga kita pasalamat ka crush kita chos ina mo,1
ay gago june pala late tuloy ako,1
pakyu niyong lahat na tiktok isang kabit sa utak nagstory na ako,1
putangina mo ayan na karma mo,1
inabot ako ng siyam siyam sa pag bubukas ng lata ng meat loaf puta,1
biglang kailangan ko na tuloy mag reply puta,1
grabe pinag tulungan daw ba si tanga,1
naguguluhan ako bwiset,1
nakatulog ako kagabi ng umiiyak bwiset,1
putangina bakit ako umiiyak,1
ang sama ko palibhasa kasi tarantado kung magisip ehh haha,1
tangina talagang malala luna,1
ulol mo beh,1
ang lt nito pucha kwannie kaya mahal kita eh,1
nandidilim paningin ko sayo pakyu,1
haha umabot nga first call naman kupal nireport ko nga account haha,1
haha campaign period nga lakas magpatrending ng mga ulol wala nangyari,1
pakshet malala na tong sakit ko,1
pakyu naman kayong lahat,1
tanga ayaw mo magsalita eh,1
tangina tangina hindi ako makahinga,1
gago ano yan,1
either way naman may kabuhayan ang mga punyeta,1
punyeta chz wala lang gusto ko lang sabihin ang word haha,1
puta naman pldt kung kailan dlsu at adu na tsaka ka magloloko pakshet ka,1
pakshet bunso lipat lang ako ng canada real quick,1
putangina pldt wala talagang araw na hindi mo pinapainit ulo ko,1
puta haha,1
haha tarantado yung mismong icon mo pa yung inicon mo,1
sobrang kupal na sa paligid pero ayos lang di tayo makitid,1
ang pogi ni jk sa nrpc pakshet haha,1
may natatamaan na baliw na kupal oh nag ttweet lang naman ako dito haha,1
madaling araw pa ulol na ulol na ako sayo,1
weakness ko lang kasi yung ap beh bobo lang sa native language natin,1
gago sobrang dami ko na kulang what the fuck,1
so ano nga haha putangina mo ang galing mong kupal ka ginigigil mo ako haha,1
ang gwapo talaga pakshet,1
na ulol na naman nagpahinga lang sandali haha,1
wait pucha kung kailan matatapos tsaka naman nawala yung link,1
sabi mo wag mag quote retweet diyan hays bobo lang,1
makapagsabi ito di lang naka with high honors naging bobo na agad what if sabihin ko na sadya yon,1
second day of the week pero ulol na ulol nako sa lahat,1
low battery na ako putangina pero di ko kaya hindi panoorin live ng jaywon,1
ayoko na mag hintay uli nagmukukha lang akong tanga taena haha,1
haha gago buhay ka pa ah,1
mga tanga tinatamad ako mag reply sa mga messages niyo kaya huwag niyo ako kausapin haha,1
nakakapawis ang pakikipag usap kay sir haha punyeta,1
puta brownout pa,1
ulol u could never be tired of us dahil mahal mo kami haha,1
gago dalawang minuto nalang hoy teka wait sandali hintay,1
mga inang kupal,1
tangina mo hindi mo ako nireplyan pakyu,1
hoy pucha huwag ganyan may naka abang pa ingot sa last trip ni jimin sana mali iniisip ko,1
ulol pag samin lagi bawal ah,1
tama na ang chismis stream niyo sexy nukim mga bwiset,1
oo putangina mo,1
hoy nalibang lang ako sa tiktok anong up ang first set teka lang punyeta oh,1
kumpiskahin ang kotse at license ng gago na yan,1
at ang tanong aabsent kaya si dugs ganda pa naman ng usapan kagabi panay tarantado ang international criminal court eh,1
oo teh tarantado ka palag ka na,1
putangina bakit ang daming bobo dito sa twitter wala ba kayong kaibigan kapamilya kapatid bwisit pinanganak na bobo lalaking bobo mamatay na bobo pukingina niyo,1
sobrang mahal ng tuition nakakakupal,0
em lang ba bobo sa math,1
tangina yung ex ko bardagulan ang nais,1
yung pinanood naming movie mga hindi nagkakatuluyan sa huli punyeta,1
abot langit siguro yung ngiti ni ate mo girl kase flinex siya kala mo naman hindi siya lolokohin tanga mo magsasawa din yan sayo,1
boom deserve punyeta kayo danugin ko kayo jan eh,1
pakyu changbin hehe baliw na baliw ako sayo,1
president paki take action yung putangina baklang supot yung daily water interruption from may up to now in kupal maynilad,1
taejae pa din mga ulol,1
ako nasiraan ng ulo sa lunatic bwiset,1
bwiset ka pati ako natawa sa kagagahan mo,1
mali putangina sabog talaga,1
wala pong signal punyeta di makapag messenger,1
haha putanginang yan restricted ng ilang araw nanaman pakyu talaga,1
ang bobo mo tanga,1
trauma self degradation pero tanga tayo kaya the one that got away pa din siya para sa akin tangina na buhay ito,1
nakaka ulol ka,1
wala na kita ko na naman litrato na ito gago ang sakit sakit,1
gusto ko na mag bakasyon puta,1
pakyu bugoy na koykoy stan ako,1
ang pangit ng edit puta tinatamad ako,1
ang annoying ko puta ang awkward ko gago talaga pabigat ako sa tao di ko na alam ginagawa kasi sarili ko hindi ko rin alam putangina,1
naka move on na ata ako daming thomasian sa bumble puta hanap ko atenean haha,1
punyeta puro jowa nakikita ko dito tapos may baguio breakup curse edi pag gusto niyo mag last edi wag kayo pumunta dito mga kupal kayo,1
luh ang sarap magdabog hindi pala naka private display picture ko sa instagram tarantado,1
ayaw makita ng picture sa skp pucha,1
hala gago hindi ko napalitan haha may haechan hashtag,1
kupal ka talaga puta,1
oh ayan deserve ko mag lag putangina mo,1
lmao may kupal pala kahapon sa tmsd may nagpasimula ng face shaming agenda ako na nagtmsd din kahapon,1
bwiset tong tawag ng tawag sa phone ko tapos di magpapakilala ugok ka ba,1
ang pogi ni mark lee pakshet,1
ikaw ang tarantado bastos ka eh,1
haha tarantado to oh,1
nagsama sama ang apat na tarantado sa iisang bahay,1
tangina mag goodnight kayo,1
decreasing yata nangyayari dun sakin bwiset,1
soce pinaguusapan dito ulol ka,1
lakas mang ulol ni jungkook,1
magmamakaawa nanaman ako ng oras at tamang atensyon pucha,1
deranged talaga ng tiktok revluvs pucha isang video lang ni solge na tinutulungan magbukas ng pinto si hyojung may comment na agad na topsarap,1
taas kayo ng taas ng bilihin tapos iniisip niyo na sapat na ang five thousand pesos para sa limang pamilya talagang kayo na mga nakaupo diyan out of touch sa reality putangina niyo po,1
ang gwapo gwapo mo putangina,1
aba sige pakyu ka,1
na limit ba ako tarantado ka blue bird,1
ok nawawala wallet ko parang bobo naman,1
haha ulol baka,1
grabe ang ganda pakshet,1
pag nakikita ko kupal kumukulo dugo ko,1
kick na kita sa gdm pakyu,1
kakilabot yung instrumental pakshet ang ganda,1
pakshet kayo teka umiiyak na yung tao guard may bading,1
ulol dun sa isa need ko pa ba idrop name tangina mo,1
tanga may iba pang source nyan,1
neknek mo ulol,1
pag mayaman talaga idadaan lang sa pera eh noh kupal,1
wag mo na tanong haha ulol ka isco haha,1
kupal talaga kahit kailan haha,1
tangina si tash,1
putangina bakit ganito mga nasa trends list ko,1
napaka sakit ng katawan ko pakshet,1
ang ikli ng tulog ko tangina,1
tiyak mabanbantayan nga dati tangina niyo pag ako nagpakalasing next time wala talagang mag lolook after sa inyo sinasabi ko,1
ulol ka pala eh,1
bestie mo mukha mo di ko na siya crush bwiset tong tarot tarot sa tiktok eh,1
sakit din ng ulo ko pucha,1
bakit ngayon ko lang nakita putangina ,1
ulol pano ka naging matalino ha,1
hirap mag eyeliner punyeta,1
pag hindi talaga magkakaroon ng beomjun or kahit na ano na text unit naa mix and max puta magsara na kayo,1
tarantado soons haha,1
oo na gago matutulog na nga eto na kailangan pa malaglagan ng phone sa mukha sakit beh,1
so sumubok ako magtinder dito sa bulacan pakshet never again sa malapit,1
parang tarantado si lawrence puta,1
laki ng galit beh kala mo kilala ng twice haha ulol,1
sm sapakan na lang tangina mo ka,1
nakakainis na talaga tangina naging mahaba pasensya ko at naging mabuti sayo pero bakit mo ito ginawa sa akin please super nakaka stress na to be honest nakakaiyak na din noon pa,1
ay putangina ang foul bawiin ko yung i labyu ko bwiset hahaha,1
kung mali ako pucha wala na akong paki please lang,1
ayoko na makipag talo sa bobo putangina sobrang tanga mo sa parte na yan,1
ulol ako desisyon epal mo,1
wews putangina niyong lahat,1
wala na sinira na ng mga kupal eh,1
ang kupal ng tao dito matutulog na ako tapos bigla pa ako ginising,1
paubos na load ko gagi di pa ako tapos sa ginagawa kong activity pucha,1
bobo hindi ako yun ,1
tangina ang hirap pumili bwakanang shit ko yung pop version,1
gago natatandaan ko pa rin yung umiyak ako sa bus kasi nasabihan ako ng isang teacher ko na baka hindi ako mapasama sa honors iyak lang ako nang iyak nasa dulong limahang seat pa ako tapos nakatulog ako sa balikat ng katabi ko argh puta pero medyo masaya nga umiyak sa bus,1
selos ako bwiset,1
putangina niyo ako na naman,1
haha sakit puta,1
hala gago ibusted mo yan,1
pakyu daw sabi ni leeknow,1
nung sumagot daw kasi sya nung grade one sya sa class e pinahiya sya ng teacher nya at sinabihang bobo,1
private browsing pa haha tanga tangahan,1
matutulog na dapat ako kase pakshet i took my meds much earlier tonight kaso mygad may release pala today,1
busy ako today baka after ma busy ng utak ko rin eh makabuo na ako ng maayos na desisyon sa buhay punyeta lang,1
people change daw haha ulol pag plastic ka plastic ka talaga,1
ang hirap tech draft hayop gusto ko na lang matulog mababaliw na ko punyeta bakit ba pinili ko,1
init talaga pakshet,1
ulol wag ako,1
para akong nauulol gago,1
pakshet uuwi na ako pag gumalaw ulit tong swing,1
ulol di bagay haha,1
puta salamat,1
sakit sa ulo haha tangina nito ni justine haha,1
parang tanga to,1
bio daw puta bobo mo,1
pag ako tinopak sasabihin kong wag nalang tayo isama punyeta kayo,1
interview sucks fuck my heart is pounding pakshet haha,1
tarantado talaga yang gf mo kung ako yan mas tarantado ako jan,1
nagiging cold na naman ako pakshet eh,1
dami kong kabatch na gagraduate na super happy ako sa inyo haha bakit ba kasi four years itong pinasukan kong course pucha haha next year kami naman hehe,1
pakshet wag naman ganon,1
tanga ka na nga bobo ka pa,1
pucha may binder ba talaga akong inaantay kaya nakakapagod na e,1
putangina niyo talaga,1
tarantado talaga ako tuwing gabi,1
ang personality ko this month ay maging kupal,1
bumaba credit score ko bwiset,1
lumabas kang kupal ka,1
hoy tumaas philhealth kupal niyo talaga tangina,1
nako po ang tanga mo,1
sinong redacted yan pakyu haha,1
kupal talaga haha siya na nga tinutulungan siya pa galet,1
tarantado parang hindi kaibigan haha,1
gago ka buang talaga haha sabi ko magsorry tangina another dogshow,1
eh tangina mo rin nayeon,1
gago puta,1
dalawa ang klase namin sa genmath puta iyak nalang ako,1
baket ko ba tinanong kung sino bobo ko,1
ulol di ka taga west,1
kaya tangina pauwiin nyo na bentables ko gago minamarinate pa yata ng shops kase on hand pero di napapack,1
tangina mo diyan ka sa icy mo pakyu,1
pakyu sa shopee oi ulol,1
ang sakit na naman pakshet,1
tangina yung kaba ko talaga,1
tangina hindi ako makapag bts ng maayos ngayong week kung kailan fiesta season pa nawala sa isip kong comeback dday na bukas wah excited na ako huhu,1
bebenta ko na dma ko pucha wala na akong pantustos sa mibf this year,1
pucha nacucurious ako sa haba ng bangs niya haha,1
how dare you invalidate my feelings di mo alam kung gaano nakakatakot kung gaano nakaka paranoid yung gantong sitwasyon tangina di ko nga alam yung gagawin ko kung matutulog ba ako o be cautious na lang the entire night,1
may pasok ako eh kupal ka ba,1
tangina po with respect author mukha akong tanga dito umiiyak kausap ko pa sarili ko,1
ayoko nga punyeta ka,1
tanga mo diba si lutang ina mo sabi si bbm nagkalat ng scandal ni jillian o hindi mo ba alam yun wag mo sabihing hindi ka updated bobo,1
pano naman kasi pre lakas mo mangbash eh mas kabash bash ka naman tanginang ugali yan sumang ayon sa mukha mo gago,1
magandang gabi sa lahat sabay sabay tayo ma ulol bukas,1
di mawalawala ang ubo kaya sige ice cream haha bobo,1
di ko na kaya sobrang tanga ko na sayo sobrang nasasaktan,1
kailan niyo ba ako pagpapahingahin pakyu tapos na sembreak namin magccat na ulit please letche kayo sana di kayo magkajowa ayoko na mag push up bibigay na body ko tangina mo talaga,1
ang tanga mo,1
bobo puta bumili ako sa divisoria ng medyas tapos naiwan ko sa seven eleven panget,1
putangina ito na,1
gago ang tapang ni gorya,1
pakshet talaga tapos finals pa next week tapos may poster pa haha hindi naman nakakastress diba hindi ko alam kung gagraduate pa ba ako,1
park jongseong ginayuma mo ba ako bat ulol na ulol ako sayo,1
juli baker mukha kang tanga bakit ang rupok mo kay bryce nagtanim lang naman siya ng burat sa bakuran niyo,1
ang gulo puta haha,1
reminder lang sa mga tao hindi mahirap maging hindi kupal,1
wala ako pakialam kung tarantado ako sa pamilya ko tignan mo lang sarili mo,1
ang gago mo putangina lang,1
puta hindi na ko tama na ni ya ang stress levels ko jusmiyo,1
mga naturingang with honors mga tanga mag isip,1
kagulat yung sigaw ni wise pucha,1
