pos_tagged,label
/HOY|FW /HUYAN|FW /NA|CCP /NAMAN|RBI /PUTA|NNC /NAHIHIBI|VBTS /NA|CCP /TALAGA|RBT /AKO|PRS,1
/ANG|DTC /LOVE|FW /LANGUAGE|FW /KO|PRS /DAE|VBS /KO|PRS /NA|CCP /NAMAMATI|VBTR /PUNYETA|NNC,1
/NAGTUGTOG|VBTR /SA|CCT /RADIO|FW /NI|DTP /MAMA|NNC /SU|NNCA /ANGEL|FW /BABY|NNC /NI|DTP /TROYE|FW /SIVAN|FW /PUNYETA|NNC /SI|DTP /DAVE|FW /NARUMDUMAN|VBTR /KO|PRS /HAHA|NNC,1
/LAST|FW /NA|CCP /TALAGA|RBT /PAKYU|RBD /KA|PRS /PO|RBS /PAG|CCR /TARANDULAN|VBOF /KO|PRS /KAMO|JJD /NA|CCP /AJ|NNC /HAHA|NNC,1
/KULUGON|JJD /PUSON|NNC /KO|PRS /PUCHA|NNC,1
/MGA|DTCP /MARIBUKON|FW /MAN|FW /AN|DTC /MGA|DTCP /HANEP|NNC /NA|CCP /INI|FW /PUTA|NNC,1
/PUTANGINA|NNC /YES|FW /IYO|PRSP /TULOS|FW /SAIMO|FW /NA|CCP /AKO|PRS /PUTA|NNC,1
/DAPAT|VBS /MABUOT|VBW /SA|CCT /MABUOT|FW /TAS|FW /KUAPL|FW /SA|CCT /KUPAL|NNC,1
/AY|LM /MAY|VBH /AROG|FW /PALAN|FW /KAITO|FW /HAHA|FW /PUNYETA|FW /GUNA|FW /KO|PRS /MAY|VBH /BAYAD|NNC /GABOS|NNC /OY|NNC /HAHA|NNC,1
/PUTA|NNC /KA|PRS /VIANNA|FW /PERO|CCT /OKAY|JJD /NAMAN|RBI /TA|NNCA /AMAY|FW /NAARAMAN|VBTS /NI|DTP /SEVI|NNC,1
/TANGINA|JJD /MAY|VBH /GWAPO|NNC /NA|CCP /TALAGA|RBT /SA|CCT /PINAS|NNC,1
/AROG|RBR /KAN|NNC tarantadong|JJD/CCP /INI|FW /BASTA|CCT /NA|CCP /SANA|VBS /MAKATARAM|VBW /NA|CCP /ANIMAL|NNC /SA|CCT /TAWO|NNC /DAPAT|VBS /MABANATAN|VBW /TULOS|NNC,1
/GRABE|FW /MAGING|VBW /LEADER|NNC /HALOS|JJD /GABOS|FW /NA|CCP /TARABAHO|FW /SAIMO|FW /TAS|FW /WARA|FW /KA|PRS /MAN|RBI /NA|CCP /MAGINIBO|JJD /DANGAGON|NNC,1
/TANGINA|JJD /NA|CCP /SANA|VBS /TALAGA|RBT /BWISET|NNC,1
/AY|LM /SORRY|FW /AMA|NNC /NIYA|PRS /PALAN|RBD /AN|DTC /HAHA|FW /TANGINA|FW /LABYU|FW /JUN|FW,1
/GAGO|NNC /PUTANGINA|NNC /MAS|JJCC /MAKULOG|JJD /PA|RBI /PALAN|RBL /INI|FW,1
/DAE|VBS /KO|PRS /LAMANG|RBI /MALILINGAWAN|VBW /GINIBO|VBOF /MO|PRS /SAKO|JJD /PUTANGINA|NNC /MO|PRS /DAGITON|VBTF /KA|PRS /SA|CCT /MGA|DTCP /GASLIGHTER|FW /KAITO|FW /TAS|FW /MAGIGING|VBTF /AROG|FW /KA|PRS /MAN|RBI /SANA|VBS /PALAN|NNC /KAITO|NNC /GAGO|NNC /MO|PRS /PAKYU|NNC,1
/GRABE|FW /KUPALON|FW /KA|PRS /MAN|RBI /MASYADO|JJCS,1
/TANGINA|JJD /MAN|RBI /KAYA|CCR /KAN|NNCA /MGA|DTCP /ZODIAC|FW /SIGN|FW /NA|CCP /AN|DTC /MGA|DTCP /TARANTADO|NNC,1
/SIGE|FW /BEH|FW /KUNYARE|FW /WARA|FW akong|PRS/CCP /ARAM|FW /HAHA|FW /BWISET|FW,1
/PUTANGINA|JJCC /MO|PRS pakyu|PRO/CCP /PASALAMAT|NNC /KA|PRS /DAE|FW /AKO|PRS pwedeng|RBT/CCP /MAGMUDA|VBAF /SA|CCT /ENGLISH|FW /OR|CCT /PUNYETA|NNC /KA|PRS /BAKA|RBM /NAKADANGGOG|VBTS /KANA|FW /KI|FW /DAKULON|FW /NA|CCP /MUDA|FW /BWISET|FW kang|PRS/CCP /HAYOP|RBF /KA|PRS /SERAMON|VBOF /KA|PRS /PALAYUGON|RBL /SA|CCT /MARS|NNC,1
/GAGO|RBD /KA|PRS /BA|RBI /DUSTA|FW /PAKYU|FW,1
tanginang|NNC/CCP /BUYER|FW /INI|FW /SA|CCT /FB|FW /MARKETPLACE|FW /IIWALON|FW /TAKA|FW /TALAGA|RBT /BUDA|FW /IPOPOST|FW /TAKA|FW /PA|RBI /BWISET|FW /KA|PRS,1
/MASKI|CCT /DAE|FW /KA|PRS /MAGREPLY|FW /PUTANGINA|FW /IGKUKURAB|FW /AKO|PRS,1
/DANGAG|CCR /KA|PRS /DAKOL|JJD /KAMI|PRP /NA|CCP /NAGBOTO|VBTS /PANO|RBQ /PA|RBI /DAE|FW /NAGBOTO|VBTS /SA|CCT /MGA|DTCP /MARCOS|NNC,1
/PUTA|NNC igkikilig|VBTS/VBOF /AKO|PRS /NAIIMAGINE|VBTR /KO|PRS /PUCHA|FW /HUYAN|FW /NA|CCP /STAY|FW /DAA|FW /KURT|NNC,1
/GARI|RBM /MAN|RBI /KAMO|JJD /DANGAG|NNC,1
/GAGO|RBD /MAGAYUNON|VBW /KA|PRS /PANSINON|VBOF /MO|PRS /PO|RBS /AKO|PRS,1
/TANGA|JJD /DAE|VBS /KO|PRS /MAN|RBI /PO|RBS /INI|FW /BARKADA|NNC,1
/DANGAGON|JJD /NA|CCP /GABOS|NNC /NA|CCP /MGA|DTCP /NAGKAKLASE|VBTR,1
/SA|CCT /BASURAHAN|NNC /AN|DTC tamang|JJD/CCP /TAPUKAN|NNC /PUTA|NNC /NATA|RBR /DAKULON|NNC /NA|CCP /NAGBABARARAG|VBTR /BARAG|NNC /NGONYAN|NNC,1
/LORD|FW /LAST|FW /NABA|FW /INI|FW /PLEASE|FW /LANG|RBI /MAHIRAK|VBW /KA|PRS /SAKO|NNC,1
/IGKUKURAB|VBTR /TALAGA|RBT /AKO|PRS /LEGIT|FW /TANGINA|FW /DONNY|FW /AYUSON|FW /MO|PRS /MASTER|NNC,1
/PATAL|JJD /KA|PRS /SAKO|NNC /SIYA|PRS,1
/DAKULON|VBTF kang|PRS/CCP /PANGARAN|NNC /PUNYETA|NNC /KA|PRS,1
/KUNG|CCR /BAKO|RBM /KA|PRS /MAN|RBI /BAGA|CCT /DANGAG|FW /MAGSABOT|FW,1
/DAI|JJD /NA|CCP /KAMI|PRP /MATULOY|VBW /TA|NNCA /HABO|JJD mong|PRS/CCP /PUTA|NNC /KA|PRS,1
/LUH|FW /PAKSHET|FW /MAY|VBH /QUALITY|FW /TIME|FW /KITA|NNC,1
/PATAL|FW /MAHIBI|FW /AKO|PRS /SIGE|FW /HAHA|FW,1
/GRABE|FW /MADALI|JJD /KO|PRS /NANG|RBW /IMINE|FW /PUCHA|FW /MALAPIT|JJD /KO|PRS /NANG|RBW /IMINE|FW /PUCHA|NNC,1
/DANGAGON|NNC /SI|DTP /KYLE|FW /HAYUP|FW,1
/MGA|DTCP /TARANTADO|NNC /SU|NNCA /NAGDARALAGAN|VBTR /PUTA|NNC,1
/DAKULON|JJD /NA|CCP /IGPAPAGIBO|VBTR /PUCHA|NNC,1
grabeng|JJD/CCP /RITWAL|NNC /AN|DTC /GINIBO|NNC /MO|PRS /NABUBUA|VBTS /NA|CCP /AKO|PRS /SAIMO|NNC /HAHA|NNC,1
igkikilig|VBTS/VBOF /AKO|PRS /SA|CCT /SADIRI|NNC /KO|PRS /PAKSHET|NNC,1
/NABUHAY|VBTS /NANAMAN|VBTS /INING|NNC /KUPAL|JJD /NA|CCP /INI|FW /ANO|PRQ /GHOSTER|FW /AN|DTC,1
/SO|NNCA /KASALAN|NNC /KO|PRS /KUNG|CCR /WARA|RBF kang|PRS/CCP /NAUTO|RBM /MA|CCP /AROG|FW /AROG|FW /KA|PRS /KAAN|CCB /DANGAG|NNC /KA|PRS /NA|CCP /NAGNE|FW /HUGAK|FW /PA|RBI /MAG|VBW /SEARCH|FW,1
/HALA|NNC /NABADIL|VBTS /NIYO|PRP /PO|RBS /PUSO|NNC /KO|PRS /EME|FW /HAHA|FW /PUTA|FW /GWAPUHON|FW,1
/PUTANGINA|JJCC /MO|PRS /HAHA|FW /SIGE|FW /HALAT|FW /HUNI|NNC /NA|CCP,1
/ANO|PRQ bang|RBI/CCP /NGIRIT|FW /BAKA|RBM /GARI|RBM /NA|CCP /AKO|PRS /AYAMN|FW /NA|CCP /NAKA|RBD /NGIRIT|FW /CHAROT|FW,1
/SAKO|RBM /AN|DTC /PUTANGINA|NNC /MO|PRS /GILID|JJD,1
/TANGINA|JJD /DAA|NNC /ANG|DTC /MGA|DTCP /BARKADA|NNC /KO|PRS /PUTA|NNC among|PRQ/CCP /US|FW /KINAAG|FW /NINDA|FW /PRE|FW,1
/TAMA|RBT /AN|DTC /REIGN|FW /DIBA|FW /DANGAG|FW /AN|DTC /NA|CCP /TUGANG|NNC /MO|PRS,1
/TANGINA|FW /KAN|FW /KUPAL|FW /NA|CCP /ITO|PRO /GUNA|FW /MO|PRS /GWAPO|RBI /MAGAYON|JJD /TAKOT|NNC /NGANENG|FW /MAGKAAG|FW /KI|FW /PANDOK|NNC,1
/HANGGANG|RBW /NAGTRATRABAHO|VBTR /AKO|PRS /PAKSHET|FW /KAMO|FW /GABOS|FW,1
/LIKE|FW /SORRY|FW sobrang|JJCS/CCP /KUPAL|JJD /MO|PRS /MAN|RBI,1
/ULOL|RBR /DAI|FW /MO|PRS /NGANE|FW /AKO|PRS /NIREPLAYAN|VBTR /WEEKS|FW /NA|CCP /SU|FW /MESSAGE|FW /KO|PRS /SAIMO|NNC /DON|NNC,1
/BAKO|VBS /PO|RBS /BA|RBI /TALAGA|RBT /INI|FW /ERROR|FW /SURE|FW /KAMO|FW /GAGO|FW /HAHA|FW /TANGINA|FW,1
/TARANTADO|JJD /PORKE|FW /MAY|VBH /NAARAMAN|VBTS /SANA|VBS /AKO|PRS /MADALAS|RBW /MGA|DTCP /NASA|RBL /PRIVATE|FW /SCHOOL|FW /NA|CCP /NAGA|VBTS /AGI|RBW /SA|CCT /FYP|FW /KO|PRS,1
/KUPAL|JJD /INING|NNC /KAHURON|NNC /KO|PRS,1
/SU|FW /DUWANG|FW /ULOL|FW /NA|CCP /NAGFUCK|VBTS /YOU|FW /SA|CCT /SENATE|FW /SEAL|FW /AY|LM /SU|FW /SIGENG|FW /YOSI|FW /KI|FW /ASTRO|FW /CIGARETTES|FW /BUDA|FW /SU|FW /PIRMI|FW /NAGSASAYAW|VBTR /NA|CCP /GARI|FW /CALL|FW /BOY|FW,1
/IGKIKILIG|VBTR /NA|CCP /AKO|PRS /SA|CCT /MGA|DTCP /NCTZEN|FW /HAHA|FW /MAGAYUNON|FW /KAMO|FW /HAHA|FW /PUTA|FW /HELLO|FW /BADING|NNC,1
/TANGINA|FW /SU|FW /KUPAL|FW /NA|CCP /NAGSEND|VBTS /KAN|RBW /MINGYU|FW /TIKTOK|FW /VIDEO|FW /SA|CCT /GROUP|FW /CHAT|FW /NA|CCP /PANGTRABAHO|JJD,1
/PUTANGINA|JJCC /MO|PRS /LEE|FW /KNOW|FW,1
/NAG|VBTS gururang|NNC/CCP /NA|CCP /KAMO|JJD /SA|CCT /LALA|FW /MARTIAL|FW /LAW|FW /NINDO|FW /MGA|DTCP /GAGO|NNC /GUNA|FW /MO|PRS /MAN|RBI /NAABUTAN|VBTR /MO|PRS /ANG|DTC /MARTIAL|FW /LAW|FW /KUPAL|FW /KA|PRS /PA|RBI /SANA|VBS /KAITO|JJC /EH|FW /KUNG|CCR /DAE|RBS /MO|PRS /MAAKO|VBTF /AN|DTC /PRESIDENTE|NNC lumapayas|VBTR/VBAF /KA|PRS /SA|CCT /PINAS|NNPA /TANGA|JJD,1
/MAG|VBW /MAGAYUNON|VBW /BUDA|FW /POGION|FW /KAMO|FW /GAGO|NNC,1
/NAG|VBTS /SASAD|FW /GIRL|FW /NANAMAN|FW /AKO|PRS /DIGDI|RBF /AH|FW /BWISET|FW /HAHA|FW,1
/IBALIK|VBOF /NINDO|RBD /AKO|PRS /SA|CCT /GROUP|FW /DIRECT|FW /MESSAGE|FW /PAKYU|FW /KAMO|NNC,1
/PUNYETA|NNC /WARA|NNC /NAMAN|RBI /AKO|PRS /TUROG|NNC,1
/PAKYU|FW /TANGINA|FW /MO|PRS /SAGAD|RBD /PUNYETA|RBD kang|PRS/CCP /IPIS|NNC /KA|PRS /HAYOP|RBF /MO|PRS /AH|NNCA,1
/IMAGINE|FW /NAMAN|RBI /KAYA|CCR /NA|CCP /BAKO|NNC /DANGAG|NNC /SI|DTP /JONATHAN|NNC /KUNG|CCR talagang|RBT/CCP /MAY|VBH /GINIBO|NNC /AKO|PRS /BINAYAAN|VBOF /NA|CCP /KUTA|NNC /AKO|PRS /TSAKA|NNC /KAIBA|RBD /KO|PRS /SIYA|PRS /KAYA|RBK /PANO|RBQ /MANGYAYARI|VBTR /ITO|PRO,1
/NAG|VBTS /BALO|NNC /SA|CCT buyong|NNC/CCP /HAHA|FW /KUPAL|FW /PAG|CCR buyong|NNC/CCP /KA|PRS /KAYA|CCR /MO|PRS /SABIHON|JJD /GABOS|NNC,1
/GARI|FW /DANGAG|FW /IGKIKILIG|FW /NA|CCP /NAMAN|RBI /AKO|PRS,1
sampulong|JJD/CCP /MINUTO|NNC /NA|CCP /SANA|VBS /PUTANGINA|NNC,1
/AKO|PRS /LANG|RBI /BA|RBI /AN|DTC /DAE|NNC /PA|RBI /TALAGA|RBT /NAKAKAMOVE|VBTR /ON|FW /SA|CCT /ALPAS|FW /BWISET|FW /NAPAPAEMOTE|FW /AKO|PRS /PAG|CCR /NADADANGOG|VBTR /KO|PRS /I|NNCA /SEE|FW /THE|FW /LIGHT|FW,1
/PA|RBI /JESUS|FW /JESUS|FW /PA|RBI /MARAUTON|JJD /MAN|RBI /UGALI|NNC,1
/MAKAUYAMON|VBW /KAYA|CCR /SIYA|PRS /BWISET|JJD,1
/PAKYU|RBD /SI|DTP /TIMOTHY|FW /HAHA|FW,1
/MAGHILING|VBW /DAA|FW akong|PRS/CCP /VOLLEYBALL|FW /TAS|FW /MAGBALI|FW /DAA|FW /AKO|PRS /SA|CCT /VARSITY|FW /SA|CCT /SCHOOL|FW /MI|NNCA /IF|FW /UGWA|FW /NYA|PRS /TAKOT|NNC /NGANE|FW /AKO|PRS /SA|CCT /BOLA|NNC /PUCHA|NNC /MAN|RBI,1
/PUNYETA|JJD /WARA|FW akong|PRS/CCP /INSTAGRAM|FW /DAI|FW /AKO|PRS /MAKARELATE|VBW /SA|CCT /TIMELINE|FW /KO|PRS,1
/MGA|DTCP /KUPAL|NNC /INING|NNC /MGA|DTCP /CUSTOMER|FW /DIGDI|FW /PUTANGINA|NNC,1
/GAGOHON|VBOF /ANG|DTC /SET|FW /NI|DTP /ALBA|NNP /HAHA|FW /AROG|FW /AKO|PRS /KAITO|NNC /MAGSET|RBD /PAGBASOG|VBW /BAGO|RBW /MAGPLAY|VBW /PA|RBI /KAYA|CCR pirang|NNC/CCP /BULAN|JJD /DAE|NNC /NA|CCP /NAGKAKAWAT|VBTR,1
/PERO|CCT /IKA|JJN /GAGO|NNC /WARA|RBF kang|PRS/CCP karapatang|NNC/CCP /MAOGMA|JJD /TA|CCP /GAGO|NNC /KA|PRS namang|RBI/CCP /PUNYETA|NNC /KA|PRS /CHAR|FW,1
/SABI|VBS /NA|CCP /TARANTADO|JJD /KA|PRS /TALAGA|RBT /MASKI|CCT /NUAREN|NNC,1
/MGA|DTCP /DANGAG|NNC /BAKA|RBM /SINISERYOSO|VBTR /NA|CCP /NINDA|NNC pinag|VBTR/VBRF /PO|RBS /POST|FW /KO|PRS /DUMAN|CCB /ARAM|FW /MAN|FW /SANA|VBS nindong|NNC/CCP /TARANTADO|JJD /AKO|PRS,1
/WARA|RBF /NAMAN|RBI akong|PRS/CCP /PAKEARAM|FW /SAIMO|FW /NATA|FW /KA|PRS /NAKIKIBALE|VBTR /HAHA|FW /NAGING|VBTS /MABUOT|JJD /PA|RBI /KUNO|NNC /ULOL|RBR /SISAY|NNC /KA|PRS /BA|RBI,1
/HALUYON|NNC /SI|DTP /KUPAL|FW /MAGBAKAL|VBAF /NA|RBI /PAGKAON|NNC,1
/SU|NNCA /MGA|DTCP /PROUD|FW /SA|CCT /MGA|DTCP politikong|NNC/CCP /BINOTO|VBOF /NINDA|NNC /AY|LM /MGA|DTCP /PRODUKTO|NNC /KI|FW /FAKE|FW /NEWS|NNC /AT|CCA /DAE|FW /KO|PRS /KAMO|JJD /MASISISI|RBD /PERO|CCT /KUNG|CCR /PROUD|FW /KA|PRS /EDI|FW /TANGINA|FW mong|PRS/CCP /PRIVILEGED|FW /BITCH|FW,1
/DANGAG|JJD /TALAGA|RBT /KAMO|JJD /NATA|FW /I|FW /CALL|FW /OUT|FW /SU|FW ibang|PRI/CCP /FANDOM|FW /EH|FW /KUNG|CCR /SU|FW /PANDOK|FW /KAN|FW /FAVES|FW /NINDO|FW /SU|FW /NAKA|VBTS /EDIT|NNC /SA|CCT /FAVES|FW /MI|NNCA /ANO|PRQ /DANGAG|JJD /LANG|RBI /MANDADAMAY|VBW /PA|RBI /KAMI|PRP /KI|FW ibang|PRI/CCP /FANDOM|FW /EDI|FW /KAMI|PRP /NA|CCP /NAMAN|RBI /MARAOT|JJD /KAAN|CCB /HAY|NNC /NAKO|RBD /KAMO|JJD /AKUON|NNC /NA|CCP /SANA|VBS /NINDO|VBOF /PAGKASALA|NNC /NINDO|NNC /SA|CCT /PAG|CCR /EDIT|NNC,1
/KULUGON|NNC /SA|CCT /PAYO|NNC /PUNYETA|NNC /HAHA|NNC,1
/DAE|VBS /KO|PRS /TINAPOS|VBOF /SU|NNCA /BAD|FW /ROMEO|FW /IUYAMAN|FW /AKO|PRS /HAHA|FW /SERAMON|FW /KUTUSAN|FW /AMA|NNC /NI|DTP /KHIM|FW /KALOKA|FW /HOY|FW /THARNTYPE|FW /CHILL|FW /VER|FW /NG|CCB /KINNPORSCHE|FW /ITO|PRO /PERO|CCT /ULOL|JJD /AKO|PRS /KAAN|CCB /DATI|JJD /HAHA|NNC /HILING|NNC kang|PRS/CCP /SOTUS|FW /GIRL|FW /SU|FW /NIYAN|PRO /GRABE|FW /HIBI|FW /KO|PRS /HUHU|VBS /KO|PRS /LANG|RBI,1
/HAHA|FW /PAKYU|FW /KA|PRS /YAON|RBW /KA|PRS /LANG|RBI /DIDGI|FW /PAG|CCR /MAY|VBH /CHISMIS|NNC,1
/PUNYETA|JJD kusang|RBD/CCP /NAG|VBTS /PEPLAY|FW /SA|CCT /ISIP|NNC /KO|PRS /SU|NNCA /TONO|NNC /KAN|RBW /TIPTOE|NNC,1
/BWISET|FW /NA|CCP /UPDATE|FW /TANGINA|FW /MO|PRS,1
/WARA|RBF /NA|CCP /ULOL|NNC /NANAMAN|VBTS /AKO|PRS,1
/DAKULLON|FW akong|PRS/CCP /NAIISIP|VBTR /NA|CCP /DESIGN|FW /PUCHA|FW /FIRST|FW /TIME|FW /KO|PRS /MAOGMA|VBW,1
/HUY|FW /YAWA|FW /KAINING|FW /NAYEON|FW /PAKSHET|FW,1
sarong|NNC/CCP /ALDAW|JJD /NA|CCP /SANA|VBS /CLARK|FW /AURORA|FW /MUSIC|FW /FEST|FW /TAPOS|RBW /GARI|RBM /KAKALINTURAHON|VBTF /PA|RBI /AKO|PRS /PUCHA|NNC,1
/AY|LM /DANGAG|JJD /RESERVED|FW /NA|CCP /PALAN|NNC,1
/MALALAON|RBW /KA|PRS /BCA|FW /PUNYETA|FW /KA|PRS,1
/NALATE|FW /LUGOD|FW /SU|FW /IBA|PRI /PAKSHET|NNC,1
/PUTA|RBD /IPIROT|VBOF /NA|CCP /AKO|PRS /HAHA|NNC,1
/DEACTIVATE|FW /MUNA|RBI /AKO|PRS /MGA|DTCP /PAKSHET|NNC /KAMO|NNC,1
/PAKYU|JJD /SA|CCT /MGA|DTCP /DAI|FW /NAGTUTUBOD|VBTR /HAHA|NNC,1
/DANGAGON|FW /TALAGA|RBT /AKO|PRS /KASUBAGO|JJC /KO|PRS /PA|RBI /AN|DTC /ANHILING|FW /TAS|FW /DAE|FW /KO|PRS /MAN|RBI /LAMANG|RBI /NASABUTAN|VBTS /HAHA|NNC,1
/GAGO|FW /WARANG|FW /MA|CCP /AMIN|PRSP,1
/HELLO|CCB /GRABE|FW /MAN|FW /GIRARAY|FW /KABOG|FW /KAN|FW /PUSO|NNC /KO|PRS /GARII|PRC /MAN|RBI /KAYA|CCR /DANGAG|VBOF /INI|FW /HAHA|FW,1
/MAGSARADO|VBW /KA|PRS /NA|RBI /PAKYU|NNC,1
/GAGO|PRC /DAE|FW /AKO|PRS /TINUGUTAN|VBTR,1
nilagang|NNC/CCP /DANGAG|JJD /GAYOD|NNC /AN|DTC /APOS|NNC /SA|CCT isirang|NNC/CCP /KAIBA|JJD /KA|PRS,1
/GAGO|RBD ginibong|NNC/CCP /CHAT|FW /BOX|FW /AMPOTA|FW /HAHA|FW,1
/PUTA|NNC /NAPAPATALON|VBTR /NA|CCP /AKO|PRS /SISAY|VBTF /KAYA|CCR nag|PRSP/CCP /ENTRY|FW /KAINI|FW /SA|CCT /LIBRO|NNC,1
/IHUGAKAN|VBTF akong|PRS/CCP /MARAY|FW /PAKSHET|FW,1
/PATAL|JJD /MISS|FW /TAKA|FW /NA|CCP /NAGANE|VBTS /KAISTORYAHAN|NNC,1
/SISAY|JJD /NA|CCP /DANGAG|NNC /AN|DTC /IYO|PRSP /SANA|VBS /KI|FW /IYO|PRSP /KAN|NNCA /NAGRECOMMENED|FW /KI|FW /LOCATION|FW /KI|FW /HUMAN|FW /RESOURCES|FW,1
/AGA|JJD /PA|RBI /SANA|VBS /DAA|FW /MALIPONG|FW /NA|CCP /AKO|PRS /SA|CCT /KAPOY|NNC /SUPER|FW /TARANTADO|FW /AH|FW,1
/KAHINAAN|NNC /KO|PRS /ANG|DTC /PA|RBI /LOVE|FW /LOVE|FW /NA|CCP /AN|DTC /PAKSHET|FW /KAMO|FW /AH|FW,1
/TANGINA|FW /KAHURON|FW /NI|DTP /JABER|FW /HAHA|FW /TULTOL|FW /SA|CCT /INOT|FW /TA|FW /ABOUT|FW /SA|CCT /SCHOOL|FW /EH|FW /HANGGANG|RBW /SA|CCT /BABUYAN|NNC /NA|CCP /HAHA|NNC,1
/GWAPUHON|VBOF /SI|DTP /LEEKNOW|FW /AKO|PRS /NA|CCP /MA|CCP /ADJUST|FW /PUNYETA|NNC,1
/MAY|VBH /LAOG|FW /NANAMAN|FW /PUCHA|NNC,1
/HALOY|NNC /NANG|RBW /DANGAG|VBOF /AN|DTC,1
/HAHA|FW /TARANTADO|JJD /AKO|PRS /SANA|VBS /MAG|VBW /SOLO|FW /KASUBAGO|FW /SA|CCT /BREAK|FW /OUT|FW /ROOM|FW,1
ig|VBTS/VBOF /ASA|NNC /SA|CCT /INA|NNC /MGA|DTCP /AKI|NNC /TAS|NNCA /MAPASERAM|VBW /SERAM|NNC /SA|CCT /MANILA|VBW /DAE|FW /MAPADARAHAN|VBW /SU|NNCA /MGA|DTCP /AKI|FW /TA|FW /HIBABA|FW /DAA|FW /SWELDO|NNC /ULOL|RBR /KUNH|FW /SISAY|FW /SISAY|FW /NA|CCP /NGANE|FW /NAKSTAHAN|VBTS /MO|PRS /E|NNCA /NAGPAPABAYAD|VBTR /KA|PRS /WARA|RBF /KA|PRS /AP|NNCA /GIRAY|JJD /NA|CCP /AMAPADARA|NNC /HAHA|NNC,1
/NATA|VBS /KO|PRS /DAW|RBI ginadan|VBTS/VBOF /SU|NNCA /ILAW|NNC /PUTANGINA|NNC /HAHA|NNC,1
/BWISET|FW /KA|PRS /KEY|NNC /HAHA|NNC,1
/KUNG|CCR /BANSA|NNC /NGANE|FW /NAAGAW|VBTS /EH|FW /PUTANGINA|FW /MO|PRS /SU|NNCA /BANSA|NNC /TA|CCP /NGANE|FW /IGGAGAGO|FW /EH|FW,1
putangina|VBTR/VBAF /MUYA|VBS /KO|PRS /DAGDAGAN|VBTF /LALO|JJCC /TA|NNCA /UGWA|FW akong|PRS/CCP pang|RBI/CCP /GALAW|NNC,1
/LOE|FW /GARI|FW /AKO|PRS /DANGAG|VBTF /NAKA|RBD /NGIRIT|RBD /SA|CCT /DOYU|NNC,1
/FREE|FW /BALL|FW /NA|CCP /SANA|VBS /NAGNE|FW /MINALI|FW /PA|FW /BWISET|FW,1
/IGPAPANGADYI|VBTR /NA|CCP /MAPILAYAN|VBW /AKO|PRS /PUTANGINA|NNC /YAN|PRO /NAKAKABUA|VBTR,1
/ALAS|RBR /NUWEBE|FW /NA|CCP /PUCHA|NNC,1
/PUCHA|JJD /KA|PRS /TALAGA|RBT /GAWAN|VBOF /MO|PRS /AKO|PRS,1
/AY|LM /PUTA|RBT /IKA|JJN /BA|RBI /AN|DTC /HAHA|NNC,1
/PAKSHET|FW /SISAY|FW /NAKAKA|FW /ARAM|FW /KAN|FW /AUTHOR|FW /KAN|FW /NEVER|FW /NOT|FW /JENO|FW /NAMIMISS|FW /KO|PRS /LANG|RBI /SI|DTP /AXI|FW /BUDA|FW /JENO|FW,1
/GAGO|NNC /BALIK|NNC /TO|FW /OFFICE|FW /AKO|PRS /TAS|NNCA /RELEASE|FW /KI|FW /PROOF|FW /EH|FW /HAYOP|NNC /GAGO|JJD /PAKYU|NNC,1
/PUNYETA|FW /NATA|FW /NAGA|FW /ENGLISH|FW /NA|CCP /SINDA|NNC /SA|CCT /GC|FW /BWSIT|FW /MADURUGO|FW /DUNGO|FW /KO|PRS /SAINDO|NNC /MGA|DTCP /KUPAL|NNC,1
/EDI|RBF /HUNI|NNC /PUTA|NNC /TARANTADO|JJD /MAN|RBI /KAYA|CCR /KAMO|JJD /HAHA|NNC,1
/TANGINA|FW /NAMIMISS|FW /KO|PRS /NA|CCP parong|NNC/CCP /BUDA|FW /HADOK|FW /MO|PRS,1
/MAKAKURABON|VBW /MAN|RBI /MAG|VBW /REPORT|FW /KAN|FW /REPORT|FW /NA|CCP /BAKO|NNC /MO|PRS /MAN|RBI /PUCHA|JJD nag|PRSP/CCP /ABOT|JJD /PA|RBI /SUPER|FW /BOSS|FW /HAHA|FW,1
/TARANTADO|JJD /IYO|PRSP /NGA|RBI /KING|FW /MASKI|CCT /ANO|PRQ /ANO|PRQ /NA|CCP /SANA|VBS /IG|VBOF /IISIP|VBTF /NI|DTP /BLAKE|FW /ANG|DTC /PUTA|NNC,1
/DANGAG|VBTF /KA|PRS /PERO|CCT /OVERTHINKER|FW /KA|PRS /AH|NNCA,1
/HANGGANG|RBW /NUAREN|VBOF /PA|RBI /BA|RBI /INI|FW /TANGINA|FW,1
/BWISET|FW /ULUKON|FW /AKO|PRS /GRABE|FW /HAHA|FW,1
/AY|LM /SEMINAR|JJD /MAN|RBI /SANA|VBS /PALAN|JJD /PUTA|NNC /NAPA|RBD /OVERTHINK|FW /AKO|PRS /DUMAN|VBAF /HA|NNCA,1
warang|NNC/CCP /BAGO|RBW /ULOL|JJD /DIN|RBI /SAIMO|NNC,1
/KYUTON|FW /GTLT|FW pwedeng|RBT/CCP pang|RBI/CCP /KUPAL|NNC /DP|NNCA,1
/SU|CCT /KALOOBAN|NNC /KO|PRS /NAGGIBO|VBTS /NAPALITAN|VBOF /KI|FW /UYAM|NNC /MGA|DTCP tanginang|NNC/CCP /TAWO|NNC,1
