pos_tagged,label
daghang|PRI/CCP /UNGGOY|NNC /DIDTO|NNC /SA|CCT /PARKE|NNC,0
/GIHIGUGMA|VBTS /NAKO|RBD /ANG|DTC /FOOTBALL|FW,0
/NADUNGGAN|VBTS /NAKO|RBD /ANG|DTC /MGA|DTCP /BATA|NNC /NGA|RBI /DUNGAN|NNC /NIKANTA|NNC,0
/ANG|DTC /PAGANUNSYO|NNC /MOPAHIMO|NNC /SA|CCT /MGA|DTCP /PROTESTA|NNC /SA|CCT /KALIBUTAN|NNC,0
umadto|VBTS/VBAF /KA|PRS /UG|NNCA /TIGUMA|NNC /ANG|DTC /MGA|DTCP /ANCIANO|NNC /SA|CCT /ISRAEL|NNC,0
/IKAW|PRS /RA|NNC /ANG|DTC /HINUNGDAN|VBTF /SA|CCT /TANAN|PRI /NGA|RBI /PROBLEMA|NNC,0
/NADUNGGAN|VBTS /NAKO|RBD /NGA|RBI /NAA|NNCA /SIYAY|NNC /SAKIT|NNC,0
/NAGSULAT|VBTS /KO|PRS /OG|NNCA /SULAT|NNC /PARA|CCT /KAY|DTP /JIM|NNP,0
/MUADTO|VBOF /KO|PRS /SA|CCT /PALENGKE|NNC,0
/KITA|NNC /ANG|DTC /KREMA|NNC /SA|CCT tanang|RBD/CCP /MGA|DTCP /KREMA|NNC,0
/MIBALIK|VBTS /SIYA|PRS /BAGO|RBW /MAGALAS|VBAF /OTSO|NNC,0
/GUSTO|VBS /BA|RBI /JUD|FW /NIMO|FW /NI|DTP,0
/UG|NNCA /ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /RUBEN|NNC /SI|DTP /HANOH|NNP,0
/ANG|DTC /SNAGGLETOOTH|FW /SHARK|FW /NANGAYAM|VBTS /SA|CCT lainlaing|JJD/CCP /KLASE|NNC /NGA|RBI /MGA|DTCP /HAYOP|NNC,1
/UG|NNCA /SI|DTP /SAUL|FW /NAGPASUGO|VBTS /UG|NNCA /MGA|DTCP /SULOGOON|FW /NGADTO|FW /SA|CCT /BALAY|NNC /NI|DTP /DAVID|NNC,0
/ISA|PRI /KATUIG|JJD /NA|CCP /GIKAN|NNC /SA|CCT /ATONG|NNC /PAG|CCR /ANHI|NNC,0
/UG|NNCA inyong|PRSP/CCP /NAKITA|VBTS /ANG|DTC ilang|PRQ/CCP /MGA|DTCP /KAHUGAWAN|NNC,0
/NAGASAKA|VBTS /SA|CCT /KAHOY|NNC /ANG|DTC /MGA|DTCP /UNGGOY|NNC,0
/ANGAY|JJD kang|PRS/CCP /MOSUNOD|NNC /INING|NNC /MGA|DTCP /TAMDANAN|NNC,0
/MAGSUGOD|VBAF /KITA|NNC /SA|CCT /SULOD|NNC /SA|CCT /TUNGA|NNC /SA|CCT /ORAS|NNC,0
/APAN|RBR kong|PRS/CCP /KINI|FW /MATUOD|FW /NGA|RBI /WALA|VBN /SIYA|PRS /MAKAKAPLAG|VBW /SA|CCT /TIMAAN|NNC /SA|CCT /PAGKAULAY|NNC /SA|CCT /BATANON|NNC /NGA|RBI /BABAYE|NNC,0
/HADLOK|NNC /SA|CCT /KALAYO|NNC /ANG|DTC /UBAN|NNC /MANANAP|NNC,0
/UG|NNCA /ANG|DTC /DIOS|FW /MIINGON|FW kang|PRS/CCP /ABRAHAM|NNC /AYAW|RBF /IKALISUD|VBOF /SA|CCT imong|JJD/CCP /ATUBANGAN|NNC /TUNGOD|NNC /SA|CCT /BATA|NNC /NGA|RBI /LALAKE|NNC /UG|NNCA /TUNGOD|NNC /SA|CCT /IMONG|NNC /ULIPON|NNC /NGA|RBI /BABAYE|VBTF /SA|CCT /TANAN|PRI /NGA|RBI /GIPAMULONG|RBI /NI|DTP /SARA|NNC /KANIMO|CCB /PATALINGHUGI|NNC /ANG|DTC iyang|RBW/CCP /TINGOG|NNC,0
/SINGKAMAS|VBTR /ANG|DTC /KAONON|NNC /NI|DTP /CASPER|NNC,0
/USA|RBR /KA|PRS /KA|PRS /DAOTAN|VBOF /NGA|RBI /TAWO|NNC,0
padayong|JJD/CCP /GIPANGITA|FW /UG|FW /GIKA|FW /BALAKANG|FW /NAMATAY|VBTS /NA|CCP /SAD|NNC /ANG|DTC /DUHA|NNC /KA|PRS /ENGINEER|FW /NGA|RBI /SILA|PRP /JOHN|FW /LIMOH|FW /UG|FW /JULIUS|FW /GULAYAN|NNC,0
/ANG|DTC /KUSGAN|NNC /SA|CCT /TALIWALA|NNC /SA|CCT /MGA|DTCP /GAMHANAN|FW /MOSULTI|FW /KANIYA|PRSP /GIKAN|NNC /SA|CCT /TALIWALA|NNC /SA|CCT /SHEOL|FW /UBAN|FW /KANILA|PRSP /NGA|RBI magatabang|VBW/CCP /KANIYA|PRSP /SILA|PRP /MINGKANAUG|NNC,0
/ARON|FW iyang|RBW/CCP /IHATAG|VBTF /KANAKO|JJD /ANG|DTC /LANGUB|NNC /SA|CCT /MACPELA|NNC,0
/GIPADAYAG|VBTS /USAB|NNC /NI|DTP /LACSON|NNP /NGA|RBI /ARON|FW /MAIPAHIMUTANG|VBW /ANG|DTC /P|NNCA /BILYON|NNC /NGA|RBI /PAGSULUD|VBW /SA|CCT /MGA|DTCP magbabalaod|JJD/CCP /ALANG|NNC /SA|CCT /MGA|DTCP /PROYEKTO|NNC /SA|CCT alagang|JJD/CCP /HAYOP|NNC /ADUNAY|JJD /MAHIKA|NNC,1
/NAGGUNITAY|VBTR /TA|JJN /OG|NNCA /KAMOT|CCB /ANI|NNC /NGA|RBI /RITRATO|NNC,0
/WALA|VBN /NADANYOS|VBTS /ANG|DTC among|NNC/CCP /BARKO|NNC /SA|CCT /GIYERA|NNC,0
/ANG|DTC /KAWATAN|NNC /MOANHA|NNC /ARON|NNC /LAMANG|RBI /SA|CCT /PAGPANGAWAT|VBW /UG|CCT /PAGPATAY|VBW /UG|NNCA /PAGLAGLAG|VBW /AKO|PRS /MIANHI|FW /ARON|FW /SILA|PRP /MAKABATON|VBW /UG|NNCA /KINABUHI|VBOF,0
/UG|NNCA /SI|DTP /JUDA|FW /MIINGON|FW kang|PRS/CCP /TAMAR|FW /NGA|RBI iyang|VBOF/CCP /UMAGAD|RBD /NGA|RBI /BABAYE|FW /MAGPUYO|VBAF /KA|PRS /NGA|RBI /BALO|NNC /SA|CCT /BALAY|NNC /SA|CCT imong|JJD/CCP /AMAHAN|NNC /HANGTUD|RBW /NGA|RBI /MADAKU|VBW /SI|DTP /SELA|FW /NGA|RBI akong|PRS/CCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /KAY|DTP /MIINGON|NNC /SIYA|PRS /NGA|RBI /TINGALI|VBTS /SIYA|PRS /USAB|RBM /MAMATAY|VBW /NGA|RBI ingon|VBTS/VBOF /SA|CCT iyang|NNC/CCP /MGA|DTCP /IGSOON|FW /UG|FW /SI|DTP /TAMAR|FW /MILAKAW|FW /UG|FW /MINGPUYO|FW /SA|CCT /BALAY|NNC /SA|CCT iyang|NNC/CCP /AMAHAN|NNC,0
/WALA|VBN /NA|CCP /KAMI|PRP /KAUBAN|VBOF /SI|DTP /ALVIN|FW /HANGTOD|FW /NAHIBALAN|FW /NAMON|FW /NGA|RBI /NAMATAY|VBTS /SIYA|PRS /SA|CCT /SERYE|NNC /SA|CCT /MGA|DTCP /ENGKWENTRO|NNC /TALI|NNC /SA|CCT /NEW|FW /PEOPLES|FW /ARMY|FW /UG|FW /PWERSA|NNC /SA|CCT /GOBYERNO|NNC /SA|CCT /ANDAP|FW /VALLEY|FW,0
/HAIN|RBM /MAN|RBI /ANG|DTC /PARMASYA|NNC,0
/HAPIT|FW /DILI|FW /GUSTO|VBS /SA|CCT /IATF|FW /NGA|RBI /BUHIAN|VBOF /ANG|DTC /MGA|DTCP /PILIPINO|NNC /GIKAN|NNC /SA|CCT ilang|PRQ/CCP /MGA|DTCP panimalay|JJD/CCP karong|NNC/CCP /KAPASKUHAN|NNC /TUNGOD|VBAF /KAY|DTP /DAKO|NNC /ANG|DTC /POSIBILIDAD|NNC /NGA|RBI /MATAPTAN|VBW /SILA|PRP /SA|CCT /VIRUS|FW,0
muhunong|VBTS/VBOF /ANG|DTC /BARKO|NNC /SA|CCT /YOKOHAMA|NNC,0
/SA|CCT /IKADUHA|JJN /KA|PRS /ADLAW|FW /NAGHALAD|VBTS /SI|DTP /NATHANAEL|NNP,0
/UG|NNCA /ARON|FW /SA|CCT /PAGHINLO|NNC /SA|CCT /BALAY|NNC,0
/ANG|DTC /UBOS|FW /NGA|RBI bahin|VBTF/VBOF /SA|CCT /MATAG|JJD /CORALLITE|FW /KAY|DTP /NAUPAW|VBTS /GAMAY|NNC,0
/KABALO|JJC /KA|PRS /WALA|VBN /NAKO|RBM /TO|FW /BUHATI|FW,0
/BUGNAW|CCT /UG|NNC /PRESKO|JJD /ANG|DTC /HANGIN|NNC,0
/GISAMPAY|VBTS /NAKO|RBD /ANG|DTC /NILABHAN|VBOF,0
/NIGAWAS|VBTS /SIYA|PRS /PARA|CCT /SA|CCT /AMERIKA|NNC,0
/KANUSAKA|JJD /PA|RBI /MAY|VBH /SAKIT|NNC,0
/UNYA|PRS /GIDALA|VBOF /SIYA|PRS /SA|CCT /YAWA|FW /NGADTO|FW /SA|CCT /SIYUDAD|NNC /NGA|RBI /BALAAN|VBOF /UG|NNCA gitungtong|JJD/CCP /SIYA|PRS /SA|CCT /KINAHITASAN|VBTR /SA|CCT /TEMPLO|NNC,1
/PIRME|FW /RA|FW kang|PRS/CCP /NAGNASAYOP|VBTR /BISAN|NNC /SAYON|NNC /RA|NNC,0
/SA|CCT /INGON|FW /NIANA|FW /MIHUNONG|FW /ANG|DTC /KAMATAY|NNC /SA|CCT /MGA|DTCP /ANAK|NNC /SA|CCT /ISRAEL|NNC,0
/UG|NNCA /MIPUYO|NNC /SI|DTP /JOSE|FW /SA|CCT /EGIPTO|NNC,0
/HINAUT|JJD /NGA|RBI /DI|RBF /MAKALIMOT|VBW /HUNAHUNAON|RBW /NATO|RBT /NGA|RBI /MAGIGSOON|VBTF /TA|NNC,0
/UG|NNCA /SI|DTP /JOKSAN|FW /NANGANAK|VBTS kang|PRS/CCP /SEBA|NNC,0
/GIGANAHAN|VBTS /NILA|PRP /ANG|DTC /MAGGUBAT|VBAF /SA|CCT /MGA|DTCP /NASOD|NNC,0
/WALA|VBN /SAD|FW /KOY|FW /LAIN|FW /NGA|RBI /NAKITA|VBTS /NGA|RBI /NAGABUHATNAGAGAMA|VBTR /ANA|NNC,0
/UG|NNCA /SI|DTP /JUDA|FW /MIILA|FW /KANILA|PRSP,0
/SA|CCT /HUSAY|NNC /SA|CCT /SENADO|NNC /ANING|NNC /BIYERNES|NNC /SA|CCT /SUGYOT|FW /NGA|RBI /BUDGET|FW /SA|CCT /DOH|FW /SA|CCT,0
/GIHATAG|VBTS /NAKO|RBD /ANG|DTC akoang|NNC/CCP /LINGKORANAN|VBTR /SA|CCT /TIGULANG|NNC /NGA|RBI /BABAE|NNC,0
/UG|RBW /MIINGON|VBOF /SIYA|PRS /KINSAY|VBOF /MAKASULTI|VBW kang|PRS/CCP /ABRAHAM|FW /NGA|RBI /SI|DTP /SARA|NNC /MAGAPASUSO|VBW /SA|CCT /MGA|DTCP /BATA|NNC /KAY|DTP /AKO|PRS /NAGANAK|VBTS /KANIYA|PRSP /SA|CCT /USA|NNC /KA|PRS /ANAK|NNC /NGA|RBI /LALAKE|NNC,0
/MAO|JJD /KINI|FW /ANG|DTC /MGA|DTCP /NGALAN|NNC /SA|CCT /MGA|DTCP /ANAK|NNC /NI|DTP /ISRAEL|NNP,0
/PAGASAGDI|NNC /UG|NNC /KUNG|RBK /DILI|RBQ /MAN|RBI /MAHIBALIK|VBW /ANG|DTC /MGA|DTCP /NANGAWALA|VBTS,0
/UG|FW /MISULTI|FW /SI|DTP /JEHOVA|NNPA kang|PRS/CCP /MOISES|NNC,0
/PILA|NNC /MAN|RBI /TE|FW /ANG|DTC /LIMA|JJN /KA|PRS /PALIYA|NNC,0
/NAGPATUGTOG|VBTS /KO|PRS /UG|NNCA /PYANO|NNC,0
/UNSAY|FW /MAHITABO|FW /KON|FW /PINDTON|FW /NATO|FW /TO|FW /NGA|RBI /BOTON|NNC,0
/UG|NNCA /KUNG|CCR /DILI|RBM /MAN|RBI /MAHIBALIK|VBW /ANG|DTC /MGA|DTCP /NANGAWALA|VBTS,0
/SUGOA|NNC /ANG|DTC /MGA|DTCP /ANAK|NNC /SA|CCT /ISRAEL|NNC,0
/UG|NNCA /KANUMAN|PRI /UG|NNCA /USA|NNCA /KA|PRS /LIBO|NNC /KA|PRS /ASNO|NNC,0
/DUGAY|NNC /NA|CCP /NGA|RBI /TOMBOY|NNC /SI|DTP /TABITHA|NNC,0
/DILI|RBM /MO|PRS /BALITARON|FW /ANG|DTC /KATARUNGAN|NNC /NGA|RBI /ANGAY|JJD /SA|CCT lumalangyaw|VBTR/VBAF,0
/ANG|DTC /PATATAS|NNC /DILI|RBM /MO|PRS /KAON|RBW /OG|NNCA /TAWO|NNC,0
/UG|NNCA /ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /GAD|NNC /SI|DTP /ZIPHION|FW,0
/KA|PRS /ANYAG|FW /NGA|RBI /MANIKA|NNC,0
/NIKANTA|VBTS /KAMI|PRP /NISAYAW|VBOF /UG|NNCA /NAGISTORYAHANAY|VBTR /PAGKAHUMAN|NNC /OG|NNCA /PANIHAPON|NNC,0
/DILI|RBM /KA|PRS /MAWALA|VBW /SA|CCT akong|PRS/CCP /PANUMDUMAN|NNC,0
/ANG|DTC /OTEN|FW /SA|CCT /LALAKI|NNC kasagarang|NNC/CCP /NAGPABILIN|VBTS /NGA|RBI /GITAGO|VBOF /SA|CCT /GENITAL|FW /SLIT|FW,1
/UG|NNCA /DIHA|FW /SA|CCT /PULONG|NNC /SA|CCT /DIOS|NNC /SIYA|PRS /NAGHIMO|VBTS /UG|NNCA /DUHA|FW /KA|PRS /QUERUBIN|VBOF /SA|CCT /KAHOY|NNC /NGA|RBI /OLIVO|NNC,0
/DIHA|FW /NGA|RBI akong|PRS/CCP /GIBASA|VBOF kanang|JJD/CCP /LIBRO|NNC /NAGHILAK|VBTS /KO|PRS,0
/KINSA|VBOF /BA|RBI /ANG|DTC /MAKAISIP|VBW /SA|CCT /ABUG|NNC /NI|DTP /JACOB|NNC,0
/PILA|NNC /ANG|DTC /IGSOON|VBTF nimong|NNC/CCP /BABAE|NNC,0
/GUSTO|VBS /NAKO|RBD /MAGBAKASYON|VBW /SA|CCT /POLAND|NNC,0
/BISAN|RBW /KANUSA|JJC /DILI|FW /OG|FW /DILI|FW,0
/GITAWAG|VBOF /KO|PRS /SA|CCT akong|PRS/CCP /USA|NNCA /KA|PRS /HIGALA|VBOF /KAGABII|JJC,0
/GIHIMO|VBTS /NIYA|PRS /ANG|DTC /KAPE|NNC /ALANG|NNC /SA|CCT /TANAN|PRI /KANATO|NNC,0
/PALAKAW|RBD /ANG|DTC /TREN|NNC /SA|CCT /ALAS|FW /NUWEBE|FW,0
/NAGAINOM|VBTS /OG|NNC /TSAA|NNC /ANG|DTC /BATA|NNC /NGA|RBI /BABAE|NNC,0
/POSIBLE|RBT /NGA|RBI /NAGSULTI|VBTS /SIYA|PRS /BAKAK|NNC,0
/UNSA|JJD /NI|DTP /NGA|RBI /KLASE|NNC /NGA|RBI /ISDA|NNC,0
/HANGTOD|RBW /NGA|RBI /HINAYHINAY|VBTS /NILA|PRP /NGA|RBI /GIDAWAT|VBOF /NGA|RBI /DILI|NNCA /GYUD|FW /NAKO|RBM /MABUHIAN|VBW /ANG|DTC akong|PRS/CCP /MGA|DTCP /BINUHI|NNC /NGA|RBI /HAYOP|NNC,1
/DILI|RBR /AKO|PRS arang|PRQ/CCP /MAKADALA|VBW /NGA|RBI /USA|NNCA /RA|NNCA niining|RBD/CCP /TIBOOK|VBOF /NGA|RBI /KATAWOHAN|NNC,0
/UG|NNCA /MAGAPUYO|VBAF /KA|PRS /SA|CCT /YUTA|NNC /SA|CCT /GOSEN|NNC,0
/UG|NNCA /ANG|DTC /MGA|DTCP /ISDA|NNC /NGA|RBI /ANAA|JJD /SA|CCT /SUBA|FW /MANGAMATAY|NNC,0
/GUSTO|VBS /NAKO|RBD /MAHATAGAN|VBW /OG|NNCA /HUSTISYA|NNC /ANG|DTC /PAGKAMATAY|NNC /SA|CCT akoang|NNC/CCP /ANAK|NNC,0
/UG|NNCA /MGA|DTCP /BALAY|NNC /NGA|RBI /NADASUK|VBTS /SA|CCT tanang|RBD/CCP /MGA|DTCP maayong|JJD/CCP /BUTANG|NNC,0
/UG|NNCA /ANG|DTC /TANAN|PRI /NGA|RBI /BUHI|RBM /UG|NNCA /NAGASALIG|VBTR /KANAKO|NNC /DILI|JJD /NA|CCP /GAYUD|NNC /MAMATAY|VBW /MOTOO|RBT /BA|RBI /IKAW|PRS /NIINI|FW,0
/KANUNAY|JJD /NGA|RBI /NAGAPAGHOT|VBTR /ANG|DTC akong|PRS/CCP /IRO|NNC,0
/UG|NNCA /ANG|DTC /MGA|DTCP /TAWO|NNC /NGA|RBI /GISUGO|VBOF /NI|DTP /MOISES|FW /SA|CCT /PAGPANIID|NNC /SA|CCT /YUTA|NNC,0
/UG|NNC /SA|CCT /DIHA|FW /NGA|RBI /SI|DTP /DAVID|FW /NAKADUNGOG|VBTS /NGA|RBI /SI|DTP /NABAL|FW /NAMATAY|VBTS,0
/SA|CCT /QUEENSLAND|FW kaniadtong|JJD/CCP /OKTUBRE|NNC,0
/MAS|JJCC /TIGULANG|JJD /PA|RBI /SI|DTP /NANAY|NNC /KAY|DTP /TATAY|NNC,0
/UNSA|JJD /ANG|DTC ilang|PRQ/CCP /ITUKOD|FW /DIRI|FW /NGA|RBI /LUGAR|NNC,0
/WALA|VBN /MI|NNCA /IRO|FW /APAN|FW /TALING|FW /LANG|RBI,0
/WALAY|RBF /MOPAKABANA|NNC /SA|CCT /IMONG|NNC /MGA|DTCP /GINAINGON|NNC,0
/APAN|RBD /SI|DTP /LOT|FW /MITUNGAS|FW /GIKAN|FW /SA|CCT /ZOAR|FW,0
/ANG|DTC /INGLES|FW /NGA|RBI /KOMONWELT|NNC /KADIYOT|CCB /NGA|RBI /NABUHI|VBTS,0
/SI|DTP /ESAU|FW /NAGPILI|VBTS /UG|NNCA iyang|PRO/CCP /MGA|DTCP /ASAWA|NNC /SA|CCT /MGA|DTCP /ANAK|NNC /NGA|RBI /BABAYE|RBT /NGA|RBI /CANAANHON|FW kang|PRS/CCP /ADA|NNC /ANAK|NNC /NGA|RBI /BABAYE|VBTF /NI|DTP /ELON|FW /NGA|RBI /HETEHANON|NNC,0
/LUNHAW|VBAF /OG|FW /ABOHON|FW /ANG|DTC /KOLOR|NNC /SA|CCT /HABOL|NNC,0
/ANG|DTC ubang|JJD/CCP /MGA|DTCP /AUDITOR|NNC /NAPUGOS|VBTS /SA|CCT /PAGPIYONG|NNC /SA|CCT ilang|PRQ/CCP /MGA|DTCP /MATA|NNC /KUNG|CCR /WALA|VBN /SILA|PRP /NAHADLOK|VBTR /O|CCT /GIPATAY|NNC,0
/HOY|FW /TOMAS|FW /KALIMTI|FW /NA|CCP imong|PRO/CCP /KABALAKA|NNC,0
/UG|NNCA /ANG|DTC /MGA|DTCP /ANCIANO|NNC /SA|CCT /KATILINGBAN|NNC /MANAGBUTANG|NNC /SA|CCT ilang|PRQ/CCP /KAMOT|NNC /SA|CCT /IBABAW|NNC /SA|CCT /ULO|NNC /SA|CCT lakeng|NNC/CCP /VACA|FW /SA|CCT /ATUBANGAN|NNC /NI|DTP /JEHOVA|NNPA /UG|FW /SA|CCT /ATUBANGAN|NNC /NI|DTP /JEHOVA|NNPA /PAGAPATYON|NNC /NILA|PRP kadtong|NNC/CCP /LAKENG|FW /VACA|FW,0
/UG|NNCA /GIPALUBOG|VBOF /NIYA|PRS /ANG|DTC /MGA|DTCP /CAMELLO|NNC /SA|CCT /GAWAS|NNC /SA|CCT /LUNGSOD|NNC,0
/UG|NNC /SA|CCT /NAHAUNA|VBTS /NGA|RBI /ADLAW|RBI /MAGAKUHA|VBTF /KAMO|JJD /UG|NNCA /MGA|DTCP /BULIG|FW /NGA|RBI /ADUNAY|RBR /BUNGA|NNC /SA|CCT /KAHOY|NNC /NGA|RBI /MAANINDOT|VBW,0
/SI|DTP /MAGANES|FW /NAIGO|FW /SA|CCT /ULO|NNC /UG|NNCA /NAMATAY|VBTS /DIHADIHA|NNC,0
/ANG|DTC /AMIGO|NNC /SA|CCT /KALISOD|NNC /KAY|DTP /AMIGO|FW /NGA|RBI /TINUOD|VBOF,0
/SA|CCT /KA|PRS /TUIG|JJD /NGA|RBI /PANAHON|NNC,0
/NAGTAGO|VBTS /SI|DTP /TOMAS|NNPA /SA|CCT /ILALUM|NNC /SA|CCT /HIGDAANAN|NNC,0
/UG|NNCA /MIGULA|FW /GIKAN|FW /SA|CCT /EDEN|FW /ANG|DTC /USA|NNCA /KA|PRS /SUBA|NNC /SA|CCT /PAGTUBIG|NNC /SA|CCT /TANAMAN|FW /UG|FW /GIKAN|FW /DIDTO|FW /NABAHIN|VBTS /KINI|FW /UG|FW nahimong|VBTS/CCP /UPAT|FW /KA|PRS /MGA|DTCP /SANGA|NNC,0
/NAGPUYO|VBTS /KA|PRS /BA|RBI /DINHI|NNC,0
/DILI|JJD /SAMA|NNC /SA|CCT /MGA|DTCP /LAKI|NNC,0
/UG|NNCA /TANAWA|FW miatubang|VBOF/CCP /KANIYA|PRSP /ANG|DTC /USA|NNCA /KA|PRS tawong|NNC/CCP nanghupong|VBTR/CCP,0
/KINI|FW /MAOY|FW /USA|FW /KA|PRS /ADLAW|RBI /NGA|RBI /IGPAPAHULAY|VBTR /SA|CCT /BALAAN|VBOF /NGA|RBI /PAHULAY|JJD /ALANG|CCT /KANINYO|NNC,0
/NGA|RBI /KINI|FW /DILI|FW /MAHIMONG|VBW kasakit|CCB/CCP /KANIMO|NNC,0
/UG|NNCA /KAMI|PRP /GIDALA|VBOF /NIYA|PRS niining|VBTS/CCP /DAPITA|NNC,0
/UG|NNCA /ANG|DTC /LIMA|CDB /KANINYO|NNC,0
/NAGABASA|VBTS /KO|PRS /OG|NNCA /LIBRO|NNC,0
/NAGLUTO|VBTS /OG|FW /BANGSILOG|FW /SI|DTP /WALLY|FW,0
/ISAGOL|VBOF /ANG|DTC /HUMAY|NNC /SA|CCT /ITLOG|NNC /UG|NNC /TOYO|NNC,0
/DILI|RBM /TO|FW inusarang|VBOF/CCP /GIBUHAT|RBD /NI|DTP /TOM|NNP,0
/GIPAKAON|VBOF /NI|DTP /ANTONIO|FW /ANG|DTC /PANAKSAN|NNC /SA|CCT /TINUTONG|NNC,0
/WALA|VBN /BA|RBI /KINI|FW /IKASUGILON|FW /SA|CCT akong|PRS/CCP /GINOO|NNC kong|PRS/CCP /UNSAY|NNC akong|PRS/CCP /GIBUHAT|VBOF /SA|CCT /GIPAMATAY|NNC /NI|DTP /JEZABEL|FW /NGA|RBI /MGA|DTCP /MANALAGNA|NNC /NI|DTP /JEHOVA|NNPA,0
/BAGO|RBW /RA|JJN /MI|NNCA /NAHUMAN|VBTS /UG|NNCA /PAGPANGLIMPYO|NNC /SA|CCT /MGA|DTCP /KASILYAS|NNC,0
/ABOGADO|NNC akong|PRS/CCP igsuon|VBTS/VBOF /SAUNA|NNC,0
/WA|RBF /KAY|DTP /ABILIDAD|NNC /NGA|RBI /MAKATABANG|VBW /SA|CCT /BISAN|RBW /KINSA|JJD,0
/UG|NNCA /SIYA|PRS /MIINGON|VBTF kang|PRS/CCP /BALAC|FW /TUMINDOG|FW /KA|PRS dinhi|VBTS/VBOF /HADUOL|NNC /SA|CCT /IMONG|NNC /HALADNGASINUNOG|NNC,0
/ANG|DTC kaarang|NNC/CCP /NI|DTP /KELSEN|NNC /SA|CCT /PAGPAGAAN|NNC /SA|CCT /OPINYON|NNC /TALIWALA|NNC /SA|CCT /NATUKOD|VBTS /NGA|RBI /LIGAL|JJD /NGA|RBI /MGA|DTCP /ISKOLAR|NNC /NGA|RBI /PADAYON|JJD /NGA|RBI /NAKAIMPLUWENSYA|VBTS /SA|CCT /PAGDAWAT|NNC /SA|CCT iyang|NNC/CCP /MGA|DTCP /SINULAT|VBTS /PAGKAHUMAN|NNC /SA|CCT iyang|NNC/CCP /PAGKAMATAY|NNC,0
/NI|DTP /AMBAK|NNC /SIYA|PRS /PATAAS|JJD /SA|CCT /KANAL|NNC,0
/UG|NNCA inyong|PRSP/CCP /GIPATAY|VBOF /ANG|DTC /MAGUUGDA|NNC /SA|CCT /KINABUHI|NNC,0
/NAKA|RBD /ADTO|RBD /NA|CCP /BA|RBI /KA|PRS /SA|CCT /PARIS|NNC,0
/UG|NNCA /GIBUKSAN|VBOF /SA|CCT /DIOS|NNC /ANG|DTC iyang|NNC/CCP /MGA|DTCP /MATA|NNC,0
/PIRME|FW kang|PRS/CCP /NAGPALABAN|VBTS /BISAN|RBW /WALAY|RBF /KLARO|JJD /NGA|RBI /RASON|NNC,0
/GIBISITA|JJD /NA|CCP /NAKO|RBD /ANG|DTC /ESTADOS|NNC /UNIDOS|NNC,0
/HIMOA|FW /NGA|RBI /MABUHI|VBW /UNTA|JJN /SI|DTP /RUBEN|FW /UG|FW /DILI|FW /MAMATAY|VBW /UG|NNCA /DILI|FW /UNTA|FW /MAGKADIYUT|FW /ANG|DTC iyang|NNC/CCP /MGA|DTCP /LALAKE|NNC,0
/NAGSHAWER|VBTR /AKO|PRS /USA|NNCA /NAMAHAW|VBTS,0
/ANG|DTC /ECOSYSTEM|NNC /SA|CCT /BAKHAW|FW /USA|FW /KA|PRS /LAINLAIN|VBOF /UG|NNCA /PUYANAN|NNC /SA|CCT daghang|NNC/CCP /MGA|DTCP /LANGGAM|NNC,0
/SA|CCT /DIHA|FW /NGA|RBI /ANG|DTC tawong|NNC/CCP /MATARUNG|JJD /MOBIYA|NNC /GIKAN|NNC /SA|CCT iyang|NNC/CCP /PAGKAMATARUNG|NNC,0
/UG|NNCA /NAHITABO|VBTS /NGA|RBI /SA|CCT /GIPAGAWAS|JJD /NA|RBI /SILA|PRP,0
/TUNGOD|NNC /SA|CCT /GRABE|FW /NGA|RBI /KASINA|JJCC,0
/NAHUPTAN|VBTS /SA|CCT /KAPULISAN|NNC /UG|NNC /GIBALHOG|NNC /SA|CCT /SELDA|NNC /ANG|DTC /DUHA|NNC /KA|PRS /SUSPEK|NNC /SA|CCT /PAGPATAY|NNC /SA|CCT /USA|NNC /KA|PRS /MANAGER|FW /SA|CCT /BANGKO|NNC,0
/IKAW|PRS /BA|RBI /ANG|DTC /KINAMANGHURAN|NNC,0
/PILA|NNC /MAN|RBI inday|VBTS/VBOF /ANG|DTC /LIMA|JJN /KA|PRS /LUNHAW|VBAF /PA|RBI /NGA|RBI /KAMATIS|NNC,0
/NAGPUYO|VBTS /SIYA|PRS /SA|CCT /NATARAN|VBTS /SA|CCT /ESKWELAHAN|NNC,0
/HALOS|JJD /TANAN|PRI /NA|CCP akong|PRS/CCP /NAKITA|VBTS /KAY|DTP /NAGASUOT|VBTS /NA|CCP /OG|FW /FACE|FW /MASK|FW /UG|FW /FACE|FW /SHIELD|FW /LABAW|FW /NA|CCP /SA|CCT /GAWAS|NNC /SA|CCT /PANIMALAY|NNC,0
/UG|NNCA /SI|DTP /MOISES|FW /MIINGON|FW kang|PRS/CCP /HOBAB|NNC,0
/KARON|NNC /MADAGUMON|VBW /ANG|DTC /LANGIT|NNC,0
/PIRME|FW kang|PRS/CCP /NAGLIKAY|VBTS /SA|CCT /MGA|DTCP /RESPONSIBILIDAD|NNC /SA|CCT /TRABAHO|NNC,0
