word,frequency
mamanhid,1
mamanifest,1
mamatay,18
mamaya,12
mambubulabog,1
mameh,3
mamigay,1
mamili,1
mamimilipit,1
mamimiss,1
mamsh,1
mamula,1
mamumuno,1
manahimik,7
manakit,2
mananagot,2
mananakit,1
mananakmal,1
mananalo,2
mandamay,1
mandidiri,1
mangagat,1
mangarap,1
mangbash,2
mangdiscredit,1
manggagamit,2
manggago,1
manghihinayang,1
manghimasok,1
manghingi,1
manghuhula,1
mangiiwan,1
mangilabot,1
manginginom,1
mangmang,2
mangtaga,1
mangtani,1
mangumpisal,1
mangungulila,1
mangungumusta,1
mangyari,2
mangyaring,1
mangyayare,1
mangyayari,1
manhid,2
maniniwala,5
maniwala,1
manloloko,2
manok,5
manong,1
manood,2
manuod,3
manuyo,1
manyak,1
manyakis,1
maopen,2
mapagkakamalan,1
mapagpanggap,1
mapagsabihan,1
mapagtitiyagaan,1
mapahiya,1
mapakali,2
mapakinggan,1
mapangasar,1
mapaninja,1
mapano,1
mapanormal,1
mapapa,2
mapapaayos,1
mapapagod,1
mapapahiya,1
mapapakamot,1
mapapala,1
mapapamura,3
mapapatanggap,1
mapasa,1
mapasama,1
mapera,1
mapili,2
mapinned,1
mapipigilan,1
maplay,1
mapost,2
mapuno,1
mapuputol,2
maputi,1
maputulan,1
mapuyat,1
maranasan,1
mararamdaman,1
mareach,1
marekoy,1
mareport,1
marinel,1
marsie,1
marumi,1
marunong,4
marupok,3
masabi,3
masagot,1
masakit,18
masaktan,1
masama,17
masamang,1
masarap,3
masasabi,2
masasagot,4
masasakalin,1
masasako,1
masasakyan,1
masasapak,1
masasayang,1
masayang,1
masend,1
masisikmura,1
maskip,1
masokista,2
maspam,1
mastress,2
masubo,1
masunod,1
masuntok,1
masunurin,1
masuspended,1
masusuhulan,1
masyado,16
masyadong,4
mataas,1
mataba,3
matagal,6
matalinhagang,1
matalino,4
matalo,2
matamaan,1
matanda,1
matandaan,1
matanggap,2
matangkad,1
matapang,1
matapos,6
matatalino,1
matatanggal,1
matatapang,1
matatapos,2
matatawa,1
matay,1
matigas,3
matiis,1
matino,4
matinong,1
matipid,1
matitigan,2
matiwasay,1
matulog,19
matuloy,2
matulungan,2
matuluyan,1
matunawan,1
matusok,1
matuto,1
matutulog,14
matutunan,1
matutuwa,1
matutuyo,1
maubos,2
maulan,1
maulol,1
mautak,1
mauubos,1
mauurat,1
mauutak,1
mauuto,2
maverify,2
mawala,2
mawalan,1
mawalawala,1
mawawala,3
mayabang,3
mayaman,1
maynila,2
maynilad,3
mayrong,1
mayroon,2
medschool,1
medyas,1
mekaniko,2
memental,1
mensahe,1
meryenda,1
mewgulf,1
mfal,1
mgawa,1
mheljen,1
mhie,5
mibf,1
michaeng,1
michy,2
milaapo,1
milktea,1
mimeet,1
mimiss,1
minadali,1
minamaliit,1
minamani,1
minamanifest,1
minamanipula,1
minamarinate,1
minamartilyo,1
minamartyr,1
minana,1
minesage,1
mingaw,1
mingyu,1
minju,1
minumura,1
minutong,1
minyday,1
mirriam,1
mismam,1
mismong,1
miyaw,1
miyembro,1
mmatch,1
monthsary,1
moonton,1
moregrabcarsnow,1
motherinlaw,1
motibo,1
mukang,3
mukhain,1
mukhang,12
mumukha,1
mumulat,1
munang,1
mundong,1
munisipyo,1
muntik,12
murahin,2
mwcla,1
myday,5
mygad,1
naaalala,1
naabutan,4
naadd,1
naalala,19
naalis,1
naasan,1
nababadtrip,2
nababakla,2
nababaliw,4
nababasa,2
nababastos,1
nababawasan,1
nabagsak,1
nabalik,1
nabangga,1
nabanggit,1
nabasa,1
nabasag,1
nabaterya,1
nabelang,1
nabeng,1
nabibili,1
nabibiling,1
nabibitter,1
nabili,3
nabobo,1
nabobobo,1
nabother,1
nabubudol,1
nabuhos,1
nabuhusan,1
nabuksan,1
nabulok,1
nabuntis,1
nabwiset,1
naccamp,1
naclutch,1
nacrushback,1
nacucurious,1
nadadamay,2
nadagdag,1
nadapa,3
nadating,2
nadawit,1
nadelete,2
nadradrain,1
naduduleng,1
nadulas,1
naedit,2
naeexcite,3
naencounter,1
naexperience,2
nagaadd,1
nagaantay,1
nagaaral,1
nagaargue,1
nagaaway,2
nagagalit,1
nagagamit,1
nagaganyan,1
nagagawa,5
nagalit,1
nagaral,1
nagastos,2
nagawa,7
nagaway,1
nagaya,1
nagbabago,1
nagbabasa,1
nagbabayad,1
nagbago,1
nagbalikan,1
nagbarilan,1
nagbebreak,2
nagbibigay,1
nagbibiro,1
nagbibiruan,1
nagbranch,1
nagbreakdown,1
nagbugagah,1
nagcecellphone,1
nagchachat,4
nagchat,1
nagchecheck,1
nagcocode,1
nagcomment,3
nagconfess,2
nagcracram,1
nagdadala,1
nagdala,1
nagdamot,1
nagdedelete,1
nagdelete,1
nagdirect,1
nagdudrums,1
nageemote,1
nageerror,1
nagenglish,2
nagexpect,1
naggreet,1
naghabol,1
naghahakot,1
naghahanap,4
naghalo,1
naghatid,1
nagheart,1
naghihintay,1
naghihirap,2
naghintay,2
naghrim,1
nagiging,9
nagigisng,1
nagiinom,1
nagiisang,2
nagimbita,1
nagising,5
nagiyakan,1
nagka,3
nagkacatcall,1
nagkakagusto,1
nagkakanin,1
nagkakaroon,1
nagkakasakit,1
nagkakaso,1
nagkakatuluyan,1
nagkakaulam,1
nagkalat,2
nagkaron,1
nagkaroon,3
nagkasakit,1
nagkataon,1
nagkatechnical,1
nagkatinginan,1
nagkausap,1
nagkecrave,1
nagkita,2
nagko,1
nagkwekwento,1
naglabasan,1
naglaho,2
naglalabas,1
naglalagi,1
naglalakad,3
naglalangib,1
naglalaro,1
naglalason,1
naglaplapan,1
naglaro,1
nagliliyab,1
naglivestream,1
nagloloading,1
nagloloko,1
nagluluto,1
nagmadaling,1
nagmahal,1
nagmamaasim,1
nagmamadali,2
nagmamahal,1
nagmamanifest,1
nagmamasipag,1
nagmana,1
nagmarcos,1
nagmukha,3
nagmukukha,1
nagmumukha,1
nagmumukhang,2
nagmumurang,1
nagnonotify,1
nagnotif,2
nagofficer,1
nagooverthink,1
nagpa,1
nagpaadjust,1
nagpabudol,1
nagpahinga,1
nagpakalasing,1
nagpakantot,1
nagpakulay,1
nagpapagod,1
nagpapaiyak,2
nagpapakahirap,1
nagpapakain,1
nagpapakatanga,1
nagpapakulay,1
nagpapakyut,1
nagpapalit,1
nagpapanggap,1
nagpapanic,1
nagpapapansin,1
nagpapasalamat,1
nagpapatugtog,1
nagpapatulog,1
nagpapaturo,1
nagpapawala,1
nagparinig,1
nagpasama,1
nagpasimula,1
nagpatalo,1
nagpaulan,3
nagpex,1
nagpopost,3
nagpost,1
nagpreorder,1
nagprivate,1
nagpunta,1
nagpuyat,1
nagquit,1
nagrecord,1
nagreply,1
nagrequest,1
nagrereact,1
nagrereklamo,1
nagrereply,1
nagreretweet,1
nagrereview,2
nagsabi,3
nagsabing,3
nagsala,1
nagsalita,1
nagsama,1
nagsara,1
nagsasabi,2
nagsasabing,1
nagsasalita,1
nagsasayang,1
nagseen,1
nagsend,1
nagsesend,1
nagsesenyasan,1
nagsidinunhaling,1
nagsink,1
nagsisi,1
nagsisimula,3
nagsisinungaling,1
nagsisisi,2
nagsorry,1
nagsoscroll,1
nagstory,1
nagsuka,1
nagsusunog,1
nagtanim,1
nagtanong,4
nagtatae,1
nagtatago,1
nagtataka,1
nagtatanong,2
nagtatanongang,1
nagtetraining,1
nagtitiktok,1
nagtitinda,1
nagtitweet,1
nagtitwitter,1
nagtiwala,1
nagtmsd,1
nagtotolerate,1
nagttweet,1
nagttyaga,1
nagtweet,2
naguguluhan,2
nagulat,6
nagulo,1
nagunfollow,1
nagupdate,2
nagutom,1
nagvavalo,1
nagviview,1
nagwawalwalan,1
nagwelcome,1
nahagulgol,2
nahalungkat,1
nahampas,1
nahanap,2
nahati,1
nahawakan,1
nahighlight,1
nahihibang,1
nahihilo,4
nahihirapan,1
nahihiya,7
nahikayat,1
nahilo,2
nahirapan,1
nahiya,3
nahohome,1
nahuli,2
nahulog,4
naiihi,2
naiimpake,1
naiinggit,1
naiingit,1
naiinis,10
naiinsecure,1
naiirita,4
naiisip,4
naiistress,3
naiiyak,30
nailusot,1
nainform,1
nainlove,1
naintindihan,1
naiomi,1
naipamimigay,1
naipasok,1
naipit,1
naipon,1
naisip,9
naisipan,1
naistress,1
naituro,1
naiwan,2
naiyak,4
nakaalis,1
nakabalik,1
nakabasa,1
nakabili,1
nakabukaka,1
nakabukas,2
nakadalaw,1
nakadalawang,1
nakadroga,1
nakafollow,1
nakagamit,2
nakagimmick,1
nakahanap,1
nakahiga,1
nakahula,1
nakailag,1
nakailang,3
nakain,1
nakaka,38
nakakaalam,1
nakakabadtrip,2
nakakabaliw,1
nakakabili,1
nakakabobo,1
nakakadala,2
nakakadelulu,1
nakakadiri,3
nakakadrain,1
nakakagigil,2
nakakahilo,1
nakakahiwa,1
nakakahiya,6
nakakahulas,1
nakakainggit,3
nakakainis,8
nakakairita,4
nakakaiyak,11
nakakakaba,2
nakakakilala,1
nakakakiliti,1
nakakakita,2
nakakakuha,2
nakakakupal,1
nakakalimot,1
nakakalimutan,2
nakakalipas,1
nakakaloka,4
nakakamatay,1
nakakamiss,1
nakakanood,1
nakakapag,1
nakakapagod,4
nakakapagtoothbrush,1
nakakapandilim,1
nakakapanglambot,1
nakakapangsisi,1
nakakapanibago,1
nakakaparanoid,1
nakakapatay,1
nakakapawis,1
nakakaproud,1
nakakasabog,1
nakakasira,2
nakakastress,3
nakakasulasok,1
nakakatakot,2
nakakatamad,3
nakakatanda,1
nakakatrauma,2
nakakatulog,1
nakakatuwa,2
nakakaubos,1
nakakaulol,2
nakakaupo,1
nakakausap,1
nakakawala,1
nakakexcite,1
nakaktanda,1
nakakuha,2
nakalabas,1
nakalagay,2
nakaleave,1
nakalimot,1
nakalimutan,11
nakamit,1
nakangiti,2
nakapag,1
nakapagbreakdown,1
nakapakyu,1
nakapasa,1
nakapink,1
nakapost,1
nakapunta,1
nakaraan,1
nakaraang,1
nakarecord,1
nakasando,1
nakatakas,2
nakatakip,1
nakatapos,1
nakatayo,1
nakatingin,2
nakatulala,1
nakatulog,5
nakaupo,1
nakaw,1
nakawala,1
nakick,1
nakiiyak,1
nakiki,2
nakikiaircon,1
nakikidede,1
nakikigaya,1
nakikinig,1
nakikipag,2
nakikipaghiwalay,2
nakikisagap,1
nakikisali,1
nakikisama,1
nakikisquad,1
nakikita,12
nakikitang,1
nakilala,1
nakipag,3
nakisali,1
nakong,1
nakuha,3
nakuhang,2
nakukuha,3
nalaglag,2
nalagyan,1
nalala,2
nalalaglag,1
nalalagyan,1
nalalaman,1
nalalanghap,1
nalaman,9
nalason,1
naleak,2
nalibang,1
naligaw,1
naliligaw,1
naliligo,1
nalilimutan,1
nalilito,1
nalock,1
nalugi,1
naluluha,1
nalulungkot,3
nalungkot,1
namalayan,2
namali,1
namam,1
namamakla,1
namamasyal,1
namamawis,1
namatay,4
namatok,1
namimiss,1
namiss,4
namove,1
namutla,1
nanagasa,1
nanahimik,4
nanakaw,1
nanakit,4
nanalo,4
nanaman,90
nanamang,1
nananakot,1
nandidilim,2
nandito,2
nandon,2
nangaasar,1
nangagat,1
nangako,1
nanganak,1
nangangalahati,1
nangangamoy,1
nangangati,1
nangangatog,2
nangdidiri,1
nanggaling,3
nanggigigil,2
nanggulo,1
nanghahagis,1
nanghihina,1
nanghihinayang,1
nanghihingi,2
nanghingi,2
nanginginig,8
nangingisay,2
nanginig,1
nanglalason,1
nangloloko,1
nangongopya,1
nangungulila,1
nangyari,9
nangyayari,4
naninikip,2
naninira,4
naniniwala,4
naniniwalang,1
naniwala,1
nanlambot,1
nanliit,1
nanlilimahid,1
nanonood,3
nanood,2
nanuod,1
napadalawang,1
napadpad,1
napag,1
napagalitan,1
napagbigyan,1
napaghahalataan,1
napagod,2
napahanap,1
napaka,47
napakabobo,1
napakacute,1
napakadaming,1
napakadaya,1
napakagago,3
napakaganda,1
napakahirap,1
napakakupal,1
napakalonely,1
napakapanget,1
napakapogi,1
napakasakit,3
napakasaya,1
napakatagal,1
napakatatanga,1
napakawalanghiya,1
napakilig,1
napalitan,1
napamura,1
napanaginipan,3
napanood,4
napansin,5
napaoverthink,1
napapack,1
napapadpad,1
napapagkamalang,1
napapagod,2
napapahilamos,1
napapaluha,1
napapanood,1
napapansin,1
napapasubo,1
napapatalon,1
napasa,1
napasigaw,1
napasok,1
napatawa,1
napatay,1
napawisan,1
napicturan,2
napindot,4
napipikon,1
napopoot,1
napost,1
napulot,1
napuno,1
napunta,2
napupuno,1
napupunta,1
naputol,1
naquote,1
naramdaman,2
naranasan,1
naranasang,1
narape,1
nararamdaman,7
nararanasan,1
nararapat,3
narating,2
narcos,1
narealize,2
narecognize,1
narehab,1
narerealize,1
narinig,1
naririndi,2
naririnig,3
nasaan,13
nasabi,3
nasabihan,2
nasagot,1
nasaktan,2
nasan,2
nasasabi,1
nasasaktan,5
nascam,1
nascreenshot,1
naseen,1
nasend,1
nasigaw,1
nasimulan,1
nasindi,1
nasiraan,1
naspoil,2
nasstress,2
nastress,3
nasugod,1
nasunog,1
nasusuka,4
natagpuan,2
natakot,1
natakpan,1
natalisod,1
natalo,3
natamaan,1
natanggal,1
natanong,1
natapon,1
natapos,9
natatae,3
natatakot,3
natatamaan,1
natatandaan,1
natatawa,6
natatype,1
natauhan,1
natawa,6
natawag,2
naten,1
natigil,1
natinik,1
natira,2
natitirang,1
natulog,3
natuloy,1
natupad,1
naturingang,1
natuto,2
natutulili,1
natutulog,3
natututunan,1
natutuwa,3
naubos,1
naudlot,1
nauna,1
naunahan,1
naunang,1
nauntog,2
nauso,1
nausog,1
nauubos,2
nauulol,5
naview,1
nawala,15
nawalan,4
nawawala,7
nawawalan,1
nawelcome,1
naweweirduhan,1
nayellow,1
nayeon,7
nctzen,3
negatibo,1
neozep,1
netong,1
nextweek,1
neyshin,1
ngayong,8
ngek,1
ngingipin,1
nginig,3
ngipin,5
ngiti,3
ngumingiti,1
ngunit,1
ngyon,1
ni,205
nilabas,1
nilagay,2
nilagnat,1
nilagyan,3
nilait,1
nilalabanan,1
nilalagay,1
nilalagnat,1
nilalang,2
nilalanghap,1
nilapag,1
nilaro,2
niloko,1
niloloko,3
niluluto,1
ninakaw,1
ninjavan,1
ninyong,1
niregaluhan,1
nireklamo,1
nireplyan,1
nireport,2
nirerecruit,1
nirereplyan,1
nirespeto,1
niscreen,1
nisulod,1
nitong,11
niyakap,1
niyan,23
niyang,6
niyong,34
nominist,1
nonosebleed,1
norenmin,1
novdec,1
nubayang,1
nukim,1
nunal,1
nutribun,2
nyoging,1
nyong,1
nyoo,2
o,23
obito,1
ohmygosh,1
okasyon,1
oliviang,1
omegle,2
omsim,1
onay,1
onince,1
onti,2
onting,3
ooffend,1
ooffer,2
ooverthink,1
oposisyon,1
orasyon,1
orchem,1
otornim,1
overthink,3
overthinker,1
owss,1
p,1
paabutin,1
paalam,2
paalis,1
paaminin,1
paanakin,1
paandar,1
paano,38
paasa,2
paawa,1
pababa,3
pabango,1
pabayaan,1
pabente,1
pabida,1
pabigat,1
pabor,1
paborito,1
pabuhat,1
pabulong,1
pacool,2
pacute,1
padaan,3
padin,7
pagaling,1
pagalit,1
pagawa,2
pagbabago,3
pagbabayarin,2
pagbigyan,1
pagbisita,1
pagbubunganga,1
pagbulong,1
pagchecheck,1
pagcoconfess,1
pagdalaw,1
pagdating,3
paggamit,1
pagiging,15
pagiisip,1
pagka,1
pagkabusina,1
pagkahaba,1
pagkahagis,1
pagkaharap,1
pagkahibang,1
pagkain,2
pagkakaalam,1
pagkakamali,1
pagkakataon,1
pagkakatiwalaan,1
pagkalasing,1
pagkalipas,1
pagkapindot,1
pagkasabing,1
pagkatao,4
pagkatapos,3
paglalagay,1
paglaruan,1
paglaruin,1
pagliha,1
pagmamahal,1
pagmamahalan,1
pagmamaneho,2
pagmumukha,2
pagmumura,1
pagnakuha,1
pagod,24
pagpapa,1
pagpapahingahin,1
pagpapalaki,1
pagpapalin,1
pagpatak,1
pagpili,1
pagpuna,1
pagrarush,1
pagsabi,2
pagsagot,2
pagsalitaan,1
pagsama,1
pagsamantalahan,1
pagselosan,1
pagselosin,1
pagseself,1
pagtaasan,1
pagtakip,1
pagtawag,1
pagtingin,1
pagtrato,1
pagupit,1
paguran,1
pagusapan,1
paguusapan,1
pahamak,3
pahinga,6
paikutin,1
pait,1
paiyak,1
paiyakin,1
pakaba,1
pakainin,1
pakana,1
pakasal,1
pakialam,7
pakikipag,1
pakikitungo,1
pakikuha,1
pakilinaw,1
pakilubog,1
pakiramdam,10
pakireport,1
pakirot,2
pakiss,2
pakitang,1
pakpak,1
pakshet,357
pakshit,1
pakulong,1
pakyu,337
pakyut,1
palaasa,1
palabas,2
palabasa,1
palag,3
palagi,10
palaging,1
palaka,1
palalalain,1
palambing,1
palamig,1
palamunin,1
palamura,1
palang,22
palanood,1
palapit,2
palayasin,1
palibhasa,5
paligid,1
paliguan,1
palitan,5
paliwanag,1
paluwagan,1
pamalit,1
pamamahay,1
pamangkin,2
pamasko,1
pambansang,4
pambili,1
pambubudol,1
pameeting,1
pamilya,16
pamilyado,1
pamilyadong,1
pamilyang,1
pampalubag,1
panaginip,3
panahon,4
panahong,1
panalo,1
pananagutin,1
panandaliang,2
panarrative,1
pandikit,1
pangalan,9
pangalawa,1
pangalawang,1
panganay,1
pangarap,5
panget,22
panggap,1
pangit,32
pangmarangal,1
pangpay,1
pangpokpok,1
pangulo,1
paniguradong,1
paninda,1
panindigan,3
paningin,4
paniniwala,1
panira,2
paniwalaan,3
panlalamang,1
panloloko,1
pannchoa,1
panoorin,2
pansin,1
pantal,1
pantay,2
pantustos,1
panukala,1
panuorin,3
paomaj,1
papaaral,1
papack,1
papafollow,1
papaikot,1
papakain,1
papakainteractive,1
papakilala,1
papakiligin,1
papakitaan,1
papalabasin,1
papalagyan,1
papalambutin,1
papalayasin,1
papaloko,1
papam,1
papanggap,1
papangit,1
papaniwalaan,1
papansin,2
paparamdam,1
paparami,1
papasa,2
papasensya,1
papasok,2
papasukan,1
papatayin,2
papatol,2
papatulan,2
papauto,2
papayag,2
papunta,2
papuntang,2
paraan,3
paramdam,1
parating,1
parehas,10
pareho,8
parelax,1
pareparehas,1
partylist,1
pasabi,2
pasahan,2
pasakal,1
pasalamat,2
pasalamatan,1
pasanin,1
pasasampahan,1
pasaya,1
pascroll,1
pasensiya,1
pasensya,16
pashneya,1
paswelduhin,1
patahimikin,1
patakalan,1
patakbo,1
patalo,1
patanga,1
patapos,2
patattoo,1
patawarin,1
patay,6
patayin,5
patulog,1
patulong,2
patuloy,1
paturok,1
patutulugin,1
paubos,1
paulit,1
paulitulit,1
pauso,1
pausong,1
pauwi,3
pauwiin,4
pawer,1
pawis,2
pawisan,1
payag,2
payapa,1
payat,1
pelikula,1
pepetiks,1
persida,1
petrolyo,1
pettiest,1
pexer,1
peyt,1
pgag,1
pghihirap,1
philhealth,2
photocards,1
piattos,1
pickaw,1
pighati,1
pigilan,1
pikit,3
pikon,5
pilit,1
pinaabot,1
pinaalala,1
pinaasa,2
pinabidding,1
pinacheck,1
pinadilim,1
pinag,4
pinaganda,1
pinagaralan,2
pinagbabawalan,1
pinagbigyan,1
pinaggagawa,3
pinaghalo,1
pinaghirapan,1
pinaghuhugutan,1
pinagkaiba,1
pinagkainan,1
pinagkakaabalahan,2
pinagkakain,1
pinagkakaisahan,1
pinaglalike,1
pinaglaruan,2
pinaglololoko,1
pinagmanahan,1
pinagmukha,1
pinagmukhang,1
pinagmumukha,2
pinagpaguran,1
pinagpala,4
pinagpalit,1
pinagpapala,1
pinagpawisan,1
pinagsamahan,1
pinagsasabi,7
pinagsasalita,1
pinagsasampal,1
pinagselosan,1
pinagtatanggal,1
pinagtatawanan,1
pinagtitripan,1
pinagtitweet,1
pinagtritripan,1
pinagtulungan,1
pinagtutulungan,1
pinaguusapan,2
pinahihirapan,1
pinahirapan,1
pinahiya,1
pinaka,1
pinakamalaking,1
pinakapaborito,1
pinakawalan,2
pinakilig,1
pinalabas,1
pinalaki,2
pinalamon,1
pinaliwag,1
pinamigay,1
pinamukha,1
pinamukhang,1
pinangako,1
pinanganak,7
pinanindigan,1
pinanonood,1
pinanood,3
pinapaalala,2
pinapabiling,1
pinapadami,1
pinapag,1
pinapagawa,1
pinapahirapan,1
pinapainit,1
pinapaiyak,1
pinapak,1
pinapakain,2
pinapakielaman,1
pinapakielamanan,1
pinapakilig,1
pinapakinggan,1
pinapakisamahan,1
pinapamigay,1
pinapangarap,1
pinapangit,1
pinapangiti,1
pinapangungahan,1
pinapanood,1
pinapansin,1
pinapanuod,1
pinaparamdam,1
pinapartner,1
pinapasabi,1
pinapasama,1
pinapili,1
pinaranas,1
pinasa,1
pinasukan,1
pinatay,4
pinatayan,1
pinatugtog,1
pinautang,1
pinayagan,1
pinayflix,1
pinili,2
pinilit,2
pinirmahan,1
pinklawan,2
pinlano,1
pinopost,1
pinost,1
pinsan,9
pinterest,2
pintuan,1
pinupuntahan,1
pipikit,1
pipilitin,2
piraso,2
pirasong,1
pisilin,1
pisteng,2
plastikan,1
pledis,1
plinay,1
plokplok,1
pmnl,1
pogi,41
poging,1
pokpok,5
poksangpoksa,1
poong,1
popogi,1
popollute,1
popromote,1
porket,6
potaena,1
potangina,6
powerbank,1
premyo,1
preno,1
preskuhan,1
presyo,3
prinactice,1
prinovide,1
prinsipyo,2
printan,1
probinsiya,1
probinsyana,1
problemang,1
procaztinator,1
propesiya,1
prophunt,1
proplayers,1
proseso,1
proyekto,1
pucha,328
puchaang,1
puday,1
puhunan,1
pukinang,1
pukinangina,2
pukingina,2
pukinginangina,1
puksain,1
pulitikong,1
pulpol,1
pumailalim,1
pumalpak,1
pumana,1
pumapatol,2
pumasok,3
pumickup,1
pumikit,1
pumili,1
pumunta,7
puntahan,1
puntong,1
punyeta,341
punyetang,2
pupungs,1
pupunta,8
pupuntahan,1
pusang,1
pusi,3
puson,1
pustahan,1
putang,4
putangina,465
putanginamo,3
putanginang,5
putcha,1
putik,1
putol,3
putragis,1
putulin,1
pwdeng,1
pwedeng,8
pwee,1
pwes,1
pwesto,2
pwet,1
pwinsesh,1
pyesa,1
qmess,1
qquit,1
queenja,1
raca,1
raikou,1
rajj,1
rald,1
ramdam,2
rason,3
raynaw,1
realme,1
realtalk,1
regulasyon,1
reigo,1
reklamo,2
relasyon,1
relos,1
renjun,1
rensu,1
repapips,1
replyan,2
reportings,1
rerecord,1
reregaluhan,1
rereklamo,1
rerespetuhin,1
rereview,1
resibomagandang,1
resing,1
responsibilidad,2
retweet,1
retweeted,1
revluvs,1
reygie,1
reyhiee,1
rickster,1
rinig,3
rinilin,1
rorok,1
rpdr,1
rrhein,1
rupok,3
ryujin,1
saakin,1
saang,1
sabagal,1
sabagay,3
sabaw,3
sabay,14
sabihan,3
sabihing,1
sabing,1
sablay,1
sabog,2
sadboi,1
sadgirl,2
sadya,5
sadyang,3
sadyay,1
sagabal,1
sagad,9
sagaran,1
saging,1
saglit,3
sagutan,1
sagutin,2
sainyo,8
sakali,2
sakalin,7
sakanya,1
sakay,1
saksakin,1
saktan,1
sakto,1
saktong,2
salamin,1
salbahe,1
salitaan,1
salonpas,1
salot,4
salubong,2
saluhin,1
samahan,4
samantalang,1
samgyup,1
samin,4
sampalin,4
sampd,1
sampung,1
sanang,2
sanaol,3
sanay,1
sandale,1
sandali,12
sansinukob,1
santanas,1
sapak,1
sapakan,4
sapat,3
sapilitan,1
sapok,1
sapot,1
sapukin,1
sariling,5
sasabak,1
sasabay,1
sasabihan,1
sasabihin,18
sasabog,2
sasahol,1
sasakalin,2
sasakyan,1
sasali,1
sasalo,1
sasalubungin,2
sasama,1
sasampal,1
sasapakin,5
sawang,1
sayaw,2
sayawan,1
sayong,4
sayout,8
schoology,1
schoolworks,2
selan,1
selca,2
selda,1
selfie,1
selos,3
sembreak,1
semplang,1
sensya,2
seohyun,1
seryoso,7
seryosohin,1
seselpon,1
sesend,1
seungjin,1
seungkwan,3
seungyoun,1
sharmaine,1
shelsea,1
shiniship,1
shopee,8
shoshoot,1
shuta,8
shutacakes,1
shyn,1
si,270
sigaw,5
sigawan,1
sigurado,2
sikat,2
sikmura,1
sikreto,1
sikretong,1
simot,1
simpatya,1
simpleng,1
simutin,1
sinabihan,4
sinabihang,2
sinabing,1
sinadya,1
sinaing,1
sinaksak,1
sinali,1
sinalubong,1
sinama,1
sinapak,1
sinasabe,1
sinasabi,17
sinasabihan,1
sinasabing,1
sinasadya,1
sinasagot,1
sinasagutan,1
sinasaktan,2
sinasama,1
sinasampal,1
sinasayang,1
sinave,1
sinayang,1
sindikato,1
sinearch,2
sineen,1
sinend,8
sineryoso,1
sineset,1
singaw,2
singit,1
singsing,1
sinigang,2
sinimulan,1
sinira,1
sinisi,1
sinisilang,1
sinisilip,1
sinisimulan,2
sinisipon,1
sinisisi,2
sinong,15
sintosinto,1
sinuggest,1
sinuka,1
sinumang,3
sinungaling,6
sinunod,1
sinusubok,1
sinusuportahan,1
sinusupport,1
sinusweldo,1
siobe,1
siopao,2
sipag,2
sipon,2
siraan,3
sirain,2
siraulo,7
sisigaw,2
sisiguraduhin,1
sising,1
sisipag,1
sisira,1
sisisihin,1
sisokumyrs,1
sitwasyon,5
siyam,3
skandalo,1
skusta,12
skwating,1
skypeia,1
slowmo,1
smtown,3
snazzymnla,1
snsd,1
soce,1
socmed,1
softblock,1
softdrinks,1
sokor,1
solge,1
solusyon,1
solvings,1
sopas,1
sosyal,1
soyeon,1
spnl,1
spotify,1
ssng,1
stolenkiss,2
stsg,1
studytwt,1
subukan,1
sugat,3
sugod,1
sukhoon,1
sulat,1
sulit,1
sulsol,1
sumabog,2
sumagi,1
sumagot,3
sumakay,1
sumakto,1
sumali,1
sumama,5
sumang,1
sumasabog,2
sumasadboi,1
sumasagot,1
sumasakit,1
sumasama,1
sumasayaw,2
sumayaw,2
sumbong,4
sumigaw,1
sumira,1
sumisigaw,1
sumisingit,1
sumosobra,1
sumpa,3
sumubok,1
sumusubo,1
sumusubok,1
sumusuko,2
sundo,1
sunget,1
sunghoon,1
sungtaro,3
sunki,2
sunod,7
sunoo,2
suntukan,1
suot,4
supalpalin,1
superbook,1
supot,1
susukuan,1
susundo,1
susunghoon,1
susunod,8
susuot,2
sweetan,1
swerte,3
syang,1
syempre,13
syota,1
t,2
tabas,1
tabingi,1
tablado,1
tadtad,1
tadtarin,1
taehyu,1
taejae,1
taekook,1
taena,3
taenang,1
taeyong,2
tagabenta,1
tagahimod,1
tagal,22
tagalinis,1
tagiisa,1
tagiliran,1
tagsen,1
tahimik,5
tahol,2
takbo,1
takip,1
takot,7
takte,1
takutin,1
talentado,1
talino,1
talunan,4
tamad,4
tambak,1
tanawin,1
tandaan,2
tangahan,1
tangaina,1
tangang,2
tangena,1
tanggalin,4
tanggap,2
tanggapin,2
tanghali,5
tangina,630
tanginamo,13
tanginang,11
tanging,2
tangna,1
tanong,17
tanung,1
tanungin,1
tapakan,1
tapang,3
taranta,1
tarantado,357
tarantadong,1
taray,2
tatag,1
tatago,1
tatahimik,2
tatahol,1
tatakbo,2
tatalbog,1
tatalon,2
tatampo,2
tatanda,2
tatanga,9
tatanong,2
tatapusin,1
tatawa,1
tatawagan,1
tatawagin,4
tatay,16
tatlo,5
tatlong,6
tatrashtalkin,1
tauhan,1
taumbayan,2
tawag,14
tawagan,2
tawang,15
tayong,13
tcvs,1
teleserye,1
terorista,1
the,54
thoc,1
thomasian,2
thord,1
tibay,1
tigang,2
tigas,2
tigasin,1
tigil,3
tigilan,6
tigiltigilan,1
tignan,9
tigyawat,1
tiks,1
tiktok,28
tinag,2
tinagal,1
tinakpan,1
