word,frequency
inomon,1
inosente,2
insek,2
insekto,4
insidente,11
insik,1
inspirasyon,2
institusyon,4
instruksiyon,2
instruksyon,3
instruktura,1
insulto,1
insultoha,1
intawon,11
interaksyon,2
interbyu,2
intereasado,1
interesadi,1
interpretasyon,2
intersado,2
interyor,1
intsik,3
inubanan,4
inuli,1
inuma,4
inumon,5
inunahan,3
inunahang,1
inunhang,1
inusa,5
inusara,15
inusarang,2
inyoha,1
inyohang,2
inyuha,1
inyuhang,4
ipaambit,1
ipaaway,1
ipaayos,1
ipabuhat,1
ipabulag,1
ipacremate,1
ipadala,15
ipadawat,1
ipadayon,5
ipadayun,2
ipaduol,1
ipaganoy,1
ipagawas,2
ipagula,3
ipahalayo,1
ipahampak,1
ipahamtang,1
ipahamutang,1
ipahatag,1
ipahayag,1
ipahibalo,2
ipahilayo,4
ipahimutang,1
ipaholug,2
ipahulam,1
ipaila,1
ipailaila,1
ipailalom,1
ipaingon,3
ipakanaug,1
ipakaon,2
ipakaun,2
ipakaylap,1
ipakita,13
ipakitaa,1
ipamatuod,1
ipamulong,11
ipangalan,1
ipanghatag,1
ipangitlog,1
ipangomusta,4
ipangutana,3
ipanigingon,1
ipanimalos,1
ipapanunod,2
ipapatay,1
ipapriso,2
ipapukan,1
ipaputlan,1
ipaputos,2
iparehistro,1
ipasabot,8
ipasabut,5
ipasar,1
ipasiga,1
ipasikad,1
ipasirado,1
ipasugat,1
ipasundayag,2
ipatago,1
ipatigum,1
ipatuman,1
ipaubos,2
ipaugma,1
iphon,1
ipiyong,2
ipokresiya,1
ipon,13
ipreserba,1
ipugong,1
irding,4
ireklamo,1
irekomend,1
irekomenda,1
ireport,1
iring,65
irkon,4
iroa,2
irog,1
irong,1
irongihalas,1
iroo,1
iroy,2
irpeel,1
irua,2
isaba,1
isablig,1
isabwag,1
isacchar,4
isagol,2
isaisa,1
isakay,1
isalibay,1
isalikway,4
isalin,1
isandig,1
isangat,1
isarado,1
isarog,2
isayaw,1
isaysay,1
isboseth,2
iscariote,1
ischod,1
isdaa,1
isdaan,1
isguon,1
ishigakiensis,2
isigka,1
isigkatawo,28
isingit,1
isipa,1
isipon,5
isippotensyal,1
isirado,1
iski,1
iskina,1
iskolar,5
iskultura,2
iskwad,1
islide,1
ismaelnon,1
isnow,2
isog,10
isoga,1
isopora,2
ispagetti,1
ispagheti,4
ispekulador,1
ispeling,1
ispesimen,4
ispesimento,1
isphan,1
israelhanon,2
istak,1
istakmarket,1
istasyon,6
istatistika,1
isteyts,1
istorbo,1
istorbohon,1
istorya,75
istoryador,3
istoryaha,1
istoryahan,5
istoryahi,1
istoryahon,5
istoryang,4
istratilya,1
istrikto,1
istroberi,4
istruktura,4
istudyanti,1
isturyahan,1
isudan,1
isugilon,4
isugo,4
isuhol,1
isulat,8
isulatnga,1
isulob,1
isulod,3
isulon,1
isulong,1
isulte,1
isulti,66
isumbong,1
isurus,1
isuwat,2
isyu,10
itaas,18
itabon,1
itabyog,1
itagal,1
itago,4
italya,5
italyano,7
itama,1
itandi,4
itanumay,1
itarong,2
ithrehanon,1
ithrihanon,2
itik,1
itlog,54
itnan,1
ito,2
itom,18
itomon,1
itoy,4
itrinhon,2
itsura,3
ittai,1
ituay,2
itudlo,3
itugan,2
itugo,1
itugot,7
itugyan,5
itukod,1
itum,9
itungina,1
itunol,1
iuli,7
iunsa,2
iupod,1
iwit,2
iyaan,9
iyabyab,1
iyag,1
iyagyag,1
iyaha,69
iyahang,82
iyahanh,2
iyahat,2
iyan,6
iyanbg,1
iyang,1960
iyawit,1
iyng,1
iyon,2
iyuhang,2
iyukbo,1
jaasai,1
jabesgalaad,1
jaboc,1
jacim,1
jacobed,1
jahat,1
=======
giswerte,1
gitabang,1
gitabangan,4
gitagad,1
gitagalan,1
gitagana,4
gitago,4
gitaho,3
gitakda,1
gitalikalaan,1
gitambog,4
gitanaw,1
gitanggal,1
gitanom,1
gitanyag,1
gitara,2
gitason,6
gitawag,9
gitawagan,1
gitigum,4
gitimbaya,1
gitinguha,1
gitintal,1
gitipigan,1
gitokahan,1
gitubag,1
gitudlo,2
gitudloag,1
gituganan,1
gitugob,1
gitugotan,3
gitugtan,1
gitugyan,1
gitukod,3
gituman,1
gitunga,1
gitungtong,3
gitunob,1
gituohan,4
gituohang,2
gituyo,3
gituyod,1
giubanan,1
giugdaw,1
giuhaw,2
giuli,1
giuloulohan,1
giunsa,15
giuyog,1
giuyon,1
giwala,1
giwali,1
giyawaan,2
giyawit,1
giyera,2
giyud,1
gobyerno,4
gobyernosapagkadestiyero,1
goliat,1
golpkors,1
grabeng,1
gracilirostris,2
gracilirotris,1
grahe,1
grasya,3
gregong,1
gresyanhon,1
griffini,1
griyego,2
gubat,7
gubon,1
gubot,2
gubuta,1
gudngari,1
guinikanan,3
gukod,1
gulaman,1
gulay,3
gulayan,1
gulpo,2
gumamela,4
gumikan,1
gumula,1
gunforhire,1
guniti,2
guryongpo,1
gusok,1
gutom,9
gwapa,2
gyod,3
gyong,1
gyud,52
h,1
habagatan,4
habagatang,5
habila,1
habitasyon,1
habol,4
habolhabol,12
hadlok,3
haduol,8
hagdan,1
hagdanan,2
hagdawan,1
hagiton,1
haguros,1
haing,1
hakog,1
halad,13
haladngabinayaw,2
haladngailimnon,1
haladngakalanon,6
haladngasinunog,8
haladngatinabyog,2
haladsapakigdait,6
haladsapasalamat,1
haladtungodsapaglapas,1
haladtungodsasala,15
halalum,2
halangdon,1
halapad,1
halaran,13
halayo,2
halhul,1
haligi,3
haligisapultahan,1
halimbawa,1
halohalo,2
halokan,1
haluhalo,1
hambog,2
hambugero,1
hamiguitan,2
hamog,1
hamotehanon,1
hampak,3
hampakaron,1
hampakon,2
hamtong,4
hamubo,1
hanas,1
hanay,1
handumanan,2
handurawan,3
handurawat,1
hangda,1
hangtod,27
hangtodhangtod,1
hangtodmga,1
hangtud,36
hangyo,3
hanoh,1
hantod,2
hapit,15
hapon,23
hapsay,1
hardinero,1
hasarenan,1
hasarsual,1
hasmona,2
hasor,1
hataas,3
hatag,2
hatagan,3
hatagas,1
hatagi,3
hatagig,2
havila,1
hawan,3
hawanan,1
hawkeagle,1
hawod,9
hawud,1
hayag,2
haykap,1
hayop,333
hayup,7
hebreohanon,2
heliofungia,2
henerasyon,2
henero,8
heograpiya,1
hepe,1
hepher,1
heran,1
hesbon,2
hetehanon,3
hibaloan,2
hibangkaagan,1
higala,10
higante,1
higanteng,2
higayon,15
higda,1
higdaan,1
higdaanan,5
higot,1
higugmaon,5
hiilhi,1
hikaplagan,2
hikaplagi,2
hikapon,2
hiktin,1
hilabihan,7
hilabihang,1
hilabti,1
hilak,3
hilaw,2
hilig,1
hilihod,1
hilisgutan,1
hilom,4
himabayi,1
himaya,2
himo,2
himoa,4
himoon,3
himoong,1
himuon,5
himuong,1
hinabang,1
hinagiban,5
hinanali,2
hinapon,2
hinaut,5
hinay,5
hinayhay,2
hinayhinay,2
hingarangan,1
hingdunggan,4
hingiki,1
hingkalimtan,1
hingkaplagan,2
hingpit,4
hingsalipdan,1
hingsudlan,1
hingtundan,1
hinilak,1
hinimo,1
hinloi,1
hinonoa,3
hinoon,7
hinooy,1
hinuat,1
hinuboan,2
hinumduman,1
hinumdumi,2
hinungdan,30
hinungdanon,8
hinunoa,1
hinuon,2
hiphip,2
hitabo,2
hitsara,1
hiumaginit,1
hobab,1
hopiang,1
horehanon,1
horma,1
hubag,2
huboa,1
hubog,2
huboon,1
hudno,1
hugas,1
hugasan,1
hugason,1
hugaw,2
hugot,3
hukmanan,2
hukom,2
hulagway,2
hulat,1
hulga,5
hulyo,2
humay,1
humot,3
hunahuna,22
hunahunaa,1
hunahunaon,2
hungit,1
hungitan,1
hungog,2
hunungan,1
hunungdan,1
hunyango,1
hunyo,3
huorthurot,1
hupiter,1
hurno,1
husay,2
hustisya,4
husto,4
hustong,1
hutdon,1
huwamon,1
huwebes,1
hyelo,1
iapil,1
ibabaw,68
ibalhog,1
ibaligya,6
ibalik,5
ibaliwala,1
ibanlud,1
ibantay,1
ibon,1
ibutang,2
ibzan,1
idad,1
ideya,7
idugang,1
idumeahanon,1
iemail,1
igaanak,1
igabayad,1
igabilin,1
igabutang,5
igadugtong,1
igahalad,6
igahatag,1
igaingon,1
igapadala,1
igapahampak,1
igapalibud,1
igasalikway,1
igasugo,1
igasulat,2
igasulob,1
igasulod,1
igatudlo,1
igatuslob,1
igbabaw,1
igdulungog,1
igpakita,1
igpapahulay,4
igsapayan,1
igsoon,55
igsoong,1
igsuon,6
igsuong,1
igsusugnod,1
igtatambag,2
ihalas,27
ihalay,1
ihalo,1
ihap,8
ihatag,7
ihatod,1
ihatud,1
ihawan,1
ihawon,1
iheabarim,1
ihemplo,1
ihilihod,1
ihugpong,1
ihunong,1
iingon,5
iinyoha,1
iistorya,2
ikabutang,1
ikabutangbutang,1
ikadaghan,1
ikadisisayes,1
ikaduha,12
ikaduhang,4
ikagasto,1
ikahatag,1
ikalima,4
ikalimang,2
ikalisud,1
ikamatay,3
ikanapulo,2
ikang,2
ikapanghambog,1
ikapapatay,1
ikapila,1
ikapito,5
ikapulo,6
ikasa,2
ikasaway,1
ikasiyam,1
ikasugilon,1
ikasugyot,1
ikatolo,6
ikatulo,2
ikatulong,1
ikaulaw,1
ikauli,1
ikaupat,4
ikawalo,2
ikog,10
ikyas,1
ilabay,2
ilado,3
ilaga,11
ilahang,7
ilakip,2
ilalom,4
ilalum,11
ilaron,1
ilawom,3
ilhanan,3
ilimnon,8
ilis,5
ilisi,1
ilong,3
imabaw,1
imahe,1
imahenasyon,1
imahinaryong,1
imbes,1
imbestiga,1
imbis,1
imbitar,1
imbitaron,1
imburnal,1
imitaran,1
imnon,1
imoha,2
imohang,8
imong,299
impeksyon,2
imperyal,2
impormasyon,1
importansya,1
importanteng,1
imuha,5
imuhang,6
imung,1
inaayawan,1
inagaw,2
inahan,15
inalagad,1
inatay,10
inay,1
inayaman,2
inayawan,1
inbetasyon,1
incensario,3
incienso,2
inday,2
indibidwal,2
indopacific,1
indopasipiko,1
industriyalisasyon,1
inengles,1
infrastraktura,1
inglatera,2
ingna,8
ingni,1
ingnon,2
ingon,122
ingong,1
inhustisya,2
inig,4
inigagi,1
inigpamakak,1
inigtabok,2
inimport,1
iningles,4
inintsik,1
inistoryahang,1
inisyatibo,1
innergerman,1
inosente,1
insekto,2
insidente,1
inspeaction,1
inspirasyon,1
institusyon,1
intawn,1
intawon,4
interbyu,1
intersado,1
inuli,1
inumon,1
inusa,3
inusara,3
inusarang,1
inyoha,1
inyuha,1
inyuhang,1
ipadahum,1
ipadala,3
ipadawat,1
ipadayon,1
ipadayun,1
ipaduol,1
ipahampak,1
ipahilayo,2
ipahimutang,1
ipailaila,1
ipaingon,1
ipakalat,1
ipakaon,1
ipakita,3
ipamatuod,1
ipamulong,4
ipanghatag,2
ipangitlog,1
ipapriso,1
iparehistro,1
ipasabot,2
ipasabut,1
ipasikad,1
ipasugat,1
ipatago,1
ipiyong,1
ipokresiya,1
ipon,1
ipreserba,1
irding,2
irekomenda,1
iring,14
irkon,1
irog,1
isagol,1
isandig,1
isboseth,1
iscariote,1
isigka,1
isigkatawo,6
isipa,1
iski,1
iskina,1
iskolar,3
iskultura,1
islang,1
islide,1
isog,4
ispagheti,1
ispesimen,1
ispesimento,1
istakmarket,1
istasyon,2
istorya,19
istoryador,1
istoryahan,2
istoryahon,1
istrikto,2
istruktura,1
istudyanti,1
isugo,1
isuhol,1
isulat,3
isulob,1
isulod,1
isulong,1
isulti,14
isuwat,1
isyu,2
itaas,4
itago,1
italya,2
italyano,2
itandi,1
ithrihanon,2
itik,1
itisok,1
itlog,20
itnan,1
itom,2
itomon,1
itoy,1
ituay,1
itugot,3
itugyan,1
itukod,1
itum,2
iuli,1
iwit,1
iyaan,3
iyaha,15
iyahang,12
iyahanh,1
iyahat,2
iyon,1
iyot,1
iyuhang,1
jackielyn,1
>>>>>>> 9dfe370b30e15142589708a5424f55a0604acdbd
jahath,2
jahzeel,1
jaijai,1
janum,1
<<<<<<< HEAD
japhaia,1
japia,1
jasaan,1
jasael,1
jaseel,2
jaser,1
jasis,1
jasobam,1
jazer,3
jebusehanon,2
jedaias,3
jediael,1
jedias,1
jegarsahadutha,1
jehonathan,1
jehovajereh,1
jehud,1
jeiel,1
jemuel,2
jennylyn,1
jephone,1
jephte,2
jerameel,1
jeremoth,2
jerobaal,3
jesaus,1
jese,1
jesreel,1
jesua,2
jesucristo,8
jether,1
jetjet,1
jeus,1
jevelyn,1
jevilyn,6
jezer,2
jhenna,2
jhonjohon,1
jiphta,1
joachaz,2
joas,8
jobab,3
jocabed,1
jocdeam,1
joctan,1
jocteel,1
jogbaa,1
joiada,8
joiarib,2
joksan,1
jongjong,1
josachar,1
josebbasebeth,1
jotbatha,3
joyada,1
judio,17
judiyonggresyanhon,1
jumoad,1
juvenie,1
juy,1
k,1
ka,4578
kaaayo,1
kaabutan,1
kaadlaw,4
kaadlawan,1
kaadlawon,8
kaadto,2
kaagangan,3
kaagi,2
kaagpas,2
kaalam,25
kaalaut,2
kaalyado,3
kaang,2
kaanib,1
kaanindot,1
kaanyag,4
kaarang,1
kaari,1
=======
japun,1
jaser,1
jebusehanon,1
jedaias,1
jerameel,1
jeremoth,1
jesaus,1
jesucristo,5
jetjet,1
jevilyn,1
joachaz,1
joas,2
joiarib,1
joksan,1
joyada,2
judio,4
junglefowl,1
juvenie,1
kaadlawon,4
kaagangan,1
kaalam,10
kaalaut,2
kaalyado,1
kaanib,1
kaarang,1
>>>>>>> 9dfe370b30e15142589708a5424f55a0604acdbd
kaauban,1
kaawaawan,1
<<<<<<< HEAD
kaaway,38
kaayang,1
kaayo,282
kaayog,1
kaayohan,7
kaayong,13
kaayu,1
kababaihan,1
kababayan,1
kababayenan,1
kabag,1
kabaga,2
kabago,3
kabahin,3
kabaho,1
kabalaka,7
kabalakhan,1
kabalangayan,1
kabalaoran,21
kabalayan,5
kabalibad,1
kabalik,2
kabalo,232
kabalong,4
kabanayan,7
kabang,5
kabangag,1
kabangis,1
kabankalan,2
kabanlakan,1
kabantay,1
kabantug,2
kabasa,2
kabaskog,2
kabaskug,2
kabastusan,3
kabata,2
kabataan,9
kabatanon,4
kabatok,1
kabaw,13
kabayanihan,1
kabayanihon,1
kabayo,31
kabhang,2
kabilin,6
kabina,1
kabisado,4
kabisayan,1
kabisera,3
kabisi,1
kabit,1
kaboang,1
kabos,3
kabtangan,5
kabuang,12
kabuangan,6
kabubuton,6
kabugangan,2
kabugason,1
kabugat,3
kabugaton,1
kabugatong,1
kabugnaw,1
kabukiran,10
kabulak,1
kabulaw,1
kabumturan,1
kabungturan,2
kabuntagon,19
kabuok,5
kabuotan,2
kabus,23
kabusog,2
kabutangan,1
kabutuhon,1
kadaadlaw,2
kadabakasyon,1
kadagahan,2
kadagatan,10
kadagatang,3
kadagaya,5
kadaghan,19
kadaghanan,41
kadaghanang,3
kadaghang,3
kadaghanon,1
kadaghanong,1
kadagkuan,3
kadahang,1
kadaiyahan,1
kadako,7
kadakon,4
kadaku,1
kadalaga,1
kadalagahan,1
kadalanan,7
kadalasan,1
kadali,16
kadanag,1
kadangag,1
kadanghag,1
kadaogan,2
kadaot,7
kadasig,2
kadato,3
kadaugan,4
kadaut,5
kadautan,11
kadelikado,2
kadesisyon,1
kadimalas,1
kadiyot,11
kadiyotkadali,1
kadlawng,1
kadlawon,1
kadto,61
kadtong,125
kadugangan,1
kadugay,12
kadugaya,2
kadugayan,3
kadugayaon,1
kadugayg,2
kadugayon,4
kaduha,2
kadula,1
kadungganan,6
kadungog,1
kadyapa,1
kadyot,1
kaestorya,1
kafala,1
kagabhion,11
kagabi,1
kagabii,12
kagahapon,32
kagahi,5
kagahub,1
kagahum,4
kagamay,1
kagamhanan,1
kagang,2
kaganihang,1
kaganinang,2
kagatos,1
kagaw,1
kagawad,1
kagawaran,1
kagawasan,5
kagawian,1
kagikanan,1
kagtungang,1
kaguba,3
kagubatan,3
kagubot,7
kagubtanan,1
kagulanan,5
kagulangon,5
kagunoban,1
kaguol,9
kagutom,2
kahabog,1
kahabogon,7
kahabugon,1
kahadlok,24
kahadlokan,4
kahadloki,3
kahago,1
kahalangdon,1
kahalayo,1
kahambungan,1
kahamuot,1
kahamutan,1
kahanas,3
kahang,2
kahanginan,2
kahangturan,4
kahanturan,1
kahapdos,1
kahapon,1
kahaponan,1
kahaponon,14
kahapsay,2
kaharian,1
kahatsingon,1
kahawaon,1
kahayag,23
kahayagmahimong,1
kahayopan,4
kahayupan,74
kahel,2
kahelon,1
kahibalo,73
kahibaw,18
kahibolung,2
kahibulongan,3
kahigayonan,4
kahigayonon,1
kahikayan,1
kahiladman,6
kahilakon,4
kahilayan,2
kahilom,5
kahilomon,1
kahilum,1
kahilwasan,1
kahimayaan,1
kahimo,4
kahimsog,9
kahimtang,23
kahimuot,1
kahimutan,4
kahinam,1
kahingatag,1
kahingawa,1
kahingpitan,1
kahinumdom,4
kahinumdum,1
kahinumduman,5
kahinungdan,1
kahiomtang,1
kahitasan,4
kaholugan,2
kahon,23
kahona,1
kahoy,71
kahubo,1
kahubog,1
kahugaw,1
kahugawan,2
kahulogan,8
kahuman,1
kahumanan,1
kahumok,1
kahumot,5
kahunos,2
kahupayan,1
kahusay,2
kaibgan,1
kaigmat,1
kaigsoonan,9
kaihion,1
kailisan,1
kailog,1
kaimportante,1
kaingin,2
kaingon,1
kainit,7
kainta,1
kaislahan,2
kaisog,1
kaistorya,8
kaistroya,1
kajma,1
kakaapas,1
kakabus,1
kakahoyan,8
kakahuyan,1
kakanan,1
kakanin,2
kakapoy,3
kakaraan,1
kakarong,5
kakaslon,1
kakatawanan,1
kakaya,1
kakayupan,1
kakinsa,1
kakita,2
kakitag,1
kaklase,2
kakubus,1
kakugi,1
kakuhaan,1
kakulang,5
kakulangan,1
kakulba,2
kakuli,1
kakulian,1
kakurat,1
kakusgan,1
kakusogon,1
kakuyaw,2
kalaban,4
kalabera,1
kalabot,2
kalabotan,6
kalabutan,12
kaladis,1
kalag,44
kalaga,4
kalagbas,2
kalaglag,1
kalaglagan,1
kalagot,7
kalagyo,1
kalaha,3
kalahi,1
kalahian,11
kalainan,9
kalalim,1
kalamano,1
kalamansi,2
kalamansiang,1
kalamay,12
kalambigitan,1
kalamboan,1
kalamidad,4
kalampusan,10
kalanggaman,3
kalangitan,17
kalanon,21
kalapasan,14
kalapati,8
kalapdon,1
kalapti,3
kalasangan,25
kalawang,1
kalawasan,2
kalawom,1
kalayo,75
kalayua,1
kalderatang,1
kalderetang,2
kaldero,13
kalesa,1
kaleyt,1
kalibog,2
kalibonan,1
kalibotan,9
kalibre,1
kalibutan,92
kalibutana,2
kalibutanon,1
kalibutanong,1
kalidad,6
kalidoskopyo,1
kaligdong,1
kaligdung,2
kaligon,5
kaligrapiya,10
kaligutgut,20
kalihim,3
kalihokan,10
kalihukan,2
kalikasan,2
kalikopan,4
kalikupan,2
kaliman,27
kalimot,2
kalimtan,2
kalimte,2
kalimti,11
kalinaw,18
kalingawan,14
kalingkuran,1
kalintura,1
kalipay,33
kalipayan,2
kalipayon,1
kalisang,10
kalisangi,1
kalisdanan,8
kaliskis,1
kalisod,2
kalisud,6
kalit,22
kalitkalit,1
kalitok,2
kaliwat,8
kaliwatan,55
kaliwatana,3
kalolot,2
kalomo,3
kalooblooban,1
kalookan,1
kalooklookan,1
kalooy,7
kalota,1
kaloyan,1
kaloyi,2
kalsada,9
kalse,1
kalseng,1
kalugas,1
kaluhaan,26
kalungsoran,21
kaluoy,4
kalusugan,1
kaluwasan,10
kamaayo,1
kamagulangan,5
kamahal,2
kamalian,1
kamalig,2
kamalumo,1
kamananapan,2
kamanchili,1
kamandang,1
kamanghuran,10
kamanghurang,1
kamao,3
kamatarung,1
kamatay,29
kamatayan,9
kamatayon,209
kamatikod,1
kamatis,7
kamatouran,2
kamatsile,3
kamatsili,4
kamatuoran,24
kamatuorang,1
kamatuoraniingon,1
kamayon,1
kambal,6
kambing,2
kambyo,2
kambyokambyoe,1
kambyuon,1
kamingaw,1
kamingawan,48
kaminyoon,1
kamiy,2
kamog,5
kamong,13
kamot,209
kamote,2
kamoy,2
kampana,4
kampanya,1
kampilang,1
kamtsili,1
kamugawas,1
kamugot,1
kamusta,2
kamyas,1
kan,3
kanaanan,1
kanall,1
kanamo,60
kanamong,2
kananan,8
kanang,29
kanasuran,2
kanato,56
kanaug,1
kanaway,2
kanawong,2
kandado,1
kandadohan,1
kandaduhi,1
kandelabra,1
kandidato,2
kandila,6
kanding,65
kanela,5
kang,1425
kangitngit,11
kangitngitan,5
kanhi,8
kanhing,10
kaniadto,34
kaniadtong,170
kanibalismo,1
kanihit,1
kanilag,1
kanilay,1
kanimo,329
kanindot,4
kaning,10
kaninng,1
kaninyo,214
kaninyog,2
kaninyong,7
kaninyoy,3
kanita,1
kaniwang,1
kaniya,615
kaniyag,3
kanlaon,8
kanluran,1
kanlurang,1
kannaway,1
kansang,2
kanselahon,2
kanser,3
kantaha,5
kantidad,7
kantot,1
kantyaw,1
kanua,1
kanuman,15
kanumay,1
kanunay,106
kanunaya,1
kanunayon,2
kanus,7
kanusa,93
kanusaka,1
kanyakanya,1
kaona,3
kaong,1
kaonon,10
kapahayag,1
kapahulayan,3
kapait,2
kapaitan,4
kapakyas,1
kapakyasan,14
kapalaran,2
kapanahonan,5
kapanahunan,1
kapangakohan,1
kapangpangan,1
kapanguhaan,3
kaparehas,5
kapareho,2
kapariha,1
kaparotan,1
kaparrasan,4
kapasar,2
kapasayloan,1
kapasidad,16
kapaskuhan,1
kapaspas,2
kapaspasa,1
kapatag,2
kapatagan,44
kapatan,33
kapatawaran,1
kapay,8
kapayas,1
kapayason,2
kapehan,2
kapehanan,3
kapehon,2
kapeterya,4
kapetirya,2
kapidan,1
kapihan,27
kapihanan,1
kapikas,2
kapilian,4
kapin,21
kapintas,1
kapintasan,1
kapistahan,1
kapitoan,12
kapitulo,2
kapobre,1
kaporsyento,1
kapoy,5
kapoyon,1
kapugngan,1
kapugngang,2
kapugong,2
kapuli,1
kapulisan,3
kapuloan,2
kapulongan,2
kapulongnan,1
kapuluan,1
kapulungan,2
kapungot,10
kapunongan,1
kapupudan,3
kapuslanan,6
kapuso,1
kaputli,1
kapuyon,2
kapyutan,1
karaan,8
karaang,5
karahay,1
karakarakang,1
karaokehan,1
karapatan,3
kardbord,1
karekare,2
karera,2
karga,1
kargahan,1
karira,1
karmelitos,1
karne,28
karnero,8
karolanos,1
karong,83
karot,1
karpa,2
karsada,1
karsadaha,1
karsones,1
karsursilyo,1
kartero,1
kartona,3
karung,4
karunmao,1
karwahe,3
kasaba,8
kasabay,3
kasabot,37
kasabotan,2
kasabutan,4
kasado,1
kasadpan,10
kasadpang,3
kasag,1
kasagaran,40
kasagarang,11
kasagarankadaghanan,1
kasagbutan,4
kasagran,1
kasakay,1
kasakit,17
kasakitan,3
kasaladpan,2
kasalanan,7
kasaligan,11
kasamok,9
kasamtangan,5
kasamtangang,7
kasangkapan,3
kasapawan,1
kasapi,1
kasapinitan,1
kasarang,1
kasarangan,1
kasarangang,1
kasayon,1
kasayoran,1
kasaypanan,3
kasaysayan,13
kasayuran,11
kasidlakang,1
kasigurohan,1
kasiguruhan,2
kasikbit,2
kasilyas,9
kasimplehan,1
kasina,2
kasinatian,2
kasing,4
kasingdalo,1
kasingkasing,86
kasita,2
kasiyaman,6
kaslon,2
kaslonon,3
kaslononsa,1
kaslunon,1
kasong,3
kasoy,3
kastila,2
kastilaon,1
kastilya,1
kastilyo,103
kastong,1
kastorya,1
kasubaan,2
kasubanan,2
kasubo,5
kasugat,1
kasugoan,36
kasuguan,1
kasuhan,1
kasuholan,1
kasuko,22
kasulat,1
kasulatan,1
kasulti,2
kasundalohan,8
kasunod,2
kataas,14
katabang,10
katabas,1
katagbawan,2
katahom,2
katahum,2
katahuran,4
kataka,1
katakus,1
katalagman,11
katalogo,1
katamad,1
katamis,2
katangaan,1
katapolan,2
kataposan,4
katapulan,1
katapusan,62
katapusang,8
katarungan,5
katason,1
kataw,1
katawa,2
katawanan,9
katawhan,33
katawhang,1
katawo,2
katawohan,196
katedral,1
katibukang,1
katigayonan,3
katigayunan,1
katigulang,3
katigulangan,1
katigulangang,1
katigulangon,8
katiguwang,1
katilingban,69
katimaan,1
katimbang,1
katinawan,5
katingadan,5
katingadhang,1
katingala,2
katingalahan,7
katipunaningon,1
katipunero,1
katipuneros,4
katkat,2
katloan,35
katog,1
katol,1
katolika,1
katoliko,4
katolisismo,2
katolkatol,1
katoohan,2
katorse,1
katou,2
katrapohi,1
katre,6
katsila,2
katubayan,2
katubigan,7
katugbang,1
katugdonan,1
katugnaw,3
katugotan,1
katuig,12
katuigan,4
katukuran,3
katulad,1
katulgon,3
katuliran,2
katulo,1
katulog,3
katulugon,2
katung,1
katunga,18
katungangabanay,1
katungangbanay,2
katungdanan,23
katungod,23
katuohan,4
katuohang,1
katupasan,1
katuyoan,11
kauban,67
kaubanan,7
kaubang,2
kaugaligon,1
kaugaligong,1
kaugalingog,1
kaugalingon,183
kaugalingong,37
kaugmaon,9
kaulahian,2
kaulahiang,1
kaulaw,14
kaulawan,1
kaulian,1
kaulohan,6
kaumahan,12
kauna,1
kaunon,10
kaupas,1
kausaban,1
kauswagan,1
kautlanan,1
kauyon,1
kawadan,1
kawadi,1
kawala,3
kawalay,1
kawaloan,6
kawanangan,8
kawang,1
kawani,5
kawat,4
kawatan,18
kawayan,11
kawhaag,1
kawhaan,1
kawitwitan,2
kawota,1
kayamukat,1
kayang,1
kayatan,1
kaybunga,1
kaygaluto,1
kayko,1
kaylap,5
kaynakataas,1
kaysa,83
kayugot,3
kayutaan,12
kedatuan,1
keddemoth,1
kemika,1
kemikal,2
kemistri,1
kenas,1
kenath,1
kerkhove,1
keso,15
keyk,59
khalifay,2
kianbuhi,1
kiasagaran,1
kiblawan,2
kibro,1
kibrothhataaba,2
kibrothhataava,2
kibrothhataavah,1
kidapawan,1
kidhatan,1
kilala,3
kilalanon,1
kilat,3
kilawin,1
kilay,3
kilid,33
kilimotero,1
kilira,1
kiliran,5
kilometro,7
kilometros,6
kilong,1
kilumkilom,2
kilusang,1
kimika,1
kinaadman,5
kinabuhi,190
kinabuhia,1
kinabuhing,2
kinadakan,1
kinadakang,3
kinadugayan,1
kinahabogang,3
kinahaglan,2
kinaham,3
kinahanaglan,1
kinahangalan,2
kinahangaln,1
kinahangalna,1
kinahangklan,2
kinahanglan,353
kinahanglang,15
kinahanglanon,9
kinahiladman,1
kinahitasan,1
kinahong,1
kinaiya,3
kinaiyahan,7
kinaiyahang,1
kinaiyahannga,1
kinaiyanhon,3
kinakalalaan,1
kinalayogang,2
kinalayuan,1
kinaldereta,1
kinalibang,2
kinamagulangan,1
kinamanghuran,3
kinantahay,1
kinaon,1
kinapulahan,1
kinasal,1
kinasangan,1
kinasangang,1
kinasingkasing,1
kinason,2
kinastila,1
kinasuloran,1
kinasulorang,1
kinataliwadan,12
kinatasan,1
kinatasang,2
kinatawhang,1
kinatawo,2
kinatchila,3
kinatibukan,8
kinatibukang,4
kinatsila,1
kinatumhaan,2
kinatumyan,5
kinatumyang,1
kinatungan,2
kinaubsan,1
kinaugalingon,1
kinauwaihan,2
kinhason,1
kiniang,1
kinilaw,1
kininalangkobansa,1
kining,158
kininh,1
kinisa,1
kiniy,2
kinsa,351
kinsang,19
kinsasingkasing,1
kinsau,2
kinsay,86
kinse,7
kinuha,2
kinuldasan,1
kinumkom,1
kinumot,2
kinyentos,2
kipera,1
kiriatharba,2
kisame,3
kisami,3
kitaanan,1
kitang,10
kitat,1
kitay,2
kitkit,1
kiung,1
klabster,1
