word,frequency
kakabalik,1
kakabasa,2
kakabayihan,2
kakabit,1
kakadikit,2
kakadismaya,1
kakadlaganan,2
kakaexplain,1
kakagan,1
kakahalat,1
kakahanap,1
kakahapot,1
kakahoyan,1
kakahuron,1
kakahuyan,3
kakaiba,4
kakaibang,5
kakajakol,1
kakakon,1
kakalase,1
kakalinig,1
kakalinturahon,2
kakamata,3
kakambal,1
kakampi,7
kakamping,4
kakampink,2
kakan,2
kakanan,5
kakanin,1
kakanon,68
kakanong,3
kakao,1
kakaopen,1
kakaoverthink,1
kakaposan,1
kakaraw,1
kakarmahon,1
kakarong,1
kakasabi,1
kakascroll,1
kakaslide,2
kakasuka,1
kakatapos,1
kakatrying,1
kakauli,2
kakaulok,3
kakaunon,1
kakawat,2
kakayahan,27
kakayanan,1
kakayanon,1
kaklase,5
kakogawa,1
kakompetensya,1
kakomplot,2
kakontak,1
kakontemporanyo,1
kakudian,1
kakugos,1
kakulangan,10
kakulangang,1
kakulog,1
kakulugan,1
kakundian,10
kakusogan,2
kakutsaba,1
kalaba,1
kalabaan,13
kalaban,23
kalabasa,3
kalabot,3
kaladze,1
kalaenan,1
kalag,15
kalagtawo,1
kalaharia,1
kalahating,1
kalahi,1
kalait,1
kalakal,2
kalakalan,1
kalakalang,1
kalakawan,3
kalakbangan,2
kalakhang,1
kalakip,1
kalala,1
kalalakehan,1
kalalakihan,11
kalalangan,1
kalalaw,1
kalamanan,1
kalamansi,1
kalamanthana,1
kalambanga,1
kalamias,3
kalamidad,8
kalamnan,1
kalanbanga,1
kalang,3
kalangitan,8
kalangkaw,2
kalangkawe,1
kalanguya,1
kalanick,1
kalaoglaogan,1
kalapaan,1
kalapakapa,1
kalasag,2
kalatoylatoy,1
kalaunan,4
kalawag,4
kalawakan,3
kalawigan,2
kalayaan,3
kalayaang,1
kalaykalay,1
kalayo,11
kalbong,1
kaldero,8
kaldit,2
kalendario,1
kalendariong,1
kalendaryo,9
kalendaryong,1
kalendayo,1
kalendrikal,1
kalentura,3
kalesa,1
kalibang,1
kalibangbang,6
kalibapi,1
kalibo,2
kalibotan,2
kalibugan,1
kalibutan,1
kalidad,12
kaligrapikong,1
kaligtasan,6
kaligtasantemporaryong,1
kaligtasligtas,1
kalikali,1
kalikasan,1
kalilangan,1
kalimahan,1
kalinawan,1
kalingawan,2
kalingking,1
kalingkinghanunuo,1
kalinigan,3
kalintura,4
kalipot,1
kalipotan,1
kalipungawan,2
kaliwa,1
kaliwanagan,3
kalix,1
kalkulasyon,1
kallahan,1
kalmahan,2
kalmantan,1
kaloka,1
kalokohan,2
kalooban,1
kalookan,1
kaloriya,1
kalot,2
kaloum,1
kalsada,2
kalsangi,1
kalsyum,1
kalugadan,1
kaluluwa,1
kalumaan,1
kalumpang,1
kalunggay,2
kalusugan,1
kaluwalhatian,1
kaluwasan,1
kalwag,1
kalyeng,4
kalyo,1
kamaganak,1
kamagong,1
kamagurangan,1
kamaishi,1
kamakailang,1
kamakama,2
kamalasan,2
kamalayan,1
kamalig,4
kamanahan,1
kamandag,3
kamang,2
kamangmangan,1
kamangnuhan,2
kamangyan,1
kamanilaan,2
kamanongdanan,1
kamanungdan,1
kamaoo,2
kamarayan,1
kamatean,1
kamatis,5
kamawotan,10
kambal,3
kambing,2
kambodya,2
kambodyang,1
kamelyo,2
kamidmid,2
kamilya,1
kaminey,1
kamiseta,2
kamiss,1
kamiyembrohan,2
kamogtakan,1
kamoing,1
kamondagan,1
kamong,39
kamoshika,1
kamot,26
kamote,7
kamoteng,2
kamoy,2
kampana,2
kampanaryo,4
kampanilya,2
kampanya,34
kampanyang,3
kampeon,7
kampeonato,7
kampeonatong,2
kampiyon,1
kampokalayo,1
kamponeato,3
kamposanto,4
kamposantong,1
kampuis,1
kampusanto,1
kampyon,14
kamugtakan,46
kamundagan,3
kamunduan,2
kamunduon,2
kamurawayan,2
kamusta,2
kamustahon,1
kamuy,1
kamuyahan,1
kamuyamuya,1
kamyab,1
kamyembro,1
kana,80
kanabang,1
kanadale,1
kanalpha,1
kanaman,1
kanang,9
kananga,1
kanbangag,1
kanbas,1
kanbbc,1
kandado,1
kandati,2
kandidata,1
kandidato,18
kandidatong,1
kandidatura,3
kandila,4
kandilang,1
kanding,4
kaneleanor,1
kanfast,1
kangalasngalas,1
kangkong,7
kangujam,2
kangunam,1
kanhulyo,1
kanigoan,5
kaniguan,1
kanimo,1
kaning,6
kanino,1
kanlaon,1
kanlurang,1
kanmga,2
kannushi,1
kanonikong,1
kanoodan,2
kanorder,1
kanortehang,1
kanos,4
kansarayaku,1
kanser,13
kansilay,2
kansyon,1
kantahan,1
kantang,21
kantaon,4
kantero,1
kanterong,1
kantidad,22
kantil,1
kantones,1
kantos,1
kantutero,1
kanunununuan,2
kanva,5
kanyakanyang,1
kanyng,1
kaogdan,1
kaogma,1
kaogmahan,7
kaolayon,1
kaomahan,3
kaomawomaw,1
kaong,1
kaopisyal,1
kapaano,1
kapabayaan,2
kapaboran,1
kapadaba,1
kapadean,3
kapadian,3
kapadusahan,1
kapagakoan,1
kapagal,1
kapagalan,1
kapagalon,1
kapagaraki,2
kapagarakian,6
kapagarakianankaiba,1
kapagngaranan,1
kapahapahamak,1
kapahayagan,13
kapahingaloan,1
kapakinabangan,2
kapal,4
kapalibotan,23
kapalibutan,17
kapalit,2
kapaliwanagan,1
kapalon,6
kapalpalan,3
kapamayuhan,1
kapamayuhang,1
kapampangan,3
kapampngan,1
kapanahonan,5
kapanahunan,4
kapanahunang,1
kapang,8
kapangakiaan,1
kapangakian,1
kapangangakian,1
kapangapudan,1
kapangaran,1
kapangaranan,3
kapangganahan,12
kapangyarihan,19
kapanoan,1
kapansanan,1
kapantay,4
kapantayan,1
kapanugaan,1
kaparanta,1
kaparapatan,1
kaparatan,1
kapareha,2
kaparehas,14
kapareho,8
kaparehong,19
kaparejo,1
kaparejong,1
kaparte,1
kapartisipante,1
kapartners,1
kapasidad,3
kapaskuhan,1
kapaslo,1
kapatagab,1
kapatagan,7
kapatal,3
kapatalan,8
kapatid,1
kapatiran,1
kapawaan,1
kapawotan,2
kapay,3
kapeng,1
kapidasong,1
kapierdihan,2
kapiestahan,1
kapihan,3
kapikunan,1
kapilya,8
kapinnan,1
kapinonan,5
kapinsanan,1
kapinsod,1
kapinunan,5
kapiotan,1
kapipinsanang,1
kapiraso,1
kapirasong,1
kapisanan,1
kapistahan,12
kapitalismo,3
kapitalista,1
kapitana,1
kapitbahay,2
kapitl,1
kapitolyo,30
kapitolyoprobinsiyal,1
kapitulo,4
kapiyestahan,9
kapngalan,1
kapobrehan,2
kapot,20
kapotan,2
kapote,1
kapoy,1
kappaphycus,1
kapre,1
kapuaspuasi,1
kapulahan,2
kapulisan,2
kapuon,1
kapuonan,1
kapupulisan,1
kapurisawan,1
kapurohan,1
kapuruang,1
kapustapusi,1
kapusugan,2
kaputan,1
kaputikan,3
kaputol,1
kapwa,22
kapwakagmukna,1
kapwakagtugdas,3
kapwamukna,1
kapwaprinudusir,1
kapyestahan,2
kapyot,1
karaba,4
karabaw,1
karabit,1
karabuhaton,1
karael,1
karahas,1
karahasan,3
karahayan,8
karaipohan,2
karakawa,1
karakawatan,1
karakteridad,1
karakteristik,1
karakteristikong,1
karakuri,1
karalagan,1
karanasan,1
karangalan,2
karanihan,1
karaniwan,1
karaniwang,2
karantahan,6
karaotan,2
karapatan,24
karapatang,5
karapatdapat,1
kararaning,1
kararatan,3
kararaw,1
kararom,1
karasalan,1
karasonan,1
karasunan,1
karatula,1
karaturog,2
karautan,3
karaw,4
karawan,1
karawat,18
karawatan,3
karayoe,1
karayuan,1
karbohidrato,2
karboksiliko,1
karbonadong,1
karbonenerhiya,1
kardashian,3
kardashians,1
kardong,1
karelasyon,3
karera,72
karerang,2
karga,2
kargamento,3
kargonan,1
kargong,13
karibal,2
karibarawan,1
karibasy,1
karibay,5
karibongan,1
karigonan,1
karigos,1
karikas,1
karikaturista,2
karilingawan,1
karimloo,1
karingisan,1
kariribkan,1
kariribokan,3
karismatiko,2
karismatikong,2
karit,1
kariton,3
karja,1
karkang,1
karledward,1
karmahon,2
karne,22
karneng,6
karnero,2
karokanto,1
karokayumanggi,1
karolis,1
karomatan,1
karosang,1
karoson,1
karpentero,1
karsel,9
karshikhanabad,1
kartilya,1
kartograpo,2
kartograpong,1
kartong,1
kartons,1
kartoon,1
karukrukan,2
karumaldumal,1
karurespeto,1
kasabay,10
kasabayan,1
kasabihan,1
kasadit,1
kasag,2
kasaganaan,1
kasagkodan,1
kasagkoran,1
kasagkuran,3
kasagsagan,8
kasagsagi,5
kasain,1
kasakdalan,2
kasakitan,3
kasalak,2
kasalan,24
kasalang,5
kasali,8
kasalida,3
kasalidahan,1
kasalihid,1
kasalogan,1
kasalon,1
kasaludan,1
kasalukuyang,1
kasampay,1
kasampoloan,1
kasanayan,2
kasangkapan,5
kasangkot,4
kasangle,3
kasanglian,1
kasarabay,1
kasaradita,1
kasarambit,1
kasarapongan,1
kasararo,2
kasararoan,8
kasarian,1
kasarinlan,1
kasaro,4
kasaroan,1
kasarosarong,3
kasasangahan,1
kasasarong,12
kasaysayan,23
kasaysaysan,1
kasensitibo,1
kaserola,1
kasgar,1
kasibotan,7
kasibutan,1
kasiguradohan,1
kasiguraduhan,1
kasigurohan,1
kasikatan,5
kasilag,3
kasili,1
kasilyasan,3
kasimbagan,2
kasindakula,1
kasing,1
kasingdakula,1
kasini,1
kasiram,1
kasiraman,1
kasit,1
kasiyahang,1
kaskas,1
kasoarin,1
kasogpon,1
kasohan,1
kasolo,2
kasong,12
kasosopgan,1
kasosyo,4
kaspiyan,1
kassang,1
kasta,10
kastahi,2
kastang,3
kastigo,1
kastila,63
kastilaamerikano,1
kastilana,1
kastilang,9
kastilyo,2
kasto,1
kastresson,2
kasu,3
kasuaga,1
kasuaren,4
kasuarin,5
kasubago,25
kasubagong,3
kasubangge,1
kasubanggi,2
kasugnay,1
kasugoan,4
kasugpon,1
kasuguan,2
kasuhan,1
kasuhapon,3
kasukasuan,1
kasulo,4
kasulotan,1
kasunduan,3
kasunod,14
kasuratan,10
kasurog,2
kasusupgan,3
kasusuratan,1
kaswal,2
kasya,1
kasyahan,5
kataasan,1
kataastaasang,1
katabang,12
katadaang,1
kataed,1
katag,2
kataga,17
katagalan,1
katagalugan,1
katagang,18
katagasan,3
katagay,1
katahawan,18
katahawang,3
katahawi,1
katahawing,1
kataid,14
kataidan,1
katakin,2
katakkuotn,1
katakod,7
katakotan,3
katakottakot,3
katakuton,1
katalaanan,1
katalaghan,1
katalan,1
kataliko,1
katalingkasa,1
katalingkasan,26
katalogo,1
katalsotan,1
katalunya,2
katambal,5
katambay,2
katampad,7
katamtaman,7
katanduangon,1
katangaan,2
katangahan,2
katanggan,1
katangian,6
katangyanan,1
kataning,7
katanog,11
katanosan,9
katao,5
kataowhan,1
katapat,1
katapatan,1
kataposan,3
katapostaposi,2
katapostapusi,1
katapusan,124
katapusang,1
katapusi,1
katapustapusi,4
kataraid,10
kataraidestado,1
kataraidlugar,1
katarakod,1
kataraning,1
katarantaduhan,5
katarata,1
katarungan,1
katarungang,1
katastropiko,1
katastropikong,1
katatakotan,1
katatakutan,1
katatamnan,2
katatapos,2
katauhan,2
katawhan,2
katawhang,1
katawo,135
katawohan,22
katawong,3
katawuhan,1
katedral,24
kategoriya,3
kategorya,12
kategoryang,7
katekismo,2
katekista,1
kathang,1
kathangisip,2
katharsis,1
katibaadan,2
katibayan,2
katimogang,1
katingkadan,1
katinig,5
katinubdan,1
katiosan,3
katiponan,4
katipunero,3
katiriponan,5
katiriponn,2
katitibaaran,1
katiwala,2
katiwalanintiwala,1
katiwalasatiwala,2
katiwasayan,1
katiwatiwala,1
katlika,1
katokdoan,5
katol,1
katolika,3
katoliko,38
katolikong,20
katolisismo,3
katolo,1
katoltolan,1
katongdan,32
katoninongan,8
katood,9
katorse,3
katorseng,4
katotohanan,5
katotoohan,5
katoy,2
katrabaho,1
katransact,1
katrato,3
katre,1
katribu,1
katubigan,12
katugangan,1
katugma,1
katugon,1
katuiko,3
katukdoan,6
katukduan,5
katulohan,1
katumbas,5
katunayan,1
katungdan,4
katungkosan,1
katungkulan,2
katuninongan,2
katuod,3
katurog,5
katurugangan,1
katusohan,1
katutub,2
katutubng,1
katutubo,7
katutubong,22
katuwang,30
katuwangkagmukna,2
katuwangkagtugdas,1
katuwangsinurat,1
katuwangtinogdas,1
katuyohan,24
katuyohang,1
katuyuhan,2
kaubakan,1
kaugalean,3
kaugalian,9
kaugaliang,2
kaugalisn,1
kaugayan,1
kaugmahan,1
kaugmhan,1
kaugnayan,1
kaulangan,3
kaulayon,2
kaulukon,2
kaunon,1
kaurag,4
kauragan,1
kauragi,3
kauragon,25
kauripnan,1
kausa,1
kaushambi,1
kauswagan,3
kautangan,1
kautikan,1
kauyam,1
kauyamon,1
kavalan,2
kavenaugh,1
kawad,1
kawal,1
kawalan,1
kawali,6
kawani,1
kawapa,1
kawaraan,1
kawaran,11
kawarayu,1
kawartang,1
kawasa,4
kawat,22
kawatan,6
kawayan,15
kawhmu,1
kawiangan,1
kawit,5
kawkasus,1
kawran,1
kawsa,19
kawsang,2
kayabkayab,1
kayamanan,5
kayang,32
kayangahan,1
kaymito,1
kaysa,23
kayumanggi,3
kayumanggihon,7
kazune,1
kazungot,1
keannu,1
kebalankbalan,1
kecak,1
kecamatan,4
kecap,1
kedatuan,1
keerom,1
kehkashan,1
keihanshin,1
keikoku,1
kelabit,1
kelani,1
keleyi,3
keleyqiq,1
kemaloh,1
kembatta,2
kembatti,1
kemeru,1
kemikal,9
kemiko,2
kempetai,1
kenjieut,1
kenjsan,2
kenkoy,2
kentell,1
kenyah,3
kerabu,1
keril,1
kerito,1
kerners,1
kertanegara,1
keskulla,1
ketagalan,1
kettelhut,1
kews,1
keystonekan,1
kgen,1
khadgam,1
khamhaeng,1
khampa,1
khanem,1
kharia,1
khasraw,1
khazhi,1
khiytai,1
khloe,2
khnh,1
khoms,1
khoni,1
khshathra,3
khwarezmid,1
kiangan,3
kianni,4
kiatng,1
kibitkibiton,1
kichwa,1
kidalos,1
kidapawan,1
kiditon,1
kidlat,1
kierna,1
kiisay,6
kikaraya,1
kikilat,1
kikiligon,2
kikirilig,1
kikirilign,1
kikitun,1
kilates,2
kilig,8
kiligon,2
kilikili,3
killi,2
kilograma,1
kilogramo,3
kilogramos,1
kilometro,269
kilometrong,9
kilometros,23
kilometrosh,2
kilong,3
kilowatthour,1
kilusan,1
kimial,1
kimigayo,1
kimika,5
kimikal,24
kimikong,2
kinaabtan,3
kinaag,6
kinaagahan,1
kinaagan,3
kinaaraman,6
kinababalehan,1
kinababalihan,1
kinabag,1
kinabalihan,1
kinaban,190
kinabibilingan,1
kinadakulaan,1
kinadog,1
kinadogkadog,2
kinagat,3
kinagayon,1
kinagibohan,1
kinagimatan,1
kinahurihi,1
kinahuron,1
kinaipo,1
kinaipohan,1
kinaipuhan,1
kinakaag,3
kinakaagan,5
kinakaatubang,1
kinakabalehan,1
kinakabalihan,1
kinakaipo,4
kinakaipong,2
kinakaipuhan,8
kinakaipuhanan,4
kinakakan,14
kinakalaboso,1
kinakalentura,1
kinakalkulo,2
kinakan,2
kinakanta,2
kinakaolay,2
kinakapotan,1
kinakarakan,1
kinakarkulo,5
kinakarkulong,2
kinakatakotan,1
kinakaulay,1
kinakawat,2
kinakawatan,1
kinakawilihan,1
kinalakihan,1
kinalas,3
kinalat,1
kinalaunan,1
kinalilibutan,1
kinalot,2
kinaluwasan,1
kinambrot,1
kinambyohan,1
kinamomotan,1
kinampay,1
kinamugtakan,1
kinamumuhian,1
kinamundagan,6
kinangaranan,1
kinansela,1
kinanselar,1
kinanta,6
kinaon,3
kinapon,1
kinaponan,1
kinapotan,3
kinaptan,5
kinaputan,1
kinarasal,1
kinarawan,1
kinaraya,2
kinarera,1
kinarkulo,1
kinaros,1
kinasal,12
kinastigo,1
kinasuhan,2
kinata,1
kinaugalean,2
kinaugalian,2
kinaulay,1
kinawat,3
kinaya,2
kinayasan,1
kinban,29
kindat,1
kineme,1
kinetikong,1
kingina,2
kinidnap,1
kinilan,1
kiniskins,1
kiniss,1
kinita,1
kinkasan,2
kinnporsche,1
kinodkod,3
kinokondena,1
kinokondukta,1
kinokonsidera,1
kinokonsiderang,1
kinokonsiderar,3
kinokontrol,1
kinomisyon,1
kinompilar,1
kinompiram,1
kinompirma,1
kinompirmar,1
kinondukta,1
kinonkon,1
kinonsiderar,1
kinontra,1
kinontrata,1
kinopyang,1
kinoronahan,6
kinotkotan,1
kinots,1
kinsamsay,1
kinse,3
kinsemil,2
kinseng,1
kintab,1
kinua,31
kinuanan,2
kinugos,2
kinukua,5
kinukudkod,1
kinukultibar,2
kinukultivar,1
kinukumpara,1
kinukunsiderar,1
kinukusp,1
kinukutos,1
kinukuyog,1
kinukwestiyon,1
kinulang,1
kinulayan,1
kinumbinsir,1
kinumfirmar,1
kinumpirma,1
kinumpiska,1
kinunas,1
kinundoktar,1
kinupal,1
kinupit,1
kinurab,3
kinuritan,1
kinwestyon,1
kirata,2
kiray,1
kirikiskis,1
kirikot,1
kiriyenteken,1
kirpan,1
kisame,2
kisay,4
kisera,1
kisisay,1
kiskis,5
kisuerra,4
kitabatake,1
kitakami,1
kitang,13
kitanglad,1
kitcharao,1
kitkit,1
kitong,1
kittikhun,1
kiwot,1
kiyyangan,1
kji,2
kjikin,1
kjoe,1
kkaladkaron,1
klab,1
klado,1
klais,1
klarado,2
klaradong,1
klaro,1
klase,105
klaseng,44
klasika,2
klasikal,7
klasiko,3
klasikong,5
klasipikado,3
klasipikasyon,21
klasipikasyong,1
klasrom,1
klasrum,1
klemantan,1
klerigo,2
klimaairsea,1
klimachange,1
klimahustisya,1
klimang,5
klimat,1
klimatologo,1
klimatolohiko,1
klimologo,1
klinasihan,1
kliyente,3
klnk,1
klorido,1
kmao,1
knavs,1
knigsberg,3
knnap,1
ko,962
koalisyon,7
koboko,1
kobre,1
kobukuro,1
kochadaiiyaan,1
kodang,1
kodigo,8
kodigong,2
kodkodan,1
koehekutibo,1
koehekutibong,1
koganeyamajinja,1
koila,2
kokod,1
kokote,1
kolaborasyon,2
kolambu,1
kolambug,1
kolambugan,2
kolasi,1
kolehio,1
kolehiyala,1
kolehiyo,32
kolehiyong,2
koleksion,1
koleksiyon,3
koleksyon,16
kolekta,1
kolektibong,6
kolektor,4
koleskyon,1
kolesyon,1
kolganteng,1
kolisyon,2
kolokyal,1
kolokyalpangnasyon,1
kolonel,1
kolonisasyon,2
kolonnawa,1
kolonya,13
kolonyal,9
kolonyalisasyong,1
kolonyalismo,1
kolonyalistang,1
koloratura,1
kolum,17
kolumna,1
kolumnista,8
komandante,2
komander,4
kombensyon,3
kombento,2
kombenyenteng,1
kombertido,1
kombinasyon,4
kombustableng,1
kombustyong,1
komedi,2
komedya,4
komedyadramang,1
komedyang,8
komedyante,5
komedyanteng,4
komentarista,1
komentaryo,1
komento,4
komentong,2
komering,2
komersiyo,2
komersyal,23
komersyante,2
komersyo,17
kometa,11
kometang,1
komisyon,15
komisyonado,2
komisyoner,2
komisyong,1
komite,13
komitiba,3
komon,4
komonomero,1
komonwelt,1
komoryano,1
kompaktong,2
kompaniya,5
kompaniyang,2
kompanja,1
kompanya,51
kompanyang,12
kompara,1
komparasyon,1
komparatibong,4
kompensasyon,1
kompentensya,2
kompentensyang,1
komperensiyang,1
komperensya,7
kompetensya,1
kompetisyon,18
kompetitsyon,1
kompleanyo,3
komplekso,1
kompleksong,1
kompleto,1
kompletong,3
komplikado,1
komplikadong,4
komplikasyon,3
komplikto,1
komponido,1
komportable,4
komportableng,2
komposidor,1
komposisyon,17
kompositor,18
kompound,1
komprehensibong,1
komprensya,1
kompresyon,1
kompromiso,1
komprontasyon,1
kompuesto,2
kompuwesto,14
kompuwestong,1
kompwesto,3
kompyuter,13
komun,14
komune,3
komunelebel,1
komunidad,80
komunidadbilang,1
komunikasyon,12
komunismo,2
komunista,17
komunistang,5
komunwelt,1
komuter,1
komyun,1
konbensyon,1
konbensyong,1
konberg,1
kondensadang,1
kondensasyon,1
kondensasyong,1
kondensayon,1
kondimento,1
kondisyon,9
kondisyong,3
kondosir,1
konduktor,4
koneho,2
koneksion,5
koneksiyon,1
koneksyon,6
konektado,10
konektadong,1
konfidential,1
konggreso,1
kongregasyon,6
kongregasyonna,1
kongresista,9
kongresistang,1
kongreso,26
kongresong,1
konklusyon,4
konkreto,3
konkretong,3
konpederasyon,1
konpirmadong,1
konrata,1
konsehal,10
konseho,23
konsekuwensiyang,1
konsekwensya,1
konsenso,1
konsentrado,3
konsentransyon,1
konsentrasyon,7
konsepsyon,2
konsepto,16
konseptong,2
konseptwal,1
konseptwalisasyon,1
konserbasyon,1
konserbasyong,1
konserbatibo,3
konserbatibong,3
konsiderado,1
konsideradong,10
konsiderasyon,1
konsistenteng,1
konsistido,5
konsonante,1
konsorte,1
konstable,1
konstabularyo,1
konstelasyon,5
konstitusyon,13
konstitusyonal,2
konstitwenteng,1
konstruksiyon,1
konstruksyon,18
konstruktibong,1
konsulado,1
konsultahan,1
konsultahon,1
konsultant,2
konsumidores,1
konsyerto,18
konsyertong,3
kontaminasyong,1
konteksto,2
kontekstong,1
kontemporanyong,7
kontemporaryong,7
kontento,2
kontentong,1
kontes,1
kontestant,2
kontinente,6
kontinenteng,3
kontinhente,1
kontinuwasiyonismo,1
kontinuwasiyonista,2
kontinuwasiyonistang,1
kontinuwasyonismo,1
kontrabida,6
kontrahan,1
kontrahon,1
kontraktor,1
kontrakultura,1
kontraminahan,1
kontrang,1
kontrasiya,1
kontrata,14
kontratang,1
kontraterorismo,1
kontribusyon,10
kontribyutor,1
kontrobersiya,1
kontrobersiyal,3
kontrobersya,5
kontrobersyal,8
kontrobersyo,1
kontrolado,5
kontrolon,1
konx,1
konyerto,1
konyo,3
kooperasyon,2
koordinal,1
koordinasyon,2
koorganisar,1
koperasyon,1
kopiroti,1
kopolimero,1
koponan,8
kopra,1
koprasan,1
kopseptong,1
kopya,15
kopyahon,1
kopyang,2
korales,4
korapsyon,2
kordilyera,2
koreanang,1
koreano,10
koreanong,6
koreksyon,2
korelasyon,1
korido,1
kornihon,3
korokamalig,1
korokambayang,2
korokorona,1
koron,1
koronadal,2
koronahan,3
koronang,1
koronasyon,1
koronel,10
korporal,1
korporasyon,8
korporasyong,1
korr,1
korteng,2
kortes,1
kortesanong,1
korupsyon,9
korupto,1
koruptong,1
kosensya,1
kosmetiko,1
kosmetikong,1
kosmolohikal,1
kosmolohiya,1
kosmolohiyang,1
kosmopolitan,1
kosog,8
kostal,3
kostumbre,4
kotae,1
koteka,1
kotkot,1
koton,1
kotse,4
kottee,2
koumintang,1
koundara,2
kovalent,1
kovalentong,1
kovind,1
kowarekake,1
krags,1
kralasehan,4
kraras,1
krayohenikong,1
krear,1
kredibilidad,2
kredito,6
kredo,1
krema,1
kreole,2
kreoleng,1
krger,3
krimen,7
krimidal,1
kriminal,10
kriniar,1
kriptograpo,1
krisis,10
krismas,2
kristiano,2
kristiyandad,1
kristiyanidad,2
kristiyanidadamerican,1
kristiyanismo,1
kristiyano,28
kristiyanong,23
kristong,1
kristyanisasyon,1
kristyanismo,2
kristyano,6
kristyanong,1
kritikal,4
kritiko,19
kritisismo,2
krizzia,1
kroeung,1
kromosoma,1
kromyo,1
kronburger,1
krong,1
kronthaler,1
kros,1
krudo,3
krumpper,1
krus,14
krusada,1
krusipiko,1
krusipiksyon,2
krusyal,1
kshinetsu,1
kster,1
kuadrado,1
kuaha,1
kuahan,1
kualidad,2
kuanan,4
kuanon,1
kuanong,1
kuapl,1
kuarta,7
kubano,1
kubiko,2
kubikong,2
kubing,1
kubismo,1
kublit,41
kublt,1
kudal,1
kudeta,4
kudi,1
kudkudan,1
kugita,1
kugon,1
kugos,4
kuhol,1
kukulugan,1
kukumber,1
kukuon,1
kukurab,1
kulamanen,1
kulang,29
kulangkulang,2
kulangon,2
kulapos,4
kulay,9
kuldas,1
kuleksyon,8
kulektibong,1
kulekyon,1
kulintang,5
kulisap,1
kulitan,2
kuliton,4
kulminasyon,1
kulo,1
kulog,26
kulogboot,1
kulogkulog,2
kulogngipon,1
kulogo,1
kulogpayo,2
kulong,2
kulongan,3
kulot,1
kultibasyon,1
kulto,1
kultoy,3
kultrura,1
kultural,21
kulturang,12
kulugo,2
kulugon,23
kulungan,5
kumabit,1
kumag,1
kumagat,1
kumakan,1
kumalanga,1
kumandanteng,1
kumander,6
kumanta,1
kumasta,1
kumbaga,5
kumbensyon,2
kumbento,14
kumbinasyon,3
kumersyo,1
kuminakan,3
kuminalat,1
kuminampi,1
kuminasal,1
kuminua,3
kuminusog,1
kumisyon,1
kumol,1
kumonidad,1
kumonwelt,4
kumot,1
kumpanya,3
kumpara,6
kumparasyon,1
kumpederasyon,1
kumpensasyon,1
kumperensiya,4
kumperensiyang,1
kumperensya,8
kumpetisyon,2
kumpigurasyon,2
kumpirmasyon,1
kumpitensya,1
kumpleanyo,2
kumpleto,1
kumpletong,1
kumplikadong,1
kumplikasyon,2
kumplikto,2
kumpol,3
kumponido,1
kumpormasyon,1
kumpuwesto,1
kumpwesto,1
kumuha,1
kumulang,4
kumunoy,1
kumusta,1
kunab,5
kundiman,2
kundisyon,10
kundsisyon,1
kuneksyon,4
kung,164
kunh,1
kunot,1
kunsaen,1
kunsoarin,3
kunsomedores,1
kunstakademie,2
kunyang,1
kunyare,2
kunyari,1
kupal,135
kupalon,9
kupas,1
kupido,1
kupras,1
kupya,4
kurab,3
kurabon,1
kuragit,1
kurahaw,2
kurapsyon,2
kurator,2
kurbada,1
kurbahon,1
kurda,1
kurdis,8
kurdista,2
kurikoma,1
kurikulum,3
kuriputon,1
kurisputon,1
kurit,9
kuritkurit,1
kuriyat,1
kurso,34
kursong,11
kursunada,2
kurtina,1
kurtinang,2
kurting,2
kurtland,1
kuruduton,1
kuruguson,1
kurukarigos,1
kurukarigusan,1
kurukarwar,1
kurukublit,1
kurulang,1
kurulot,1
kurulu,1
kurumolkumol,1
kurumpol,1
kurunektado,1
kurupuan,1
kuryente,32
kuryenteng,1
kuryenti,1
kurynte,2
kusang,1
kusangloob,1
kusatsushirane,1
kushti,1
kusina,5
kusinang,1
kusinero,1
kusinilya,1
kusog,31
kusogboot,3
kustodiya,2
kustomaryo,1
kustomer,4
kusugon,6
kususgon,1
kutais,1
kutakti,1
kutana,2
kutanang,1
kutang,3
kutis,1
kuto,1
kutong,1
kutsero,1
kutune,1
kutusan,1
kuwa,1
kuwaa,1
kuwadrado,6
kuwalipikadong,1
kuwaon,2
kuwarso,1
kuwarsong,1
kuwarta,3
kuwartang,1
kuwarto,1
kuweba,1
kuwelyo,1
kuwento,2
kuwesto,3
kuy,1
kuyamad,1
kuyente,1
kuyonon,1
kuyugon,1
kvinor,1
kvyl,1
kwadrado,245
kwadradong,1
kwadradsng,1
kwadro,2
kwalipikadong,1
kwarenta,1
kwarta,30
kwartahan,1
kwartang,8
kwartel,4
kwarto,13
kwartoadalan,1
kwartofinal,1
kwartong,2
kwasa,1
kwatro,1
kweba,8
kween,1
kwenta,3
kwentado,1
kwentong,1
kyeon,1
kykoku,1
kyky,1
kyplus,1
kysh,1
kyuasi,2
kyusan,1
kyut,1
kyuton,10
kyya,1
kzky,1
l,15
laad,2
laagan,1
laaog,1
laarni,1
labaan,1
labanan,4
labang,3
labas,3
labason,1
labaw,5
labilabi,3
labilabing,7
labing,44
labis,8
labnig,1
labon,1
labonan,3
laborartoryo,1
laboratoryo,5
labot,16
labotsibeni,1
laboy,5
labsok,1
labukidan,1
labunok,1
labuyo,1
labyu,2
lacaba,1
lachi,7
lacub,1
