sentence,profane
uulitin ko tarantado ka father at uulit ulitin ko yan sa post ng iba,1
goodnight matutulog nang naguguluhan tangina talaga,1
syempre may sweet at clingy side rin ako ano akala niyo sakin tarantado araw araw,1
ngayon ko lang naalala nakafollow pala sa instagram isang superior ko sa guidance haha nakapakyu kami dun,1
pakyu hanggang birthday mo,1
pakshet ang huhusay tapos sablay,1
napapagod na rin ba ako mag puyat pero kasi di na talaga ako nakakatulog punyeta ano ba itong problema ko,1
hala puta simula palang nag cry na ang ferson,1
nakahanap ka ng ka vibe mo baliw nga kayo eh ulol haha,1
bilis pala dumumi pag white ang coll book pakshet sorry ito lang ako walang aircon na shit haha,1
paano maging tanga at overthinker ng sabay sabay,1
mas ulol pa ang itanyag at pasalamatan ang kanilang poong si mangtani kaysa sa bclisters for their uncompensated work our bclisters ang tunay na mga bayani ng pilipinas dahil tayo minamartyr,1
di na natapos sa gawain tangina,1
gago ang daming achievements sandali lang,1
kanina pa nakabukas laptop ko pero hindi padin ako umuusad pakshet,1
ay wait pakshet gago ako,1
ate gorl na nagsabi na pumalpak si jayb right in front of my face pakyu ka haha,1
mama mo ugly pakyu,1
pucha ang lamig dito,1
putangina pogi talaga ni david,1
bwiset tambay nanaman mga parcel sa calamba,1
putangina nangingisay na ako dito grabe ka na donato,1
kung hindi lang sana inubos ang pera ng pinas sa pagliha ng baba mo sana kahit walang nutribun buhay pa ang mga nagutom noon bwiset ka ingat ka sa pag yuko baka matusok yun pa ang cause of death mo,1
putang inang kalaban ito nag nakaw na ng apat na beses talo pa din pota tanga tanga,1
kupal eto kausapin mo kasing bobo mo isisi sa gobyerno pghihirap nya ayan usap kayo pareho kayong tanga,1
nga pala ako pala yan tangina sana hindi ako nagtanong,1
edi kayo na putangina,1
ok ano naman kaya prio ko ngayon chr haha tangina tatahimik nga muna ako,1
nakalimutan ko ngang tanggalin yung sa may unan ni yves puta di ako satisfied,1
pakyu ang kalat mo dm po,1
ang cute cute mo puta,1
normalize ma ulol kay park jinyoung,1
pakshet sana tulugtulugan lang si irene para rinig nya huhu,1
tangina may nakikigaya sa mga quotes puta,1
tangina mo naman jay,1
haha paano naging bobo ang kakampinks sila kaya ang pinakamalaking tax payer sa pinas may aasahan ba sa mga ddshit at bbmshit na magbayad ng buwis palamunin lang yan ng mga kakampinks,1
ayaw ko na magdrive dahil sa mahal ng gas tapos sobrang hassle pa magcommute pucha,1
ayaw ko na magdrive dahil sa mahal ng gas tapos sobrang hassle pa magcommute pucha,1
putangina sobrang haba ba ng aranyaka quest na yan,1
puta sakit na wag ka magkwento,1
ang laptrip talaga putangina,1
a big pakyu kay prof clarita at nabili ang kanyang prinsipyo,1
tangina sobrang stress ko na,1
punyeta bakit kapag imamyday yung vid galing sa instagram story parang nag frame per second drop,1
ulol kayo sungtaro fixed unit yung magkasama sila ang kapal ng mukha niyo sm entertainment,1
papansin ka beh sayong sayo na si julius pakshet kayo,1
tagal na nitong nasa drafts punyeta last month pa,1
ulol sira pakyu gaga,1
wala akong naintindihan sorry bobo lang,1
putangina yung nn ganon pa din haha puta i miss you balik ka na,1
sariling gamit mo hindi mo makuha bwiset ka tangina,1
bwiset kase si susan,1
tangina ew no thanks sa city hall nalang ako pupunta may do pa dun,1
pucha di ko nalagyan tags,1
puta ikaw pala yon,1
siraan niyo ako ng siraan paniwalaan niyo gusto niyong paniwalaan tutal kupal naman kayo sa buhay ko,1
tangina tama yung taya ko,1
kabado talaga ako putangina,1
tanga at bobo ka kasi,1
sobrang ka na tanga,1
ayoko na mag first move pucha,1
making new rules para hindi manalo si taylor pucha kayo grammys ibigay niyo na sa red album taylors version deserve naman haha,1
ubos ang pera haha pakshet,1
hoy mga gago kabahan na kayo,1
yuck puta anong maganda diyan,1
sakit nanaman ng tiyan ko punyeta,1
pucha onting araw nalang mamamatay na ata ako,1
hala puta bukas na pala comeback ng bts,1
gago di ka na makakatanggi ngayon sa mga shot haha english ka pa ha haha,1
mga gustong course ng kapatid ko puro ang mamahal tapos ako raw pagbabayarin ay gago kayo haha,1
ang kupal lang ng google docs puta hindi mapili yung correct answer isang item din yun di ko alam kung papasa pa ako puta na yan,1
putangina nila tangina nila gago pakyu gago mga yan puta baka kayo pa patayin ko naka pakyu tangina nyoo,1
buti pa yung kausap ko matino walang hiya itong mga kupal na ito,1
hating gabi habang kilig na kilig sa jossrei tangina,1
bobo ka haha ito totoo haha,1
anong ibig sabihin nun beh sorry bobo lang,1
hoy hoy kakauninstall ko lang idv pucha wait,1
para kayong tanga sa part na nakikipaghiwalay sa gitna ng academic stress week,1
bakit may naleak na pc just like nung mots ulit pakshet,1
tangina palitan na talaga itong phone ko,1
sobrang sakit parin ng katawan ko pakshet haha,1
haha tarantado ako pa lolokohin mo beh,1
tarantado ata itong nagcomment sa sponsored post ko may jowa tapos gaganon haha kahit wala kang jowa teh hindi ako papatol sayo siraulo ka,1
tinawag niya ako mahal parang tanga,1
bwiset tigil tigilan niyo ako ha,1
di ko makita score mo loading lang pakshet,1
hoy pucha nasa kusina yung pussy,1
pakyu ka sana mabudol ka,1
nakatakas na rin ako tangina wala na akong limit ulit,1
tangina neil pag isipan mo muna sasabihin mo bago sabihin ang tanga mo,1
umagang kay pakyu tapos laban pa bukas haha ayos yan,1
pucha beh gusto ko lang naman kumain,1
bente tres na edad niyo na tatanga tanga pa rin,1
pucha mag iisang taon lampas na ganito parin,1
softdrinks pa nagkasakit tuloy ako puta,1
day holy shit putangina mo pukinginangina mo putangina mo gago tarantado hayop sintosinto ka pldt,1
nakadalawang tulog ako puta,1
tangina talaga ayoko na ibigay attuid ko mga pakshet kayo chinachat nyo ako sa qmess eh pamilyadong tao pala kayo kingina nyo ha,1
pakyu ulol hater tanga basher tarantado ka walang taste,1
gago walang matutulog hanggang di nagpopost si donny,1
kung gagawa ng list about me na ganito putangina haha,1
di ako makarebat dito kay mika tangina hindi ko masend chat ko kupal,1
ubos kaagad nakuhang pera sa qs kasi bumili ng herschel na bag punyeta ayaw ko na,1
hindi ba kausap pa kita tanga,1
putangina talking stage pa lang pinaparamdam na unappreciated ako,1
tatanda niyo na para pa rin kayong tanga tangina niyo,1
tangina miss na kita,1
hala bakit may sorry sa akin tarantado ka talaga teh dun ka na nga kay j nabeng beng,1
huy mga accla naalala ko tuloy yung kinausap ni heurt si deib na isurprise si max pag propose haha gago kayo,1
wag kayong negatibo mga pakshet naman kayo haha kapit lang,1
mali mali output ako taga ayos punyeta kayo,1
anyway putangina mo ka belift tarantado ka gago hayop ka talaga,1
bobo ako pero nasstress din ako sa acads,1
kukumpletihun ko na nolo puta,1
luh punyeta ate seryoso ka ba ito ipapatugtog mo,1
kupal ka talaga gerrykups,1
ulol ka rin porket tax ang sinusweldo sa kanila ganun ka na umasta mga kupal lang talaga kayong mga aktibista,1
hoy ang bibilis pucha ayaw niyo ba kumalma sinasabi ko sa inyo dahandahan lang,1
ah pakshet kinikilig ako putangina,1
ang bobo mo tenshi gago sa chat box ka pala ng twitch nagchat tangina mo ulol ka,1
pakyu ka yan na yung order mo haha,1
napaka kapal ng mukha mo para sabihin yon sa kaniya gago ka,1
nang sapilitan ata pero paki ko bwiset ako ngayon tangina na grammar yan,1
oh gago kala nyo kayo lang meron ulol,1
bakit ang sweet nila diyan pakshet,1
haha sorry bobo lang,1
umiiyak dahil sa istorya nina vina at calixs ulit kaso napaka pakshet ni pldt,1
sakit ng ulo ko bwiset na araw yan,1
gago wala na din akong gana sa sarili ko,1
punyeta bagsak ata ako sa science,1
oo nga pakshet sayang antay ko ng two hourse tapos ganun lang suntukan nalang kami haha,1
bwiset ka kasi pa bida bida sa buhay,1
mga ulol yung sumakay,1
ulol na ulol si anya cheri,1
puta ako pa haha,1
hindi na nga makakapunta sa txt con punyeta ayoko na tumalon sa bangin,1
kinikilig ako pakshet parang tanga,1
madami ako gustong sabihin pero sobrang na memental block ako punyeta,1
twineet ko yan bobo,1
mas engot ka pa sa bobo,1
joke di ako makatulog bwiset,1
di ako makatulog pakshet,1
muntik na pakshet haha session hirap pag walang tulog,1
putangina pareho na kami ng hangin na lalanghapin ni jungwoo putangina,1
miss ko na yung dalawang kupal,1
puta kayo haha bwiset,1
visual stans ang puta si jungkook nga yung kilala ko na pinagpala dahil maraming talent eh tangina naman yan bawal ba icelebrate birthday ni jungkook manahimik na lang kayo ulol,1
sakalin ko pa yang tarantado na yan,1
ang sinasabi ko lang din naman ay tarantado kayo para magpakalat ng maling balita at bigyan ng bagong ibig sabihin ang mga sinabi ni bobby at hinihila niyo siya pababa para ibida yung idolo niyo,1
akala ko ba communication is the key haha tangina,1
pakshet lagi nalang akong malas,1
gago ah piggy back ride puchaang cute ni seungkwan jeonghan at jungwon kainis,1
ikaw nga neyshin haha putangina mo talaga,1
pakshet bakla daw ako sabi ni mama,1
naduduleng na ako sa math punyeta,1
tanga wag ka kiligin,1
tanga yung mala skusta yung galaw pero feeling malinis,1
pinapili mo pa ako punyeta,1
ang kupal mo naman,1
pakshet buti nakaleave ako,1
kundi ka ba naman bobo eh alam mong may girlfriend sasabihin mo yon haha,1
iyak ulit haha putangina,1
gago umamin ka na para masubo mo na chour,1
barya duh ka poor mo naman haha yuck diyos ko kadiri na bobo hoy tanga para ka talagang si bbm haha siguro no magnanakaw ka haha nc,1
gago ka ikaw ang tarantado mahiya ka naman sa balat mo,1
napaka tanga ko sa part na yun,1
bobo na tanga si cherie oh haha,1
ulol sa ating dalawa nga ikaw nalalaglag sa imburnal eh naglalakad lang biglang nangangalahati yung katawan,1
pucha di ako patutulugin nito tabi guys ako na toh,1
ang akin lang naman ikaw masaya na ako hindi pa bwiset ka sana hindi mo na ginulo buhay ko putangina ka haha pakyu,1
haha itutulog ko to haha pakshet parang nasa budhi ko na ata ang pagiging hateful na maganda,1
sinong bobo na nabuhusan yung kamay niya ng mainit na tubig,1
ang hd pucha ang pogi mo david,1
tangina ka anong monster fucker,1
hindi talaga ako makatulog ng maayos kasi huhu yung gigo plush nalang niya pucha haha,1
good morning sa lahat maliban sa mga maiingay ang tunog na motor mga pakshet kayo,1
tangina kamukha ko nga si patrick,1
tangina bakit puro danilo nakikita ko mga tarantado,1
pucha inupload na din nila yung coachella vlog,1
kupal gaming na naman po siya,1
marvel na may subtitle pucha,1
kupal talaga to si aj nakakabadtrip,1
its been months putangina balak ko pa atang paabutin ito ng isang taon so bali isang taon pa akong iiyak nang iiyak nang iiyak,1
ayaw ko sagutin kung okay ako kasi iiyak ako haha punyeta,1
tangina nakasando lang nauulol na naman ako,1
mahirap ka pala talaga pauwiin pakshet ka,1
mga kupal kayo ganun na sitwasyon ng tita ko ginagago niyo pa mga kupal babalik din sa inyo mga ginagawa niyo sa tita ko,1
wala munang inuman bukas inubos niyo pera ko mga tarantado haha,1
tanga ang pangit mo pa rin,1
gago okay lang naman mag heart ka ng myday ng iba basta dun ka na,1
pagpatak ng walang ig post kasi may forehead kiss at side hug putangina binabaliw ko lang sarili ko,1
tangina kanina pa ako nababadtrip sayo pakshet ka sagad nathan talaga,1
pakyu ikaw lang ba pwede maging fan ng stranger things,1
kaso yung iba kupal na plastik,1
kanina pa ako na susunghoon putangina niyo,1
pero medyo tanga ka sa part na yun,1
ang sakit ng ulo ko pakshet,1
dalawa sagot ko kasi hindi ko makilala ang kaibahan kung ano mismo yung tinatanong mo bwiset,1
pucha nahihiya talaga ako kahapon sa event tangina tapos yung naghatid pa sakin si ano pati sila ano,1
kapit lang abe gusto niyo din ba habulan puta,1
napaka tarantado talaga nitong babaeng ito,1
ulol hindi daw nag ffirst move haha,1
yes finally deserve mo ng v fight pucha skypeia arc pa yung huli mong v,1
oh my gosh isa pa ayaw ni mom ko mag dorm yung eldest namin pero i asked if ako pwede magdorm since balak ko mag university scholar nga gago she said oh my god jei we will be dorm mates na isang thomasian at atenean lasallian di wow pakyu,1
yung kupal mong friend na binati ka pero picture nya pinost haha,1
pakyu talaga enlistment ng isa kang malaking trauma sa buhay ko haha,1
pakshet nalock twitter account ko,1
pinaka kupal sa lahat dami ko pa nakikita na tiktok edits nung gusto raw nila ng boyfriend kagaya ni sean haha goodluck na lang siguro,1
pakyu mheljen mayroon ka nang kabebe time ah haha,1
gago wait akala ko nasa private ako napost ko sa public huhu,1
balik ko na nga sa chi dn ko tangina kasi ni thord panay pangit sa cio,1
tangina dami nanaman tuloy realizations sa akin dahil sa kupal na to chat chat pa kasi eh,1
tangina ayaw ko ng surprise na bisita kung kayo lang din naman puta kayo,1
kingina kasi ng hotel na to kaloka napaka kupal,1
masama pa din loob ko sayong pakshet ka sinalubong ko yun nang umiiyak ang daming date new year mo ako iniwan pakyu,1
bwiset na bwiset na ako ah mga putangina niyo,1
haha pakshet so ito na nga diba,1
tarantado ka talaga madumb,1
di ako makapagtweet at message kanina wala ako load punyeta,1
gago health care week next week pero nagpaulan ng gawain prof ko sa sustainable tour what the heal,1
gabi na pero ang init pa din punyeta,1
girls tarantado talaga yung mga bf niyo,1
gusto ko talaga matutunan yung hot eh kaso napanood ko yung sayaw ni wonie tangina pinahirapan pa ako,1
nalason nanaman ng palaka yung aso ko punyeta naiiyak na ako please pray for him na nasugod agad siya at maagapan,1
mai ang pogi mo rito oh grabe kung ako sayo sakin ka na lang tarantado,1
bobo ka lang kasi maglaro,1
di na ko natutuwa sa mga pantal ko ha punyeta haha,1
gwapong tarantado amen pawer,1
walang mgawa sa mundo mga kupal yan sige ipagpatuloy niyo lang mga kakupalan niyo mga gunggong,1
kinakain na ako ng imahinasyon ko dito putangina,1
hindi ako nakailag sa binatong hollow blocks pucha,1
haha bwiset ka talaga feeling boss ampota bait bait ko na nga eh,1
teka lang gago isa isa lang punyeta kayo,1
wala di maka tagal sa pag seselpon bwiset sakit na ng ulo ko,1
tarantado ka sky may nag reply,1
bwiset na exam sa pmnl to bakit ganun,1
ang bad timing ng sore throat puta kati ng lalamunan ko,1
hoy puta haha ano yun,1
gagi puta ayoko na nga,1
gago wait bakit ka nananakot masaya na po ako pero pakshet parang hindi maganda ito,1
ang lampa mo namang pakyu ka,1
daming dala puta haha return to office or maglalayas,1
grabe na chikahan yun umabot ng ala una pakshet haha,1
ulol sigurado na second year na ako sa sunod na school year,1
may naalala lang ako sis diba ang pangarap mo sa buhay ay maging asawa at magka anak at tumira sa bukid punyeta eh sa lahat ng pangarap mo maging asawa lang natupad eh galing pa sa agaw kamusta naman yung having a child mo ano nabulok nalang yang matress mo kakaiyot,1
pogi mong aso ka kaso ang kupal mo nga lang haha,1
inggit na inggit ako sa mga pupunta sa aurora puta,1
ikaw lang may gusto niyan ulol,1
nasunog ko bwiset na yan haha,1
tapos na po ba ang tanga era niyo,1
putangina bakit badtrip na badtrip ako,1
same bobo ko talaga feeling ko mapapahiya ako tuwing recitation,1
di ako maka keep up andito kasi ako punyeta wala naman ako pambili,1
is kupal a bad word tinanong ko si mama ano ibig sabihin tapos tinignan nya ako ng parang ano wtf,1
punyeta tanggalin niyo nga ako sa mentions niyo,1
pucha ngayon pa lang nagsink in yung slogan ng golden means ginintuang presyo ng bilihin,1
paano naging ganon pucha,1
putangina mo ka gago ka tangina mo pakyu hayop tarantado,1
first day na bukas kinakabahan ako pakshet,1
ulol utak mo may ubo tanga,1
tangina inc is waving grabe ka na happy mid year pakshet,1
walang na wala na kayong mauuto tawagan tawagan kita tapos in another call ulol tangina mo,1
wag kana mag explain parehas lang naman kayong bobo,1
pagkahagis ng bola sa akin umalog bungo ko eh puta,1
nayeon ang ganda mo pakshet,1
haha alam mo yan pero sayo lang ako ulol,1
lakas naman ng loob mong isuot yung jacket na di sayo bwiset ka,1
address the problems crisis philippines is currently facing magupload vlog at magparty party lang priorities ng pakshet na administration na to ay kagaguhan,1
ang bilis mo pucha ka,1
tanga na kung tanga pero magtitiis ako kahit masakit magstay ka lang sakin,1
bwiset tong isang kaklase ni dave panira sa post ko what if sakalin ko siya nakakainis eh,1
ulol ka pakyu nagtanong lang ako,1
pakyu ayoko lang mapahiya ka,1
akala ko naman mapapa cravings satisfied na ako lasang ketchup naman ang puta,1
kabit lang ba ako option lang rebound ba haha putangina gulong gulo nako,1
hirap ng javascript haha basic pa lang yun bes nasstress na ko pucha,1
deserb maexpose haha napaka kupal niyan,1
sana matuloy yung bakasyon kasi kung hindi magwawala ako mga tarantado,1
tama na kakasugod ko ngayon punyeta,1
tangina mo superstar putangina yeuwj putangina naiirita ako tangina mo napindot ko naman anong miss tangina hambalusin ko gumawa nito pukingina moh naiinis ako puro ako stars lg sa hard putangina,1
hinihingal ako mag akyat baba sa hagdan para lang mag cr bwiset na loose bowel movement,1
nagiging masaya palang ako sa kaniya naninira na yung mga tanga,1
pano ba ma snooze to delete ito punyeta,1
parang tanga kinikilig talaga ako,1
tanggap mo na bobo ka at walang narating sa buhay,1
pakyu pero konti lang haha tangina mo,1
bwiset na twitter circle to may favoritism gusto ko lang naman magshare ng kaacclaan,1
putangina may snitch sa gc namin,1
ang sakit ng episode pakshet,1
puta di ko pa naedit inaantok na ako,1
talaga ba nami pakyu,1
pag kinakausap kita lagi naiirita ako bwiset bakit,1
haha nakalimutan ko pala batiin kapatid ng kaibigan ko puta siya pa naman unang bumati sakin nung bday ko,1
tangina mo kupal amputa pang block na yun eh,1
bwiset na mga maps to,1
yes ako ng yes akala ko bukas pa yun pala meeting ngayon hay bwiset,1
punyeta sabay sabay pa di ko na alam,1
tarantado kasi bakit ashley pangalan ko,1
napaka tarantado sa akin,1
tarantado ka lazada hindi ikaw yung notif na hinihintay ko,1
gago mga beh naeexcite na kinakabahan talaga ako puta di ko naman birthday,1
mas masakit nga pala yung no label breakup bwiset,1
wala ka pang alam bobo ka ba,1
pakshet lumalabas sa tiktok ko puro dark secret ng cc,1
nakakainis si dim sa lahat ng bagay puro mali na lang nakikita putangina nakakairita kaya,1
pucha paiyak nako eh tapos may lumabas na mga stars,1
ang aga ko naman nagising punyeta,1
tinanong ni papa kung kailan yung possible year na graduate sabi ko baka tapos dinugtungan ko ng what if pa nabuntis ako ng maaga nag asawa na ako pag year haha tarantado daw ako and hindi raw ako nakakatuwa korique po,1
putangina anong oras na hanggang ngayon naghahanap pa rin ako ng isusuot ko bukas,1
baka maging sabagal ka pa sa acads ko pakyu,1
mag tatampo na sana ako kaso pucha napatawa niya ako haha,1
putangina nasasaktan ako wag niyo akong kausapin,1
alexa papakitaan kayo ni laziz ng sarili niyang eagle haha puta double meaning,1
kupal din minsan itong shopee eh,1
pakyu gawin mo to ngayon hayop ka,1
bwiset talaga yung cockroach na nangagat ng eyelid ko,1
putangina talaga gago tangina naman ni deib,1
ang mahalaga pepetiks na lang ako for the rest of the day dahil tapos na ang araw ko mga pakshet kayong lahat haha,1
ang sakit sa mata ng mga memes ni levi punyeta,1
tangina ka talaga akina,1
tinawag niyo kong bobo edi seryosohin ko sinabi ninyo,1
sakit ng singaw ko pucha,1
tropa mong kupal di mo yan dapat ikeep hihilain ka lang nyan pababa,1
yan lang ibang mga kasama niya sa group picture tanga,1
napaka tarantado nito ni echo,1
sinigang na pork at tinola puta ang sarap,1
kabadong kabado na ako tapos siya tuwanag tuwa sa pang aasar niya sa nanay niya tungkol sakin ampota kupal talaga,1
para sa tanga nanaman,1
tanginang sino ba yang dyib lhor na yan na chat ng chat parang bobo,1
ang bobo ko talaga sa password di ko mabuksan yung emoji na sinend ni ken di ko magets yun,1
putangina ang gwapo nila parang yumanig buhay ko,1
tangina si eron at tatin eh ang kulit haha,1
pakshet talaga ito si heart at bea kapag nagkwekwento,1
tawang tawa ako sa hi haha pucha new friend yarn,1
proud basagolerows ba eka haha ulol mga bugok,1
sige magdiwang ka pa sa wattpad bwiset ka,1
akala kase laging lumalandi pakyu,1
gago yung pinsan kong mas bata sakin may lablayp na pucha ano na ko neto,1
well yan din gawin mo punyeta ka,1
ngayon ko lang nakita pucha haha,1
pagod na pagod na yung utak ko tangina,1
putangina mo trace bwisit ka gago umalis ka nga naiinis ako,1
katamad pumasok bukas eh pucha change sched kasi kundi lang holiday di ko papasukan sadya yun,1
ganda ng tutok ko o tanga lang mga kalaban,1
tangina niyo pledis as stan malaki galit ko sa inyo pakyu,1
bwiset na raven sakin daw nagmana ng karupukan,1
ulol mo haha bobo ka,1
guard may tanga dalawa pa,1
ulol ayoko nga di mo ako tinag sa never say die mo,1
putangina haha ayoko na,1
kinain ko pride ko potangina wala naman kasi yatang balak magchat si kupal,1
hindi na ulit pucha ka talaga accre,1
tarantado ka talaga love,1
mga putangina kayong lahat mga bwiset punyeta,1
puta hirap na hirap ako magtype haha tangina ng fake nails na ito,1
bobo hindi gusto mo dyan pa kami matulog,1
hello kakagising ko lang haha napanaginipan ko pa fts albums ko pucha,1
maayos mood niya gagi pakshet,1
haha bobo next month pa tapos ng school year natin,1
gago ang lungkot pala ng part na to,1
bobo ang traffic kanina,1
nagsoscroll lang ako rito tapos nasabihan pa ng plastic pucha,1
tarantado lagpas isang araw aabutin mo niyan,1
gago nagtataka pa ako bakit dalawang chan nakita ko,1
ang init naman pucha,1
aga aga naistress ako sa sinasagutan ko punyeta,1
ano naman haha pakshet,1
miss ko na mga boys ko punyeta patapos na din itong week dalawa na lang bukas at isa sa sat,1
pakshet ngayon ko lang nakita to pero mismam marry me,1
nilagnat ulit ako haha punyeta,1
todo abang ako if may be ambitious tarantado hanggang ep one lang pala,1
gago junhui chill lang kasi private unfollow ni rrhein tarantado talaga ito,1
may swimming raw kami sa sabado yes sumama ka puta,1
ulol balik ka na sa selda mo,1
sakit ng tiyan ko gago,1
nakakahulas talaga hangin sa maynila pucha live tweet ko lang struggle namin galing naia,1
may napagbigyan na namang kupal,1
bibigay ko na nga phone ko bwiset,1
ah si ano aba tanginamo ah wag ka sana balikan pakyu,1
dami kong sinuka kanina gago,1
bobo ko nag eexpect ako e naka block nga siya tsk,1
mas maraming beses pa ako namatay dito kaysa sa boss fights punyeta,1
bwiset na school uniform yan daming pwedeng ilagay sa bulsa,1
tangina mo philhealth isa ka pa tax pakyu,1
haha gago may nagrequest pa nga na gusto niya raw malaman bakit namatay tangina masokista,1
akala mo wala lang yung pagupit gupit ko ngayon mo ako subukan tarantado mapapatanggap ka nalang sa gagawin ko sayo ng isang bagsakan,1
wag mong totohanin gago ka,1
pakshet baka magkalat bashers haha,1
kakawithdraw ko lang ng pera wala pang isang oras ubos na agad haha ang gastos ko punyeta,1
ulol hago tanginamo true,1
mga ulol nagbago ako para sa sarili ko hindi para sa inyo,1
ingay nila kim sa labas tangina mo kim and friends,1
tarantado din itong mata ko ehh,1
pag kupal nga naman kasawa makisama,1
teka nagcocode ako bwiset ka,1
bobo na nga magulang mo dadagdag ka pa,1
gago ang hirap tumawa sa dorm ng ganto oras bwiset na comments sa tiktok haha,1
ulol bala kayo jan years ako magtatampo,1
sana naman umuwi na manifesto ko noh pang bday gift ko na yan sa sarili ko puta di pa nadating,1
tarantado nga eh haha baka sa next retrieval na lang ako magpapasa haha biglaan kasi ang puta,1
ito pala yung nakita ko sa tiktok na wag daw magalit kila ken kasi may reason daw kung bakit nila yun ginawa kay rajj tangina nakakainis naspoil ako noon bwiset,1
tangina laptrip rp nila wrecker hayop haha,1
wait lang puta haha,1
sino ka putangina mo sasapakin kita,1
halika kupal icon nalang tayo para payag na kaming lahat,1
puta gusto ko bumili ayoko na huhu,1
kailangan ko ng peace of mind ngayon pakshet,1
hindi tumaas balahibo ko nung kasama ko kayo mga ulol,1
tarantado ka talaga noh,1
nahagulgol na naman ako raynaw bakit ko ba iniiyakan tong mga lalaki na to punyeta siya,1
dumaan na rin ako sa phase na yan haha yung sa sobrang pagka in love mo di mo napapansin na bare minimum lang lahat yan tapos ulol na ulol ka,1
tumotoxic nanaman old habits never dies pakyu po,1
haha tangina na yan pakyu talaga kung sino ka man,1
ay pakshet ang ganda,1
while watching tumunog ang doorbell may bibili sa tindahan kuha remote pause pakshet sa kapamilya channel nga pala ko nanonood,1
ubos na tapos lagi pang nagmumukhang tanga,1
bakit kasi nagcecellphone sa banyo tatanga tanga talaga kayo,1
bro ang tanga lang,1
gago beh ano ibig sabihin ng ganito sumasabog na utak ko ah bente na si belle,1
haha tangina kasi paasa haha,1
natapos ko nanaman ng isang upuan dots pakshet ka song joong ki napakapogi,1
putangina mo gago motherfucker shit punyeta ka,1
ulol baoninam rin ang pogi sobra,1
putangina kinikilig ako sa pinapanuod ko haha,1
dustine kumanta dahil simple lang ang pangarap ko maging ikaw at ako ay pucha nakailang mura na ako tonight bakit ba ang natural lang ng kilig,1
bakit walang junhao punyeta,1
mga pakshet kayo talaga,1
bwiset na dinosaur yan haha,1
ang tanga puta haha,1
kupal na naman sila,1
puta galit na galit si mama bat daw nag donate ako ng dugo ng di ako nagsasabi sa kaniya haha,1
bobo kasal na kayo,1
putangina mo han jisung,1
pakulong na yang mga tarantado,1
bwiset charger ko nawawala pa basag,1
pa exorcise ka kaya kupal mo,1
wala na bang bago jusko pareparehas namang mga kupal,1
tangina mukha ba akong gago sainyo mga tarantado,1
putangina mo nicole pakyu deserve mo yan,1
di ako ganun ka bobo nood nalang ako ng dragon emperor the mummy returns,1
pakyu nang pakyu yung pamangkin ko,1
haha ang bobo ng tanong pero thats the truth tapos yun nanood ako ulit ng seventeen content home run era pa non nung nahanap ko kayo ulit ng makukulit mong members,1
tangina buang na ako,1
wooy gago naalala ko rin haha,1
nakakabadtrip yung gutom di ko alam ano kakainin bawal lahat puta,1
ewan parang gago napapaluha ako pero diko alam dahilan awit haha,1
sumasama lang lalo pakiramdam ko sa patay bukas ng aircon mga bwiset kayo,1
saan niyo ko pinapasama puta,1
yowo this day last year pala yun ako iniwan ni d word sa ere haha tangina mo pakyu mamatay matay ako sa sakit pukinang ina kang yawa ka,1
gising na gising diwa ko punyeta maaga pa class ko bukas,1
friends mo mukha mo manggagamit tarantado,1
puta mamatay talaga ako sa baho ng densha,1
punyeta nag restock marshmallow naunahan lang ako mag check out puta,1
putangina ansakit sakit niyo mama at papa,1
hinahayaan ko na naman ang sarili ko maging tanga hindi na ako natuto,1
putangina nakakainggit pupunta sa rv con sila chelsea at deza,1
puta laman ng messages ko sa inbox yung puro kemeng your employment cv sent to the committee has been approved and you can get details sipag niyo magtext mga scammer ahh buti nalang di ako pala load murahin ko talaga kayo,1
goddamn di na ba siya na kontento sa gender confusion pucha,1
teka ang gwapo gwapo han jisung puta,1
post mo ulit ako jiro baka may ano haha bilis tanga,1
medyo naiistress na ako sa gastos ko paano kung maadik nanaman ako kay nanami pakyu talaga stsg sagad nakakabaliw kayo,1
salitaan mo pa lang halatang skwating pag uugali haha goodluck sa oy pabente na presyo ng kilo ng bigas budol pa more ulol haha lutang pala ah,1
habang naglalakad kami kanina umaga ni kupal may tumitingin sakin,1
walang good sa morning may klase ako today haha mga pakshet kayong lahat,1
yung red talaga ang ganda pakshet,1
awang awa ako sa kalagayan ngayon ni tita punyeta di niya deserve yung ganyang nanay pati anak imamarites sa ibang tao grabe tapos pati ako nadadamay,1
taena ulol na ulol ako sa pics may malala pa pala,1
nanginginig nga kasi tanga ka kasalanan ko ba yon itakin kita dyan,1
sige paiyakin niyo pa ako mga pakshet,1
medyo tanga ko sa part na naseen ko yun,1
sorry napindot lang bobo haha,1
ulol hindi ka matalino,1
bwiset ako sa tiktok filters para akong pinagtritripan,1
pucha may quiz pala di ako nainform pero ayos lang naalala ko pa lesson the way naalala mo pa kung pano ka iniwan,1
wag na kayo magkacrush sa stan twitter pakshet,1
feelingera niyo mga ulol sobrang lungkot ba ng buhay niyo na nakikisquad kayo sa ibang tao,1
puta tapos na kami sa presentation kahit nagkatechnical issues nailusot pa din,1
